Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Nacionalitat,Valor
2003,01,07,38,Amèrica del Nord,0
2003,01,07,38,Europa Occidental,11
2003,01,07,38,No consta,0
2003,01,07,38,Àfrica,94
2003,01,07,38,Àsia,51
2003,01,07,39,Altres Europa,6723
2003,01,07,39,Amèrica Llatina,365
2003,01,07,39,Amèrica del Nord,0
2003,01,07,39,Europa Occidental,31
2003,01,07,39,No consta,0
2003,01,07,39,Àfrica,6
2003,01,07,39,Àsia,5
2003,01,07,40,Altres Europa,4913
2003,01,07,40,Amèrica Llatina,363
2003,01,07,40,Amèrica del Nord,0
2003,01,07,40,Europa Occidental,0
2003,01,07,40,No consta,0
2003,01,07,40,Àfrica,0
2003,01,07,40,Àsia,7
2003,01,07,41,Altres Europa,5230
2003,01,07,41,Amèrica Llatina,349
2003,01,07,41,Amèrica del Nord,0
2003,01,07,41,Europa Occidental,0
2003,01,07,41,No consta,0
2003,01,07,41,Àfrica,5
2003,01,07,41,Àsia,9
2003,01,07,42,Altres Europa,416
2003,01,07,42,Amèrica Llatina,27
2003,01,07,42,Europa Occidental,0
2003,01,07,42,Àfrica,0
2003,01,07,42,Àsia,10
2003,01,07,43,Altres Europa,25598
2003,01,07,43,Amèrica Llatina,770
2003,01,07,43,Amèrica del Nord,0
2003,01,07,43,Europa Occidental,15
2003,01,07,43,No consta,0
2003,01,07,43,Oceania,0
2003,01,07,43,Àfrica,25
2003,01,07,43,Àsia,25
2003,01,08,44,Altres Europa,23976
2003,01,08,44,Amèrica Llatina,1422
2003,01,08,44,Amèrica del Nord,0
2003,01,08,44,Europa Occidental,14
2003,01,08,44,No consta,0
2003,01,08,44,Oceania,0
2003,01,08,44,Àfrica,62
2003,01,08,44,Àsia,83
2003,01,08,45,Altres Europa,22327
2003,01,08,45,Amèrica Llatina,1078
2003,01,08,45,Amèrica del Nord,0
2003,01,08,45,Europa Occidental,5
2003,01,08,45,No consta,0
2003,01,08,45,Oceania,0
2003,01,08,45,Àfrica,112
2003,01,08,45,Àsia,12
2003,01,08,46,Altres Europa,13008
2003,01,08,46,Amèrica Llatina,1498
2003,01,08,46,Amèrica del Nord,0
2003,01,08,46,Europa Occidental,5
2003,01,08,46,No consta,0
2003,01,08,46,Oceania,0
2003,01,08,46,Àfrica,90
2003,01,08,46,Àsia,48
2003,01,08,47,Altres Europa,2082
2003,01,08,47,Amèrica Llatina,26
2003,01,08,47,Amèrica del Nord,0
2003,01,08,47,Àfrica,0
2003,01,08,47,Àsia,0
2003,01,08,48,Altres Europa,15289
2003,01,08,48,Amèrica Llatina,483
2003,01,08,48,Amèrica del Nord,0
2003,01,08,48,Europa Occidental,0
2003,01,08,48,No consta,0
2003,01,08,48,Oceania,0
2003,01,08,48,Àfrica,18
2003,01,08,48,Àsia,11
2003,01,08,49,Altres Europa,7872
2003,01,08,49,Amèrica Llatina,107
2003,01,08,49,Europa Occidental,0
2003,01,08,49,No consta,0
2003,01,08,49,Àfrica,7
2003,01,08,49,Àsia,0
2003,01,08,50,Altres Europa,14286
2003,01,08,50,Amèrica Llatina,899
2003,01,08,50,Amèrica del Nord,0
2003,01,08,50,Europa Occidental,0
2003,01,08,50,No consta,0
2003,01,08,50,Àfrica,139
2003,01,08,50,Àsia,57
2003,01,08,51,Altres Europa,11382
2003,01,08,51,Amèrica Llatina,697
2003,01,08,51,Amèrica del Nord,0
2003,01,08,51,Europa Occidental,0
2003,01,08,51,No consta,0
2003,01,08,51,Oceania,0
2003,01,08,51,Àfrica,62
2003,01,08,51,Àsia,80
2003,01,08,52,Altres Europa,25363
2003,01,08,52,Amèrica Llatina,1247
2003,01,08,52,Amèrica del Nord,0
2003,01,08,52,Europa Occidental,6
2003,01,08,52,No consta,0
2003,01,08,52,Àfrica,105
2003,01,08,52,Àsia,188
2003,01,08,53,Altres Europa,7261
2003,01,08,53,Amèrica Llatina,302
2003,01,08,53,Europa Occidental,0
2003,01,08,53,No consta,0
2003,01,08,53,Àfrica,67
2003,01,08,53,Àsia,68
2003,01,08,54,Altres Europa,2084
2003,01,08,54,Amèrica Llatina,43
2003,01,08,54,Europa Occidental,0
2003,01,08,54,No consta,0
2003,01,08,54,Àfrica,18
2003,01,08,54,Àsia,46
2003,01,08,55,Altres Europa,8831
2003,01,08,55,Amèrica Llatina,627
2003,01,08,55,Amèrica del Nord,0
2003,01,08,55,Europa Occidental,0
2003,01,08,55,No consta,0
2003,01,08,55,Oceania,0
2003,01,08,55,Àfrica,218
2003,01,08,55,Àsia,122
2003,01,08,56,Altres Europa,856
2003,01,08,56,Amèrica Llatina,0
2003,01,08,56,Europa Occidental,0
2003,01,08,56,Àfrica,25
2003,01,08,56,Àsia,0
2003,01,09,57,Altres Europa,7559
2003,01,09,57,Amèrica Llatina,569
2003,01,09,57,Europa Occidental,0
2003,01,09,57,No consta,0
2003,01,09,57,Àfrica,506
2003,01,09,57,Àsia,173
2003,01,09,58,Altres Europa,2336
2003,01,09,58,Amèrica Llatina,12
2003,01,09,58,Amèrica del Nord,0
2003,01,09,58,Europa Occidental,0
2003,01,09,58,No consta,0
2003,01,09,58,Àfrica,16
2003,01,09,58,Àsia,0
2003,01,09,59,Altres Europa,9993
2003,01,09,59,Amèrica Llatina,370
2003,01,09,59,Europa Occidental,0
2003,01,09,59,No consta,0
2003,01,09,59,Àfrica,123
2003,01,09,59,Àsia,37
2003,01,09,60,Altres Europa,51941
2003,01,09,60,Amèrica Llatina,1552
2003,01,09,60,Amèrica del Nord,0
2003,01,09,60,Europa Occidental,21
2003,01,09,60,No consta,0
2003,01,09,60,Oceania,0
2003,01,09,60,Àfrica,126
2003,01,09,60,Àsia,202
2003,01,09,61,Altres Europa,26715
2003,01,09,61,Amèrica Llatina,1686
2003,01,09,61,Amèrica del Nord,0
2003,01,09,61,Europa Occidental,5
2003,01,09,61,No consta,0
2003,01,09,61,Àfrica,43
2003,01,09,61,Àsia,62
2003,01,09,62,Altres Europa,12904
2003,01,09,62,Amèrica Llatina,511
2003,01,09,62,Amèrica del Nord,0
2003,01,09,62,Europa Occidental,5
2003,01,09,62,No consta,0
2003,01,09,62,Àfrica,43
2003,01,09,62,Àsia,29
2003,01,09,63,Altres Europa,20463
2003,01,09,63,Amèrica Llatina,1181
2003,01,09,63,Amèrica del Nord,0
2003,01,09,63,Europa Occidental,10
2003,01,09,63,No consta,0
2003,01,09,63,Àfrica,60
2003,01,09,63,Àsia,141
2003,01,10,64,Altres Europa,34960
2003,01,10,64,Amèrica Llatina,2486
2003,01,10,64,Amèrica del Nord,0
2003,01,10,64,Europa Occidental,45
2003,01,10,64,No consta,0
2003,01,10,64,Oceania,0
2003,01,10,64,Àfrica,315
2003,01,10,64,Àsia,135
2003,01,10,65,Altres Europa,24484
2003,01,10,65,Amèrica Llatina,1480
2003,01,10,65,Amèrica del Nord,0
2003,01,10,65,Europa Occidental,22
2003,01,10,65,No consta,0
2003,01,10,65,Oceania,0
2003,01,10,65,Àfrica,171
2003,01,10,65,Àsia,112
2003,01,10,66,Altres Europa,11540
2003,01,10,66,Amèrica Llatina,909
2003,01,10,66,Amèrica del Nord,5
2003,01,10,66,Europa Occidental,91
2003,01,10,66,No consta,9
2003,01,10,66,Oceania,0
2003,01,10,66,Àfrica,183
2003,01,10,66,Àsia,202
2003,01,10,67,Altres Europa,7166
2003,01,10,67,Amèrica Llatina,245
2003,01,10,67,Amèrica del Nord,31
2003,01,10,67,Europa Occidental,211
2003,01,10,67,No consta,5
2003,01,10,67,Àfrica,10
2003,01,10,67,Àsia,45
2003,01,10,68,Altres Europa,25229
2003,01,10,68,Amèrica Llatina,1042
2003,01,10,68,Amèrica del Nord,0
2003,01,10,68,Europa Occidental,70
2003,01,10,68,No consta,0
2003,01,10,68,Oceania,0
2003,01,10,68,Àfrica,321
2003,01,10,68,Àsia,403
2003,01,10,69,Altres Europa,6871
2003,01,10,69,Amèrica Llatina,150
2003,01,10,69,Amèrica del Nord,0
2003,01,10,69,Europa Occidental,53
2003,01,10,69,Àfrica,12
2003,01,10,69,Àsia,40
2003,01,10,70,Altres Europa,19877
2003,01,10,70,Amèrica Llatina,882
2003,01,10,70,Amèrica del Nord,0
2003,01,10,70,Europa Occidental,0
2003,01,10,70,No consta,0
2003,01,10,70,Oceania,0
2003,01,10,70,Àfrica,166
2003,01,10,70,Àsia,498
2003,01,10,71,Altres Europa,16569
2003,01,10,71,Amèrica Llatina,675
2003,01,10,71,Amèrica del Nord,0
2003,01,10,71,Europa Occidental,5
2003,01,10,71,No consta,0
2003,01,10,71,Àfrica,196
2003,01,10,71,Àsia,71
2003,01,10,72,Altres Europa,25810
2003,01,10,72,Amèrica Llatina,765
2003,01,10,72,Amèrica del Nord,0
2003,01,10,72,Europa Occidental,5
2003,01,10,72,No consta,0
2003,01,10,72,Àfrica,11
2003,01,10,72,Àsia,75
2003,01,10,73,Altres Europa,29300
2003,01,10,73,Amèrica Llatina,900
2003,01,10,73,Amèrica del Nord,0
2003,01,10,73,Europa Occidental,0
2003,01,10,73,No consta,0
2003,01,10,73,Àfrica,63
2003,01,10,73,Àsia,88
2004,01,01,01,Altres Europa,28117
2004,01,01,01,Amèrica Llatina,5510
2004,01,01,01,Amèrica del Nord,52
2004,01,01,01,Europa Occidental,654
2004,01,01,01,No consta,0
2004,01,01,01,Oceania,0
2004,01,01,01,Àfrica,2523
2004,01,01,01,Àsia,9034
2004,01,01,02,Altres Europa,15114
2004,01,01,02,Amèrica Llatina,4361
2004,01,01,02,Amèrica del Nord,128
2004,01,01,02,Europa Occidental,559
2004,01,01,02,No consta,7
2004,01,01,02,Oceania,0
2004,01,01,02,Àfrica,2037
2004,01,01,02,Àsia,2728
2004,01,01,03,Altres Europa,13156
2004,01,01,03,Amèrica Llatina,1371
2004,01,01,03,Amèrica del Nord,0
2004,01,01,03,Europa Occidental,171
2004,01,01,03,No consta,0
2004,01,01,03,Oceania,0
2004,01,01,03,Àfrica,673
2004,01,01,03,Àsia,340
2004,01,01,04,Altres Europa,16672
2004,01,01,04,Amèrica Llatina,2484
2004,01,01,04,Amèrica del Nord,95
2004,01,01,04,Europa Occidental,587
2004,01,01,04,No consta,0
2004,01,01,04,Oceania,0
2004,01,01,04,Àfrica,1326
2004,01,01,04,Àsia,1178
2004,01,02,05,Altres Europa,27127
2004,01,02,05,Amèrica Llatina,2002
2004,01,02,05,Amèrica del Nord,19
2004,01,02,05,Europa Occidental,360
2004,01,02,05,No consta,0
2004,01,02,05,Oceania,0
2004,01,02,05,Àfrica,112
2004,01,02,05,Àsia,463
2004,01,02,06,Altres Europa,46028
2004,01,02,06,Amèrica Llatina,4189
2004,01,02,06,Amèrica del Nord,5
2004,01,02,06,Europa Occidental,292
2004,01,02,06,No consta,7
2004,01,02,06,Oceania,0
2004,01,02,06,Àfrica,244
2004,01,02,06,Àsia,420
2004,01,02,07,Altres Europa,37717
2004,01,02,07,Amèrica Llatina,2070
2004,01,02,07,Amèrica del Nord,106
2004,01,02,07,Europa Occidental,789
2004,01,02,07,No consta,0
2004,01,02,07,Oceania,0
2004,01,02,07,Àfrica,266
2004,01,02,07,Àsia,441
2004,01,02,08,Altres Europa,36385
2004,01,02,08,Amèrica Llatina,2635
2004,01,02,08,Amèrica del Nord,59
2004,01,02,08,Europa Occidental,646
2004,01,02,08,No consta,0
2004,01,02,08,Oceania,0
2004,01,02,08,Àfrica,54
2004,01,02,08,Àsia,763
2004,01,02,09,Altres Europa,51786
2004,01,02,09,Amèrica Llatina,3915
2004,01,02,09,Amèrica del Nord,26
2004,01,02,09,Europa Occidental,478
2004,01,02,09,No consta,0
2004,01,02,09,Oceania,0
2004,01,02,09,Àfrica,157
2004,01,02,09,Àsia,869
2004,01,02,10,Altres Europa,33630
2004,01,02,10,Amèrica Llatina,2612
2004,01,02,10,Amèrica del Nord,27
2004,01,02,10,Europa Occidental,329
2004,01,02,10,No consta,0
2004,01,02,10,Oceania,0
2004,01,02,10,Àfrica,173
2004,01,02,10,Àsia,591
2004,01,03,11,Altres Europa,31032
2004,01,03,11,Amèrica Llatina,4050
2004,01,03,11,Amèrica del Nord,0
2004,01,03,11,Europa Occidental,257
2004,01,03,11,No consta,0
2004,01,03,11,Oceania,0
2004,01,03,11,Àfrica,1221
2004,01,03,11,Àsia,1671
2004,01,03,12,Altres Europa,1401
2004,01,03,12,Amèrica Llatina,6
2004,01,03,12,Europa Occidental,0
2004,01,03,12,Àfrica,20
2004,01,03,12,Àsia,11
2004,01,03,13,Altres Europa,26544
2004,01,03,13,Amèrica Llatina,1518
2004,01,03,13,Amèrica del Nord,0
2004,01,03,13,Europa Occidental,36
2004,01,03,13,No consta,0
2004,01,03,13,Àfrica,182
2004,01,03,13,Àsia,198
2004,01,03,14,Altres Europa,8877
2004,01,03,14,Amèrica Llatina,667
2004,01,03,14,Amèrica del Nord,0
2004,01,03,14,Europa Occidental,40
2004,01,03,14,No consta,0
2004,01,03,14,Àfrica,55
2004,01,03,14,Àsia,148
2004,01,03,15,Altres Europa,13395
2004,01,03,15,Amèrica Llatina,1304
2004,01,03,15,Amèrica del Nord,0
2004,01,03,15,Europa Occidental,99
2004,01,03,15,No consta,0
2004,01,03,15,Oceania,0
2004,01,03,15,Àfrica,119
2004,01,03,15,Àsia,295
2004,01,03,16,Altres Europa,16989
2004,01,03,16,Amèrica Llatina,1145
2004,01,03,16,Amèrica del Nord,0
2004,01,03,16,Europa Occidental,25
2004,01,03,16,Àfrica,192
2004,01,03,16,Àsia,138
2004,01,03,17,Altres Europa,21503
2004,01,03,17,Amèrica Llatina,1945
2004,01,03,17,Amèrica del Nord,0
2004,01,03,17,Europa Occidental,45
2004,01,03,17,No consta,0
2004,01,03,17,Àfrica,182
2004,01,03,17,Àsia,260
2004,01,03,18,Altres Europa,35167
2004,01,03,18,Amèrica Llatina,2756
2004,01,03,18,Amèrica del Nord,0
2004,01,03,18,Europa Occidental,137
2004,01,03,18,No consta,0
2004,01,03,18,Oceania,0
2004,01,03,18,Àfrica,364
2004,01,03,18,Àsia,405
2004,01,04,19,Altres Europa,43385
2004,01,04,19,Amèrica Llatina,1683
2004,01,04,19,Amèrica del Nord,0
2004,01,04,19,Europa Occidental,331
2004,01,04,19,No consta,0
2004,01,04,19,Oceania,0
2004,01,04,19,Àfrica,13
2004,01,04,19,Àsia,269
2004,01,04,20,Altres Europa,23039
2004,01,04,20,Amèrica Llatina,1087
2004,01,04,20,Amèrica del Nord,0
2004,01,04,20,Europa Occidental,114
2004,01,04,20,No consta,0
2004,01,04,20,Oceania,0
2004,01,04,20,Àfrica,41
2004,01,04,20,Àsia,122
2004,01,04,21,Altres Europa,10436
2004,01,04,21,Amèrica Llatina,316
2004,01,04,21,Amèrica del Nord,5
2004,01,04,21,Europa Occidental,450
2004,01,04,21,No consta,0
2004,01,04,21,Oceania,0
2004,01,04,21,Àfrica,11
2004,01,04,21,Àsia,302
2004,01,05,22,Altres Europa,3422
2004,01,05,22,Amèrica Llatina,87
2004,01,05,22,Amèrica del Nord,11
2004,01,05,22,Europa Occidental,103
2004,01,05,22,Oceania,0
2004,01,05,22,Àfrica,0
2004,01,05,22,Àsia,0
2004,01,05,23,Altres Europa,21042
2004,01,05,23,Amèrica Llatina,666
2004,01,05,23,Amèrica del Nord,83
2004,01,05,23,Europa Occidental,596
2004,01,05,23,No consta,0
2004,01,05,23,Oceania,0
2004,01,05,23,Àfrica,28
2004,01,05,23,Àsia,315
2004,01,05,24,Altres Europa,14156
2004,01,05,24,Amèrica Llatina,363
2004,01,05,24,Amèrica del Nord,39
2004,01,05,24,Europa Occidental,314
2004,01,05,24,Àfrica,0
2004,01,05,24,Àsia,68
2004,01,05,25,Altres Europa,22046
2004,01,05,25,Amèrica Llatina,680
2004,01,05,25,Amèrica del Nord,29
2004,01,05,25,Europa Occidental,334
2004,01,05,25,No consta,0
2004,01,05,25,Oceania,0
2004,01,05,25,Àfrica,9
2004,01,05,25,Àsia,17
2004,01,05,26,Altres Europa,42222
2004,01,05,26,Amèrica Llatina,1471
2004,01,05,26,Amèrica del Nord,114
2004,01,05,26,Europa Occidental,797
2004,01,05,26,No consta,0
2004,01,05,26,Oceania,0
2004,01,05,26,Àfrica,14
2004,01,05,26,Àsia,421
2004,01,05,27,Altres Europa,26100
2004,01,05,27,Amèrica Llatina,1303
2004,01,05,27,Amèrica del Nord,46
2004,01,05,27,Europa Occidental,478
2004,01,05,27,No consta,0
2004,01,05,27,Oceania,0
2004,01,05,27,Àfrica,39
2004,01,05,27,Àsia,54
2004,01,06,28,Altres Europa,13961
2004,01,06,28,Amèrica Llatina,957
2004,01,06,28,Amèrica del Nord,0
2004,01,06,28,Europa Occidental,206
2004,01,06,28,No consta,0
2004,01,06,28,Oceania,0
2004,01,06,28,Àfrica,21
2004,01,06,28,Àsia,21
2004,01,06,29,Altres Europa,6532
2004,01,06,29,Amèrica Llatina,365
2004,01,06,29,Amèrica del Nord,0
2004,01,06,29,Europa Occidental,82
2004,01,06,29,No consta,0
2004,01,06,29,Oceania,0
2004,01,06,29,Àfrica,59
2004,01,06,29,Àsia,12
2004,01,06,30,Altres Europa,12205
2004,01,06,30,Amèrica Llatina,611
2004,01,06,30,Amèrica del Nord,0
2004,01,06,30,Europa Occidental,109
2004,01,06,30,No consta,0
2004,01,06,30,Oceania,0
2004,01,06,30,Àfrica,10
2004,01,06,30,Àsia,33
2004,01,06,31,Altres Europa,44033
2004,01,06,31,Amèrica Llatina,3000
2004,01,06,31,Amèrica del Nord,31
2004,01,06,31,Europa Occidental,708
2004,01,06,31,No consta,0
2004,01,06,31,Oceania,0
2004,01,06,31,Àfrica,200
2004,01,06,31,Àsia,285
2004,01,06,32,Altres Europa,31979
2004,01,06,32,Amèrica Llatina,1800
2004,01,06,32,Amèrica del Nord,6
2004,01,06,32,Europa Occidental,296
2004,01,06,32,No consta,0
2004,01,06,32,Oceania,0
2004,01,06,32,Àfrica,105
2004,01,06,32,Àsia,121
2004,01,07,33,Altres Europa,23246
2004,01,07,33,Amèrica Llatina,1639
2004,01,07,33,Amèrica del Nord,0
2004,01,07,33,Europa Occidental,64
2004,01,07,33,No consta,0
2004,01,07,33,Oceania,0
2004,01,07,33,Àfrica,11
2004,01,07,33,Àsia,87
2004,01,07,34,Altres Europa,8366
2004,01,07,34,Amèrica Llatina,404
2004,01,07,34,Amèrica del Nord,0
2004,01,07,34,Europa Occidental,36
2004,01,07,34,No consta,0
2004,01,07,34,Oceania,0
2004,01,07,34,Àfrica,6
2004,01,07,34,Àsia,19
2004,01,07,35,Altres Europa,32214
2004,01,07,35,Amèrica Llatina,2070
2004,01,07,35,Amèrica del Nord,0
2004,01,07,35,Europa Occidental,140
2004,01,07,35,No consta,0
2004,01,07,35,Oceania,0
2004,01,07,35,Àfrica,153
2004,01,07,35,Àsia,61
2004,01,07,36,Altres Europa,9417
2004,01,07,36,Amèrica Llatina,156
2004,01,07,36,Amèrica del Nord,0
2004,01,07,36,Europa Occidental,16
2004,01,07,36,Àfrica,5
2004,01,07,36,Àsia,12
2004,01,07,37,Altres Europa,30334
2004,01,07,37,Amèrica Llatina,1871
2004,01,07,37,Amèrica del Nord,0
2004,01,07,37,Europa Occidental,24
2004,01,07,37,No consta,0
2004,01,07,37,Àfrica,209
2004,01,07,37,Àsia,64
2004,01,07,38,Altres Europa,10840
2004,01,07,38,Amèrica Llatina,850
2004,01,07,38,Amèrica del Nord,0
2004,01,07,38,Europa Occidental,19
2004,01,07,38,No consta,0
2004,01,07,38,Oceania,0
2004,01,07,38,Àfrica,110
2004,01,07,38,Àsia,56
2004,01,07,39,Altres Europa,6574
2004,01,07,39,Amèrica Llatina,418
2004,01,07,39,Amèrica del Nord,0
2004,01,07,39,Europa Occidental,34
2004,01,07,39,Àfrica,7
2004,01,07,39,Àsia,0
2004,01,07,40,Altres Europa,4828
2004,01,07,40,Amèrica Llatina,416
2004,01,07,40,Amèrica del Nord,0
2004,01,07,40,Europa Occidental,0
2004,01,07,40,Àfrica,0
2004,01,07,40,Àsia,0
2004,01,07,41,Altres Europa,5184
2004,01,07,41,Amèrica Llatina,403
2004,01,07,41,Amèrica del Nord,0
2004,01,07,41,Europa Occidental,11
2004,01,07,41,Àfrica,21
2004,01,07,41,Àsia,10
2004,01,07,42,Altres Europa,414
2004,01,07,42,Amèrica Llatina,28
2004,01,07,42,Europa Occidental,0
2004,01,07,42,Àsia,16
2004,01,07,43,Altres Europa,25352
2004,01,07,43,Amèrica Llatina,915
2004,01,07,43,Amèrica del Nord,0
2004,01,07,43,Europa Occidental,27
2004,01,07,43,No consta,0
2004,01,07,43,Oceania,0
2004,01,07,43,Àfrica,29
2004,01,07,43,Àsia,52
2004,01,08,44,Altres Europa,23619
2004,01,08,44,Amèrica Llatina,1638
2004,01,08,44,Amèrica del Nord,0
2004,01,08,44,Europa Occidental,23
2004,01,08,44,No consta,0
2004,01,08,44,Oceania,0
2004,01,08,44,Àfrica,63
2004,01,08,44,Àsia,81
2004,01,08,45,Altres Europa,21761
2004,01,08,45,Amèrica Llatina,1338
2004,01,08,45,Amèrica del Nord,0
2004,01,08,45,Europa Occidental,0
2004,01,08,45,No consta,0
2004,01,08,45,Oceania,0
2004,01,08,45,Àfrica,128
2004,01,08,45,Àsia,17
2004,01,08,46,Altres Europa,12818
2004,01,08,46,Amèrica Llatina,1831
2004,01,08,46,Amèrica del Nord,0
2004,01,08,46,Europa Occidental,16
2004,01,08,46,Oceania,0
2004,01,08,46,Àfrica,95
2004,01,08,46,Àsia,97
2004,01,08,47,Altres Europa,2061
2004,01,08,47,Amèrica Llatina,26
2004,01,08,47,Amèrica del Nord,0
2004,01,08,47,Àfrica,0
2004,01,08,47,Àsia,0
2004,01,08,48,Altres Europa,15287
2004,01,08,48,Amèrica Llatina,569
2004,01,08,48,Amèrica del Nord,0
2004,01,08,48,Europa Occidental,5
2004,01,08,48,No consta,0
2004,01,08,48,Oceania,0
2004,01,08,48,Àfrica,6
2004,01,08,48,Àsia,24
2004,01,08,49,Altres Europa,7673
2004,01,08,49,Amèrica Llatina,114
2004,01,08,49,Europa Occidental,0
2004,01,08,49,Àfrica,11
2004,01,08,49,Àsia,0
2004,01,08,50,Altres Europa,14021
2004,01,08,50,Amèrica Llatina,1258
2004,01,08,50,Amèrica del Nord,0
2004,01,08,50,Europa Occidental,0
2004,01,08,50,Àfrica,237
2004,01,08,50,Àsia,117
2004,01,08,51,Altres Europa,11092
2004,01,08,51,Amèrica Llatina,860
2004,01,08,51,Amèrica del Nord,0
2004,01,08,51,Europa Occidental,0
2004,01,08,51,Àfrica,66
2004,01,08,51,Àsia,118
2004,01,08,52,Altres Europa,24703
2004,01,08,52,Amèrica Llatina,1511
2004,01,08,52,Amèrica del Nord,0
2004,01,08,52,Europa Occidental,7
2004,01,08,52,No consta,0
2004,01,08,52,Àfrica,111
2004,01,08,52,Àsia,273
2004,01,08,53,Altres Europa,7086
2004,01,08,53,Amèrica Llatina,500
2004,01,08,53,Europa Occidental,0
2004,01,08,53,No consta,0
2004,01,08,53,Àfrica,156
2004,01,08,53,Àsia,108
2004,01,08,54,Altres Europa,2070
2004,01,08,54,Amèrica Llatina,50
2004,01,08,54,Europa Occidental,0
2004,01,08,54,Àfrica,25
2004,01,08,54,Àsia,44
2004,01,08,55,Altres Europa,8480
2004,01,08,55,Amèrica Llatina,1114
2004,01,08,55,Amèrica del Nord,0
2004,01,08,55,Europa Occidental,0
2004,01,08,55,No consta,0
2004,01,08,55,Oceania,0
2004,01,08,55,Àfrica,328
2004,01,08,55,Àsia,101
2004,01,08,56,Altres Europa,879
2004,01,08,56,Amèrica Llatina,0
2004,01,08,56,Europa Occidental,0
2004,01,08,56,Àfrica,29
2004,01,08,56,Àsia,0
2004,01,09,57,Altres Europa,7358
2004,01,09,57,Amèrica Llatina,747
2004,01,09,57,Europa Occidental,5
2004,01,09,57,Àfrica,553
2004,01,09,57,Àsia,267
2004,01,09,58,Altres Europa,2302
2004,01,09,58,Amèrica Llatina,21
2004,01,09,58,Amèrica del Nord,0
2004,01,09,58,Europa Occidental,0
2004,01,09,58,Àfrica,20
2004,01,09,58,Àsia,0
2004,01,09,59,Altres Europa,10570
2004,01,09,59,Amèrica Llatina,502
2004,01,09,59,Europa Occidental,0
2004,01,09,59,Àfrica,143
2004,01,09,59,Àsia,61
2004,01,09,60,Altres Europa,51925
2004,01,09,60,Amèrica Llatina,1822
2004,01,09,60,Amèrica del Nord,0
2004,01,09,60,Europa Occidental,30
2004,01,09,60,No consta,0
2004,01,09,60,Oceania,0
2004,01,09,60,Àfrica,158
2004,01,09,60,Àsia,282
2004,01,09,61,Altres Europa,26327
2004,01,09,61,Amèrica Llatina,1943
2004,01,09,61,Amèrica del Nord,0
2004,01,09,61,Europa Occidental,11
2004,01,09,61,No consta,0
2004,01,09,61,Oceania,0
2004,01,09,61,Àfrica,75
2004,01,09,61,Àsia,87
2004,01,09,62,Altres Europa,12761
2004,01,09,62,Amèrica Llatina,657
2004,01,09,62,Amèrica del Nord,0
2004,01,09,62,Europa Occidental,5
2004,01,09,62,No consta,0
2004,01,09,62,Àfrica,52
2004,01,09,62,Àsia,28
2004,01,09,63,Altres Europa,19930
2004,01,09,63,Amèrica Llatina,1342
2004,01,09,63,Amèrica del Nord,0
2004,01,09,63,Europa Occidental,15
2004,01,09,63,No consta,0
2004,01,09,63,Àfrica,70
2004,01,09,63,Àsia,141
2004,01,10,64,Altres Europa,34221
2004,01,10,64,Amèrica Llatina,2828
2004,01,10,64,Amèrica del Nord,0
2004,01,10,64,Europa Occidental,80
2004,01,10,64,No consta,0
2004,01,10,64,Oceania,0
2004,01,10,64,Àfrica,308
2004,01,10,64,Àsia,225
2004,01,10,65,Altres Europa,24276
2004,01,10,65,Amèrica Llatina,1594
2004,01,10,65,Amèrica del Nord,0
2004,01,10,65,Europa Occidental,29
2004,01,10,65,No consta,0
2004,01,10,65,Àfrica,193
2004,01,10,65,Àsia,142
2004,01,10,66,Altres Europa,11446
2004,01,10,66,Amèrica Llatina,992
2004,01,10,66,Amèrica del Nord,12
2004,01,10,66,Europa Occidental,109
2004,01,10,66,No consta,14
2004,01,10,66,Oceania,0
2004,01,10,66,Àfrica,190
2004,01,10,66,Àsia,247
2004,01,10,67,Altres Europa,7240
2004,01,10,67,Amèrica Llatina,309
2004,01,10,67,Amèrica del Nord,31
2004,01,10,67,Europa Occidental,256
2004,01,10,67,No consta,15
2004,01,10,67,Àfrica,10
2004,01,10,67,Àsia,50
2004,01,10,68,Altres Europa,25426
2004,01,10,68,Amèrica Llatina,1292
2004,01,10,68,Amèrica del Nord,0
2004,01,10,68,Europa Occidental,150
2004,01,10,68,No consta,0
2004,01,10,68,Oceania,0
2004,01,10,68,Àfrica,363
2004,01,10,68,Àsia,428
2004,01,10,69,Altres Europa,7588
2004,01,10,69,Amèrica Llatina,219
2004,01,10,69,Amèrica del Nord,0
2004,01,10,69,Europa Occidental,98
2004,01,10,69,No consta,0
2004,01,10,69,Àfrica,21
2004,01,10,69,Àsia,49
2004,01,10,70,Altres Europa,19395
2004,01,10,70,Amèrica Llatina,1251
2004,01,10,70,Amèrica del Nord,0
2004,01,10,70,Europa Occidental,5
2004,01,10,70,No consta,0
2004,01,10,70,Oceania,0
2004,01,10,70,Àfrica,238
2004,01,10,70,Àsia,716
2004,01,10,71,Altres Europa,16437
2004,01,10,71,Amèrica Llatina,782
2004,01,10,71,Amèrica del Nord,0
2004,01,10,71,Europa Occidental,25
2004,01,10,71,No consta,0
2004,01,10,71,Àfrica,203
2004,01,10,71,Àsia,84
2004,01,10,72,Altres Europa,25373
2004,01,10,72,Amèrica Llatina,979
2004,01,10,72,Amèrica del Nord,9
2004,01,10,72,Europa Occidental,11
