Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Nacionalitat,Valor
2011,01,09,62,Europa Occidental,63
2011,01,09,62,No consta,0
2011,01,09,62,Àfrica,90
2011,01,09,62,Àsia,259
2011,01,09,63,Altres Europa,19153
2011,01,09,63,Amèrica Llatina,1533
2011,01,09,63,Amèrica del Nord,0
2011,01,09,63,Europa Occidental,66
2011,01,09,63,No consta,0
2011,01,09,63,Àfrica,92
2011,01,09,63,Àsia,548
2011,01,10,64,Altres Europa,33140
2011,01,10,64,Amèrica Llatina,2911
2011,01,10,64,Amèrica del Nord,0
2011,01,10,64,Europa Occidental,338
2011,01,10,64,No consta,0
2011,01,10,64,Oceania,0
2011,01,10,64,Àfrica,422
2011,01,10,64,Àsia,560
2011,01,10,65,Altres Europa,24262
2011,01,10,65,Amèrica Llatina,1729
2011,01,10,65,Amèrica del Nord,0
2011,01,10,65,Europa Occidental,187
2011,01,10,65,No consta,0
2011,01,10,65,Oceania,0
2011,01,10,65,Àfrica,299
2011,01,10,65,Àsia,488
2011,01,10,66,Altres Europa,11827
2011,01,10,66,Amèrica Llatina,859
2011,01,10,66,Amèrica del Nord,54
2011,01,10,66,Europa Occidental,289
2011,01,10,66,No consta,0
2011,01,10,66,Oceania,0
2011,01,10,66,Àfrica,156
2011,01,10,66,Àsia,390
2011,01,10,67,Altres Europa,8337
2011,01,10,67,Amèrica Llatina,339
2011,01,10,67,Amèrica del Nord,52
2011,01,10,67,Europa Occidental,358
2011,01,10,67,Oceania,0
2011,01,10,67,Àfrica,6
2011,01,10,67,Àsia,42
2011,01,10,68,Altres Europa,28245
2011,01,10,68,Amèrica Llatina,1436
2011,01,10,68,Amèrica del Nord,5
2011,01,10,68,Europa Occidental,670
2011,01,10,68,Oceania,0
2011,01,10,68,Àfrica,277
2011,01,10,68,Àsia,988
2011,01,10,69,Altres Europa,10820
2011,01,10,69,Amèrica Llatina,480
2011,01,10,69,Amèrica del Nord,25
2011,01,10,69,Europa Occidental,302
2011,01,10,69,No consta,0
2011,01,10,69,Oceania,0
2011,01,10,69,Àfrica,55
2011,01,10,69,Àsia,164
2011,01,10,70,Altres Europa,18006
2011,01,10,70,Amèrica Llatina,1891
2011,01,10,70,Amèrica del Nord,0
2011,01,10,70,Europa Occidental,46
2011,01,10,70,No consta,0
2011,01,10,70,Oceania,0
2011,01,10,70,Àfrica,647
2011,01,10,70,Àsia,3156
2011,01,10,71,Altres Europa,17583
2011,01,10,71,Amèrica Llatina,1012
2011,01,10,71,Amèrica del Nord,0
2011,01,10,71,Europa Occidental,135
2011,01,10,71,Oceania,0
2011,01,10,71,Àfrica,171
2011,01,10,71,Àsia,384
2011,01,10,72,Altres Europa,23805
2011,01,10,72,Amèrica Llatina,1533
2011,01,10,72,Amèrica del Nord,0
2011,01,10,72,Europa Occidental,30
2011,01,10,72,Oceania,0
2011,01,10,72,Àfrica,71
2011,01,10,72,Àsia,354
2011,01,10,73,Altres Europa,26586
2011,01,10,73,Amèrica Llatina,1470
2011,01,10,73,Amèrica del Nord,0
2011,01,10,73,Europa Occidental,32
2011,01,10,73,Oceania,0
2011,01,10,73,Àfrica,125
2011,01,10,73,Àsia,432
2012,01,01,01,Altres Europa,27952
2012,01,01,01,Amèrica Llatina,3571
2012,01,01,01,Amèrica del Nord,117
2012,01,01,01,Europa Occidental,1194
2012,01,01,01,No consta,0
2012,01,01,01,Oceania,0
2012,01,01,01,Àfrica,1865
2012,01,01,01,Àsia,14001
2012,01,01,02,Altres Europa,12058
2012,01,01,02,Amèrica Llatina,1355
2012,01,01,02,Amèrica del Nord,180
2012,01,01,02,Europa Occidental,898
2012,01,01,02,No consta,0
2012,01,01,02,Oceania,0
2012,01,01,02,Àfrica,511
2012,01,01,02,Àsia,1747
2012,01,01,03,Altres Europa,12637
2012,01,01,03,Amèrica Llatina,1053
2012,01,01,03,Amèrica del Nord,52
2012,01,01,03,Europa Occidental,485
2012,01,01,03,No consta,0
2012,01,01,03,Oceania,5
2012,01,01,03,Àfrica,564
2012,01,01,03,Àsia,665
2012,01,01,04,Altres Europa,16688
2012,01,01,04,Amèrica Llatina,1906
2012,01,01,04,Amèrica del Nord,227
2012,01,01,04,Europa Occidental,1258
2012,01,01,04,No consta,0
2012,01,01,04,Oceania,0
2012,01,01,04,Àfrica,1055
2012,01,01,04,Àsia,1407
2012,01,02,05,Altres Europa,27235
2012,01,02,05,Amèrica Llatina,2093
2012,01,02,05,Amèrica del Nord,17
2012,01,02,05,Europa Occidental,734
2012,01,02,05,No consta,0
2012,01,02,05,Oceania,0
2012,01,02,05,Àfrica,197
2012,01,02,05,Àsia,1555
2012,01,02,06,Altres Europa,44886
2012,01,02,06,Amèrica Llatina,4139
2012,01,02,06,Amèrica del Nord,22
2012,01,02,06,Europa Occidental,674
2012,01,02,06,No consta,0
2012,01,02,06,Oceania,0
2012,01,02,06,Àfrica,243
2012,01,02,06,Àsia,1407
2012,01,02,07,Altres Europa,37792
2012,01,02,07,Amèrica Llatina,2245
2012,01,02,07,Amèrica del Nord,197
2012,01,02,07,Europa Occidental,1447
2012,01,02,07,No consta,0
2012,01,02,07,Oceania,5
2012,01,02,07,Àfrica,94
2012,01,02,07,Àsia,779
2012,01,02,08,Altres Europa,35931
2012,01,02,08,Amèrica Llatina,2753
2012,01,02,08,Amèrica del Nord,181
2012,01,02,08,Europa Occidental,1030
2012,01,02,08,No consta,0
2012,01,02,08,Oceania,0
2012,01,02,08,Àfrica,68
2012,01,02,08,Àsia,1212
2012,01,02,09,Altres Europa,50468
2012,01,02,09,Amèrica Llatina,3740
2012,01,02,09,Amèrica del Nord,22
2012,01,02,09,Europa Occidental,844
2012,01,02,09,No consta,0
2012,01,02,09,Oceania,0
2012,01,02,09,Àfrica,170
2012,01,02,09,Àsia,1714
2012,01,02,10,Altres Europa,32592
2012,01,02,10,Amèrica Llatina,2414
2012,01,02,10,Amèrica del Nord,37
2012,01,02,10,Europa Occidental,695
2012,01,02,10,No consta,0
2012,01,02,10,Oceania,0
2012,01,02,10,Àfrica,196
2012,01,02,10,Àsia,1801
2012,01,03,11,Altres Europa,30877
2012,01,03,11,Amèrica Llatina,3609
2012,01,03,11,Amèrica del Nord,0
2012,01,03,11,Europa Occidental,800
2012,01,03,11,No consta,0
2012,01,03,11,Oceania,0
2012,01,03,11,Àfrica,1092
2012,01,03,11,Àsia,4479
2012,01,03,12,Altres Europa,1060
2012,01,03,12,Amèrica Llatina,41
2012,01,03,12,Europa Occidental,0
2012,01,03,12,Àfrica,25
2012,01,03,12,Àsia,18
2012,01,03,13,Altres Europa,26773
2012,01,03,13,Amèrica Llatina,1768
2012,01,03,13,Amèrica del Nord,0
2012,01,03,13,Europa Occidental,59
2012,01,03,13,No consta,0
2012,01,03,13,Àfrica,299
2012,01,03,13,Àsia,1162
2012,01,03,14,Altres Europa,8841
2012,01,03,14,Amèrica Llatina,765
2012,01,03,14,Amèrica del Nord,0
2012,01,03,14,Europa Occidental,138
2012,01,03,14,No consta,0
2012,01,03,14,Àfrica,86
2012,01,03,14,Àsia,311
2012,01,03,15,Altres Europa,13058
2012,01,03,15,Amèrica Llatina,1339
2012,01,03,15,Amèrica del Nord,0
2012,01,03,15,Europa Occidental,205
2012,01,03,15,No consta,0
2012,01,03,15,Oceania,0
2012,01,03,15,Àfrica,267
2012,01,03,15,Àsia,967
2012,01,03,16,Altres Europa,16352
2012,01,03,16,Amèrica Llatina,1266
2012,01,03,16,Amèrica del Nord,0
2012,01,03,16,Europa Occidental,81
2012,01,03,16,Oceania,0
2012,01,03,16,Àfrica,158
2012,01,03,16,Àsia,396
2012,01,03,17,Altres Europa,20763
2012,01,03,17,Amèrica Llatina,2263
2012,01,03,17,Amèrica del Nord,5
2012,01,03,17,Europa Occidental,143
2012,01,03,17,No consta,0
2012,01,03,17,Oceania,0
2012,01,03,17,Àfrica,212
2012,01,03,17,Àsia,870
2012,01,03,18,Altres Europa,35119
2012,01,03,18,Amèrica Llatina,3239
2012,01,03,18,Amèrica del Nord,15
2012,01,03,18,Europa Occidental,431
2012,01,03,18,No consta,0
2012,01,03,18,Oceania,0
2012,01,03,18,Àfrica,476
2012,01,03,18,Àsia,1612
2012,01,04,19,Altres Europa,42303
2012,01,04,19,Amèrica Llatina,1984
2012,01,04,19,Amèrica del Nord,35
2012,01,04,19,Europa Occidental,483
2012,01,04,19,No consta,0
2012,01,04,19,Oceania,0
2012,01,04,19,Àfrica,147
2012,01,04,19,Àsia,1063
2012,01,04,20,Altres Europa,21593
2012,01,04,20,Amèrica Llatina,1258
2012,01,04,20,Amèrica del Nord,6
2012,01,04,20,Europa Occidental,160
2012,01,04,20,Oceania,0
2012,01,04,20,Àfrica,128
2012,01,04,20,Àsia,207
2012,01,04,21,Altres Europa,10296
2012,01,04,21,Amèrica Llatina,437
2012,01,04,21,Amèrica del Nord,44
2012,01,04,21,Europa Occidental,620
2012,01,04,21,No consta,0
2012,01,04,21,Àfrica,5
2012,01,04,21,Àsia,178
2012,01,05,22,Altres Europa,4072
2012,01,05,22,Amèrica Llatina,104
2012,01,05,22,Amèrica del Nord,12
2012,01,05,22,Europa Occidental,147
2012,01,05,22,Oceania,0
2012,01,05,22,Àfrica,0
2012,01,05,22,Àsia,0
2012,01,05,23,Altres Europa,22178
2012,01,05,23,Amèrica Llatina,554
2012,01,05,23,Amèrica del Nord,79
2012,01,05,23,Europa Occidental,807
2012,01,05,23,No consta,0
2012,01,05,23,Oceania,0
2012,01,05,23,Àfrica,49
2012,01,05,23,Àsia,248
2012,01,05,24,Altres Europa,14726
2012,01,05,24,Amèrica Llatina,359
2012,01,05,24,Amèrica del Nord,153
2012,01,05,24,Europa Occidental,317
2012,01,05,24,No consta,0
2012,01,05,24,Àfrica,5
2012,01,05,24,Àsia,131
2012,01,05,25,Altres Europa,23063
2012,01,05,25,Amèrica Llatina,802
2012,01,05,25,Amèrica del Nord,66
2012,01,05,25,Europa Occidental,448
2012,01,05,25,No consta,0
2012,01,05,25,Oceania,0
2012,01,05,25,Àfrica,93
2012,01,05,25,Àsia,561
2012,01,05,26,Altres Europa,42559
2012,01,05,26,Amèrica Llatina,1538
2012,01,05,26,Amèrica del Nord,129
2012,01,05,26,Europa Occidental,937
2012,01,05,26,No consta,0
2012,01,05,26,Oceania,0
2012,01,05,26,Àfrica,28
2012,01,05,26,Àsia,365
2012,01,05,27,Altres Europa,26217
2012,01,05,27,Amèrica Llatina,1278
2012,01,05,27,Amèrica del Nord,61
2012,01,05,27,Europa Occidental,598
2012,01,05,27,No consta,0
2012,01,05,27,Oceania,0
2012,01,05,27,Àfrica,65
2012,01,05,27,Àsia,155
2012,01,06,28,Altres Europa,14034
2012,01,06,28,Amèrica Llatina,834
2012,01,06,28,Amèrica del Nord,0
2012,01,06,28,Europa Occidental,264
2012,01,06,28,No consta,0
2012,01,06,28,Oceania,0
2012,01,06,28,Àfrica,22
2012,01,06,28,Àsia,117
2012,01,06,29,Altres Europa,6471
2012,01,06,29,Amèrica Llatina,459
2012,01,06,29,Amèrica del Nord,0
2012,01,06,29,Europa Occidental,104
2012,01,06,29,No consta,0
2012,01,06,29,Oceania,0
2012,01,06,29,Àfrica,105
2012,01,06,29,Àsia,47
2012,01,06,30,Altres Europa,11989
2012,01,06,30,Amèrica Llatina,549
2012,01,06,30,Amèrica del Nord,0
2012,01,06,30,Europa Occidental,182
2012,01,06,30,No consta,0
2012,01,06,30,Oceania,0
2012,01,06,30,Àfrica,69
2012,01,06,30,Àsia,93
2012,01,06,31,Altres Europa,44201
2012,01,06,31,Amèrica Llatina,2925
2012,01,06,31,Amèrica del Nord,165
2012,01,06,31,Europa Occidental,1436
2012,01,06,31,No consta,0
2012,01,06,31,Oceania,0
2012,01,06,31,Àfrica,296
2012,01,06,31,Àsia,1151
2012,01,06,32,Altres Europa,31187
2012,01,06,32,Amèrica Llatina,1628
2012,01,06,32,Amèrica del Nord,37
2012,01,06,32,Europa Occidental,524
2012,01,06,32,No consta,0
2012,01,06,32,Oceania,0
2012,01,06,32,Àfrica,117
2012,01,06,32,Àsia,614
2012,01,07,33,Altres Europa,23046
2012,01,07,33,Amèrica Llatina,1675
2012,01,07,33,Amèrica del Nord,0
2012,01,07,33,Europa Occidental,178
2012,01,07,33,No consta,0
2012,01,07,33,Oceania,0
2012,01,07,33,Àfrica,54
2012,01,07,33,Àsia,443
2012,01,07,34,Altres Europa,8047
2012,01,07,34,Amèrica Llatina,514
2012,01,07,34,Amèrica del Nord,0
2012,01,07,34,Europa Occidental,102
2012,01,07,34,Oceania,0
2012,01,07,34,Àfrica,38
2012,01,07,34,Àsia,159
2012,01,07,35,Altres Europa,31383
2012,01,07,35,Amèrica Llatina,2673
2012,01,07,35,Amèrica del Nord,0
2012,01,07,35,Europa Occidental,253
2012,01,07,35,No consta,0
2012,01,07,35,Oceania,0
2012,01,07,35,Àfrica,251
2012,01,07,35,Àsia,419
2012,01,07,36,Altres Europa,9093
2012,01,07,36,Amèrica Llatina,212
2012,01,07,36,Amèrica del Nord,0
2012,01,07,36,Europa Occidental,37
2012,01,07,36,Oceania,0
2012,01,07,36,Àfrica,37
2012,01,07,36,Àsia,25
2012,01,07,37,Altres Europa,28280
2012,01,07,37,Amèrica Llatina,2456
2012,01,07,37,Amèrica del Nord,0
2012,01,07,37,Europa Occidental,92
2012,01,07,37,Àfrica,322
2012,01,07,37,Àsia,339
2012,01,07,38,Altres Europa,10305
2012,01,07,38,Amèrica Llatina,920
2012,01,07,38,Amèrica del Nord,0
2012,01,07,38,Europa Occidental,57
2012,01,07,38,No consta,0
2012,01,07,38,Àfrica,112
2012,01,07,38,Àsia,158
2012,01,07,39,Altres Europa,6208
2012,01,07,39,Amèrica Llatina,443
2012,01,07,39,Amèrica del Nord,0
2012,01,07,39,Europa Occidental,20
2012,01,07,39,Àfrica,60
2012,01,07,39,Àsia,89
2012,01,07,40,Altres Europa,4651
2012,01,07,40,Amèrica Llatina,359
2012,01,07,40,Amèrica del Nord,0
2012,01,07,40,Europa Occidental,5
2012,01,07,40,No consta,0
2012,01,07,40,Àfrica,16
2012,01,07,40,Àsia,20
2012,01,07,41,Altres Europa,5137
2012,01,07,41,Amèrica Llatina,313
2012,01,07,41,Amèrica del Nord,0
2012,01,07,41,Europa Occidental,19
2012,01,07,41,Oceania,0
2012,01,07,41,Àfrica,6
2012,01,07,41,Àsia,7
2012,01,07,42,Altres Europa,349
2012,01,07,42,Amèrica Llatina,29
2012,01,07,42,Europa Occidental,0
2012,01,07,42,Àfrica,0
2012,01,07,42,Àsia,56
2012,01,07,43,Altres Europa,24320
2012,01,07,43,Amèrica Llatina,1325
2012,01,07,43,Amèrica del Nord,0
2012,01,07,43,Europa Occidental,51
2012,01,07,43,Oceania,0
2012,01,07,43,Àfrica,160
2012,01,07,43,Àsia,669
2012,01,08,44,Altres Europa,22568
2012,01,08,44,Amèrica Llatina,1938
2012,01,08,44,Amèrica del Nord,0
2012,01,08,44,Europa Occidental,25
2012,01,08,44,No consta,0
2012,01,08,44,Àfrica,88
2012,01,08,44,Àsia,438
2012,01,08,45,Altres Europa,21162
2012,01,08,45,Amèrica Llatina,2128
2012,01,08,45,Amèrica del Nord,0
2012,01,08,45,Europa Occidental,12
2012,01,08,45,No consta,0
2012,01,08,45,Oceania,0
2012,01,08,45,Àfrica,276
2012,01,08,45,Àsia,810
2012,01,08,46,Altres Europa,12146
2012,01,08,46,Amèrica Llatina,2474
2012,01,08,46,Amèrica del Nord,0
2012,01,08,46,Europa Occidental,29
2012,01,08,46,Àfrica,201
2012,01,08,46,Àsia,578
2012,01,08,47,Altres Europa,2144
2012,01,08,47,Amèrica Llatina,44
2012,01,08,47,Amèrica del Nord,0
2012,01,08,47,Àfrica,13
2012,01,08,47,Àsia,0
2012,01,08,48,Altres Europa,14199
2012,01,08,48,Amèrica Llatina,644
2012,01,08,48,Amèrica del Nord,0
2012,01,08,48,Europa Occidental,13
2012,01,08,48,Àfrica,23
2012,01,08,48,Àsia,86
2012,01,08,49,Altres Europa,6867
2012,01,08,49,Amèrica Llatina,205
2012,01,08,49,Europa Occidental,0
2012,01,08,49,Àfrica,0
2012,01,08,49,Àsia,13
2012,01,08,50,Altres Europa,12929
2012,01,08,50,Amèrica Llatina,1921
2012,01,08,50,Amèrica del Nord,0
2012,01,08,50,Europa Occidental,26
2012,01,08,50,Àfrica,403
2012,01,08,50,Àsia,597
2012,01,08,51,Altres Europa,10423
2012,01,08,51,Amèrica Llatina,1352
2012,01,08,51,Amèrica del Nord,0
2012,01,08,51,Europa Occidental,5
2012,01,08,51,No consta,0
2012,01,08,51,Àfrica,78
2012,01,08,51,Àsia,409
2012,01,08,52,Altres Europa,22816
2012,01,08,52,Amèrica Llatina,2254
2012,01,08,52,Amèrica del Nord,0
2012,01,08,52,Europa Occidental,11
2012,01,08,52,No consta,0
2012,01,08,52,Oceania,0
2012,01,08,52,Àfrica,245
2012,01,08,52,Àsia,723
2012,01,08,53,Altres Europa,6325
2012,01,08,53,Amèrica Llatina,635
2012,01,08,53,Europa Occidental,0
2012,01,08,53,Àfrica,189
2012,01,08,53,Àsia,410
2012,01,08,54,Altres Europa,1956
2012,01,08,54,Amèrica Llatina,90
2012,01,08,54,Europa Occidental,0
2012,01,08,54,Àfrica,47
2012,01,08,54,Àsia,38
2012,01,08,55,Altres Europa,7195
2012,01,08,55,Amèrica Llatina,1771
2012,01,08,55,Amèrica del Nord,0
2012,01,08,55,Europa Occidental,66
2012,01,08,55,Àfrica,996
2012,01,08,55,Àsia,648
2012,01,08,56,Altres Europa,1213
2012,01,08,56,Amèrica Llatina,40
2012,01,08,56,Amèrica del Nord,0
2012,01,08,56,Europa Occidental,5
2012,01,08,56,Àfrica,26
2012,01,08,56,Àsia,41
2012,01,09,57,Altres Europa,7144
2012,01,09,57,Amèrica Llatina,1131
2012,01,09,57,Amèrica del Nord,0
2012,01,09,57,Europa Occidental,34
2012,01,09,57,Àfrica,801
2012,01,09,57,Àsia,1196
2012,01,09,58,Altres Europa,2262
2012,01,09,58,Amèrica Llatina,60
2012,01,09,58,Amèrica del Nord,0
2012,01,09,58,Europa Occidental,0
2012,01,09,58,Àfrica,50
2012,01,09,58,Àsia,13
2012,01,09,59,Altres Europa,11049
2012,01,09,59,Amèrica Llatina,880
2012,01,09,59,Amèrica del Nord,0
2012,01,09,59,Europa Occidental,11
2012,01,09,59,No consta,0
2012,01,09,59,Àfrica,304
2012,01,09,59,Àsia,820
2012,01,09,60,Altres Europa,52461
2012,01,09,60,Amèrica Llatina,2123
2012,01,09,60,Amèrica del Nord,0
2012,01,09,60,Europa Occidental,70
2012,01,09,60,No consta,0
2012,01,09,60,Oceania,0
2012,01,09,60,Àfrica,180
2012,01,09,60,Àsia,546
2012,01,09,61,Altres Europa,25635
2012,01,09,61,Amèrica Llatina,2397
2012,01,09,61,Amèrica del Nord,0
2012,01,09,61,Europa Occidental,64
2012,01,09,61,Oceania,0
2012,01,09,61,Àfrica,159
2012,01,09,61,Àsia,428
2012,01,09,62,Altres Europa,12488
2012,01,09,62,Amèrica Llatina,976
2012,01,09,62,Amèrica del Nord,0
2012,01,09,62,Europa Occidental,68
2012,01,09,62,No consta,0
2012,01,09,62,Oceania,0
2012,01,09,62,Àfrica,85
2012,01,09,62,Àsia,324
2012,01,09,63,Altres Europa,19226
2012,01,09,63,Amèrica Llatina,1560
2012,01,09,63,Amèrica del Nord,0
2012,01,09,63,Europa Occidental,47
2012,01,09,63,No consta,0
2012,01,09,63,Àfrica,143
2012,01,09,63,Àsia,639
2012,01,10,64,Altres Europa,33226
2012,01,10,64,Amèrica Llatina,2933
2012,01,10,64,Amèrica del Nord,0
2012,01,10,64,Europa Occidental,330
2012,01,10,64,No consta,0
2012,01,10,64,Oceania,0
2012,01,10,64,Àfrica,418
2012,01,10,64,Àsia,646
2012,01,10,65,Altres Europa,24224
2012,01,10,65,Amèrica Llatina,1643
2012,01,10,65,Amèrica del Nord,0
2012,01,10,65,Europa Occidental,177
2012,01,10,65,No consta,0
2012,01,10,65,Oceania,0
2012,01,10,65,Àfrica,346
2012,01,10,65,Àsia,483
2012,01,10,66,Altres Europa,12141
2012,01,10,66,Amèrica Llatina,777
2012,01,10,66,Amèrica del Nord,56
2012,01,10,66,Europa Occidental,317
2012,01,10,66,No consta,0
2012,01,10,66,Oceania,0
2012,01,10,66,Àfrica,163
2012,01,10,66,Àsia,408
2012,01,10,67,Altres Europa,8342
2012,01,10,67,Amèrica Llatina,303
2012,01,10,67,Amèrica del Nord,65
2012,01,10,67,Europa Occidental,367
2012,01,10,67,Oceania,0
2012,01,10,67,Àfrica,11
2012,01,10,67,Àsia,57
2012,01,10,68,Altres Europa,28553
2012,01,10,68,Amèrica Llatina,1445
2012,01,10,68,Amèrica del Nord,24
2012,01,10,68,Europa Occidental,745
2012,01,10,68,No consta,0
2012,01,10,68,Oceania,0
2012,01,10,68,Àfrica,265
2012,01,10,68,Àsia,1018
2012,01,10,69,Altres Europa,11266
2012,01,10,69,Amèrica Llatina,487
2012,01,10,69,Amèrica del Nord,22
2012,01,10,69,Europa Occidental,316
2012,01,10,69,No consta,0
2012,01,10,69,Oceania,0
2012,01,10,69,Àfrica,68
2012,01,10,69,Àsia,183
2012,01,10,70,Altres Europa,17978
2012,01,10,70,Amèrica Llatina,1601
2012,01,10,70,Amèrica del Nord,0
2012,01,10,70,Europa Occidental,34
2012,01,10,70,No consta,0
2012,01,10,70,Oceania,0
2012,01,10,70,Àfrica,691
2012,01,10,70,Àsia,3164
2012,01,10,71,Altres Europa,17886
2012,01,10,71,Amèrica Llatina,955
2012,01,10,71,Amèrica del Nord,0
2012,01,10,71,Europa Occidental,143
2012,01,10,71,No consta,0
2012,01,10,71,Oceania,0
2012,01,10,71,Àfrica,184
2012,01,10,71,Àsia,454
2012,01,10,72,Altres Europa,23730
2012,01,10,72,Amèrica Llatina,1485
2012,01,10,72,Amèrica del Nord,0
2012,01,10,72,Europa Occidental,43
2012,01,10,72,No consta,0
2012,01,10,72,Àfrica,62
2012,01,10,72,Àsia,417
2012,01,10,73,Altres Europa,26589
2012,01,10,73,Amèrica Llatina,1477
2012,01,10,73,Amèrica del Nord,0
2012,01,10,73,Europa Occidental,38
2012,01,10,73,Oceania,0
2012,01,10,73,Àfrica,162
2012,01,10,73,Àsia,602
2013,01,01,01,Altres Europa,27704
2013,01,01,01,Amèrica Llatina,3254
2013,01,01,01,Amèrica del Nord,111
2013,01,01,01,Europa Occidental,1269
2013,01,01,01,No consta,0
2013,01,01,01,Oceania,0
2013,01,01,01,Àfrica,1877
2013,01,01,01,Àsia,14244
2013,01,01,02,Altres Europa,11781
2013,01,01,02,Amèrica Llatina,1239
2013,01,01,02,Amèrica del Nord,181
2013,01,01,02,Europa Occidental,945
2013,01,01,02,No consta,0
2013,01,01,02,Oceania,0
2013,01,01,02,Àfrica,491
2013,01,01,02,Àsia,1526
2013,01,01,03,Altres Europa,12436
2013,01,01,03,Amèrica Llatina,970
2013,01,01,03,Amèrica del Nord,51
2013,01,01,03,Europa Occidental,507
2013,01,01,03,No consta,0
2013,01,01,03,Oceania,5
2013,01,01,03,Àfrica,520
2013,01,01,03,Àsia,766
2013,01,01,04,Altres Europa,16687
2013,01,01,04,Amèrica Llatina,1835
2013,01,01,04,Amèrica del Nord,232
2013,01,01,04,Europa Occidental,1342
2013,01,01,04,No consta,0
2013,01,01,04,Oceania,0
2013,01,01,04,Àfrica,983
2013,01,01,04,Àsia,1449
2013,01,02,05,Altres Europa,27050
2013,01,02,05,Amèrica Llatina,1931
2013,01,02,05,Amèrica del Nord,19
2013,01,02,05,Europa Occidental,799
2013,01,02,05,No consta,0
2013,01,02,05,Oceania,0
2013,01,02,05,Àfrica,169
2013,01,02,05,Àsia,1334
2013,01,02,06,Altres Europa,44580
2013,01,02,06,Amèrica Llatina,4048
2013,01,02,06,Amèrica del Nord,30
2013,01,02,06,Europa Occidental,704
2013,01,02,06,No consta,6
2013,01,02,06,Oceania,0
2013,01,02,06,Àfrica,256
2013,01,02,06,Àsia,1429
2013,01,02,07,Altres Europa,37785
2013,01,02,07,Amèrica Llatina,2232
2013,01,02,07,Amèrica del Nord,213
2013,01,02,07,Europa Occidental,1616
2013,01,02,07,No consta,0
2013,01,02,07,Oceania,0
2013,01,02,07,Àfrica,102
2013,01,02,07,Àsia,783
2013,01,02,08,Altres Europa,36067
2013,01,02,08,Amèrica Llatina,2670
2013,01,02,08,Amèrica del Nord,186
2013,01,02,08,Europa Occidental,1098
2013,01,02,08,No consta,0
2013,01,02,08,Oceania,0
2013,01,02,08,Àfrica,45
2013,01,02,08,Àsia,1217
2013,01,02,09,Altres Europa,50419
2013,01,02,09,Amèrica Llatina,3658
2013,01,02,09,Amèrica del Nord,40
2013,01,02,09,Europa Occidental,898
2013,01,02,09,No consta,0
2013,01,02,09,Oceania,0
2013,01,02,09,Àfrica,182
2013,01,02,09,Àsia,1751
2013,01,02,10,Altres Europa,32455
2013,01,02,10,Amèrica Llatina,2412
2013,01,02,10,Amèrica del Nord,39
2013,01,02,10,Europa Occidental,772
2013,01,02,10,No consta,0
2013,01,02,10,Oceania,0
2013,01,02,10,Àfrica,184
2013,01,02,10,Àsia,1902
2013,01,03,11,Altres Europa,30698
2013,01,03,11,Amèrica Llatina,3375
2013,01,03,11,Amèrica del Nord,21
2013,01,03,11,Europa Occidental,868
2013,01,03,11,No consta,0
2013,01,03,11,Oceania,0
2013,01,03,11,Àfrica,984
2013,01,03,11,Àsia,4648
2013,01,03,12,Altres Europa,1073
2013,01,03,12,Amèrica Llatina,36
2013,01,03,12,Amèrica del Nord,0
2013,01,03,12,Europa Occidental,0
2013,01,03,12,Àfrica,25
2013,01,03,12,Àsia,16
2013,01,03,13,Altres Europa,26739
2013,01,03,13,Amèrica Llatina,1641
2013,01,03,13,Amèrica del Nord,0
2013,01,03,13,Europa Occidental,66
2013,01,03,13,Àfrica,309
2013,01,03,13,Àsia,1177
2013,01,03,14,Altres Europa,8878
2013,01,03,14,Amèrica Llatina,693
2013,01,03,14,Amèrica del Nord,5
2013,01,03,14,Europa Occidental,161
2013,01,03,14,No consta,0
2013,01,03,14,Oceania,0
2013,01,03,14,Àfrica,94
2013,01,03,14,Àsia,355
2013,01,03,15,Altres Europa,13052
2013,01,03,15,Amèrica Llatina,1330
2013,01,03,15,Amèrica del Nord,0
2013,01,03,15,Europa Occidental,216
2013,01,03,15,No consta,0
2013,01,03,15,Oceania,0
2013,01,03,15,Àfrica,225
2013,01,03,15,Àsia,970
2013,01,03,16,Altres Europa,16420
2013,01,03,16,Amèrica Llatina,1141
2013,01,03,16,Amèrica del Nord,0
2013,01,03,16,Europa Occidental,119
2013,01,03,16,No consta,0
2013,01,03,16,Oceania,0
2013,01,03,16,Àfrica,153
2013,01,03,16,Àsia,448
2013,01,03,17,Altres Europa,20698
2013,01,03,17,Amèrica Llatina,2178
2013,01,03,17,Amèrica del Nord,0
2013,01,03,17,Europa Occidental,159
2013,01,03,17,No consta,0
2013,01,03,17,Oceania,0
2013,01,03,17,Àfrica,200
2013,01,03,17,Àsia,805
2013,01,03,18,Altres Europa,35051
2013,01,03,18,Amèrica Llatina,3028
2013,01,03,18,Amèrica del Nord,5
2013,01,03,18,Europa Occidental,460
2013,01,03,18,No consta,0
2013,01,03,18,Oceania,0
2013,01,03,18,Àfrica,465
2013,01,03,18,Àsia,1352
2013,01,04,19,Altres Europa,42176
2013,01,04,19,Amèrica Llatina,1779
2013,01,04,19,Amèrica del Nord,15
2013,01,04,19,Europa Occidental,497
2013,01,04,19,No consta,0
2013,01,04,19,Oceania,0
2013,01,04,19,Àfrica,98
2013,01,04,19,Àsia,775
