Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Domicili,Valor
2004,01,02,09,Dues persones de 65 anys i més,2100
2004,01,02,09,Dues persones o més totes majors de 18 anys,5066
2004,01,02,09,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,121
2004,01,02,09,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,509
2004,01,02,09,Dues persones: una de 18-64 anys i l'altra de 65 i més,1337
2004,01,02,09,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,2931
2004,01,02,09,Un home de 18 a 64 anys,1692
2004,01,02,09,Un home de 65 anys i més,584
2004,01,02,09,Una dona de 18 a 64 anys,2021
2004,01,02,09,Una dona de 65 anys i més,2665
2004,01,02,10,Altres domicilis amb una o més persones menors de 18 anys,1031
2004,01,02,10,Dues persones de 18 a 64 anys,1893
2004,01,02,10,Dues persones de 65 anys i més,1584
2004,01,02,10,Dues persones o més totes majors de 18 anys,3278
2004,01,02,10,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,66
2004,01,02,10,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,254
2004,01,02,10,Dues persones: una de 18-64 anys i l'altra de 65 i més,979
2004,01,02,10,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1758
2004,01,02,10,Un home de 18 a 64 anys,1181
2004,01,02,10,Un home de 65 anys i més,400
2004,01,02,10,Una dona de 18 a 64 anys,1309
2004,01,02,10,Una dona de 65 anys i més,2081
2004,01,03,11,Altres domicilis amb una o més persones menors de 18 anys,1306
2004,01,03,11,Dues persones de 18 a 64 anys,2029
2004,01,03,11,Dues persones de 65 anys i més,1377
2004,01,03,11,Dues persones o més totes majors de 18 anys,3016
2004,01,03,11,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,57
2004,01,03,11,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,300
2004,01,03,11,Dues persones: una de 18-64 anys i l'altra de 65 i més,877
2004,01,03,11,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1614
2004,01,03,11,Un home de 18 a 64 anys,1399
2004,01,03,11,Un home de 65 anys i més,462
2004,01,03,11,Una dona de 18 a 64 anys,1225
2004,01,03,11,Una dona de 65 anys i més,1871
2004,01,03,12,Altres domicilis amb una o més persones menors de 18 anys,83
2004,01,03,12,Dues persones de 18 a 64 anys,35
2004,01,03,12,Dues persones de 65 anys i més,49
2004,01,03,12,Dues persones o més totes majors de 18 anys,89
2004,01,03,12,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,2
2004,01,03,12,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,7
2004,01,03,12,Dues persones: una de 18-64 anys i l'altra de 65 i més,43
2004,01,03,12,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,64
2004,01,03,12,Un home de 18 a 64 anys,47
2004,01,03,12,Un home de 65 anys i més,11
2004,01,03,12,Una dona de 18 a 64 anys,29
2004,01,03,12,Una dona de 65 anys i més,52
2004,01,03,13,Altres domicilis amb una o més persones menors de 18 anys,1084
2004,01,03,13,Dues persones de 18 a 64 anys,1403
2004,01,03,13,Dues persones de 65 anys i més,919
2004,01,03,13,Dues persones o més totes majors de 18 anys,2245
2004,01,03,13,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,33
2004,01,03,13,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,230
2004,01,03,13,Dues persones: una de 18-64 anys i l'altra de 65 i més,558
2004,01,03,13,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1940
2004,01,03,13,Un home de 18 a 64 anys,674
2004,01,03,13,Un home de 65 anys i més,217
2004,01,03,13,Una dona de 18 a 64 anys,520
2004,01,03,13,Una dona de 65 anys i més,714
2004,01,03,14,Altres domicilis amb una o més persones menors de 18 anys,288
2004,01,03,14,Dues persones de 18 a 64 anys,531
2004,01,03,14,Dues persones de 65 anys i més,335
2004,01,03,14,Dues persones o més totes majors de 18 anys,865
2004,01,03,14,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,12
2004,01,03,14,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,78
2004,01,03,14,Dues persones: una de 18-64 anys i l'altra de 65 i més,202
2004,01,03,14,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,527
2004,01,03,14,Un home de 18 a 64 anys,351
2004,01,03,14,Un home de 65 anys i més,113
2004,01,03,14,Una dona de 18 a 64 anys,328
2004,01,03,14,Una dona de 65 anys i més,363
2004,01,03,15,Altres domicilis amb una o més persones menors de 18 anys,502
2004,01,03,15,Dues persones de 18 a 64 anys,878
2004,01,03,15,Dues persones de 65 anys i més,508
2004,01,03,15,Dues persones o més totes majors de 18 anys,1285
2004,01,03,15,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,18
2004,01,03,15,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,133
2004,01,03,15,Dues persones: una de 18-64 anys i l'altra de 65 i més,362
2004,01,03,15,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,708
2004,01,03,15,Un home de 18 a 64 anys,460
2004,01,03,15,Un home de 65 anys i més,208
2004,01,03,15,Una dona de 18 a 64 anys,527
2004,01,03,15,Una dona de 65 anys i més,674
2004,01,03,16,Altres domicilis amb una o més persones menors de 18 anys,610
2004,01,03,16,Dues persones de 18 a 64 anys,993
2004,01,03,16,Dues persones de 65 anys i més,640
2004,01,03,16,Dues persones o més totes majors de 18 anys,1604
2004,01,03,16,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,19
2004,01,03,16,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,135
2004,01,03,16,Dues persones: una de 18-64 anys i l'altra de 65 i més,322
2004,01,03,16,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1114
2004,01,03,16,Un home de 18 a 64 anys,466
2004,01,03,16,Un home de 65 anys i més,129
2004,01,03,16,Una dona de 18 a 64 anys,490
2004,01,03,16,Una dona de 65 anys i més,571
2004,01,03,17,Altres domicilis amb una o més persones menors de 18 anys,786
2004,01,03,17,Dues persones de 18 a 64 anys,1301
2004,01,03,17,Dues persones de 65 anys i més,925
2004,01,03,17,Dues persones o més totes majors de 18 anys,2111
2004,01,03,17,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,28
2004,01,03,17,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,178
2004,01,03,17,Dues persones: una de 18-64 anys i l'altra de 65 i més,476
2004,01,03,17,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1259
2004,01,03,17,Un home de 18 a 64 anys,581
2004,01,03,17,Un home de 65 anys i més,218
2004,01,03,17,Una dona de 18 a 64 anys,695
2004,01,03,17,Una dona de 65 anys i més,925
2004,01,03,18,Altres domicilis amb una o més persones menors de 18 anys,1133
2004,01,03,18,Dues persones de 18 a 64 anys,2093
2004,01,03,18,Dues persones de 65 anys i més,1620
2004,01,03,18,Dues persones o més totes majors de 18 anys,3240
2004,01,03,18,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,74
2004,01,03,18,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,332
2004,01,03,18,Dues persones: una de 18-64 anys i l'altra de 65 i més,882
2004,01,03,18,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1993
2004,01,03,18,Un home de 18 a 64 anys,1156
2004,01,03,18,Un home de 65 anys i més,485
2004,01,03,18,Una dona de 18 a 64 anys,1350
2004,01,03,18,Una dona de 65 anys i més,1952
2004,01,04,19,Altres domicilis amb una o més persones menors de 18 anys,1275
2004,01,04,19,Dues persones de 18 a 64 anys,2132
2004,01,04,19,Dues persones de 65 anys i més,1496
2004,01,04,19,Dues persones o més totes majors de 18 anys,4390
2004,01,04,19,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,96
2004,01,04,19,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,424
2004,01,04,19,Dues persones: una de 18-64 anys i l'altra de 65 i més,997
2004,01,04,19,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,2579
2004,01,04,19,Un home de 18 a 64 anys,1110
2004,01,04,19,Un home de 65 anys i més,430
2004,01,04,19,Una dona de 18 a 64 anys,1398
2004,01,04,19,Una dona de 65 anys i més,1680
2004,01,04,20,Altres domicilis amb una o més persones menors de 18 anys,798
2004,01,04,20,Dues persones de 18 a 64 anys,1062
2004,01,04,20,Dues persones de 65 anys i més,816
2004,01,04,20,Dues persones o més totes majors de 18 anys,2419
2004,01,04,20,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,32
2004,01,04,20,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,170
2004,01,04,20,Dues persones: una de 18-64 anys i l'altra de 65 i més,489
2004,01,04,20,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1342
2004,01,04,20,Un home de 18 a 64 anys,564
2004,01,04,20,Un home de 65 anys i més,173
2004,01,04,20,Una dona de 18 a 64 anys,607
2004,01,04,20,Una dona de 65 anys i més,754
2004,01,04,21,Altres domicilis amb una o més persones menors de 18 anys,440
2004,01,04,21,Dues persones de 18 a 64 anys,326
2004,01,04,21,Dues persones de 65 anys i més,399
2004,01,04,21,Dues persones o més totes majors de 18 anys,1188
2004,01,04,21,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,21
2004,01,04,21,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,91
2004,01,04,21,Dues persones: una de 18-64 anys i l'altra de 65 i més,220
2004,01,04,21,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,474
2004,01,04,21,Un home de 18 a 64 anys,220
2004,01,04,21,Un home de 65 anys i més,85
2004,01,04,21,Una dona de 18 a 64 anys,233
2004,01,04,21,Una dona de 65 anys i més,315
2004,01,05,22,Altres domicilis amb una o més persones menors de 18 anys,141
2004,01,05,22,Dues persones de 18 a 64 anys,166
2004,01,05,22,Dues persones de 65 anys i més,59
2004,01,05,22,Dues persones o més totes majors de 18 anys,230
2004,01,05,22,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,14
2004,01,05,22,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,46
2004,01,05,22,Dues persones: una de 18-64 anys i l'altra de 65 i més,47
2004,01,05,22,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,272
2004,01,05,22,Un home de 18 a 64 anys,108
2004,01,05,22,Un home de 65 anys i més,15
2004,01,05,22,Una dona de 18 a 64 anys,85
2004,01,05,22,Una dona de 65 anys i més,64
2004,01,05,23,Altres domicilis amb una o més persones menors de 18 anys,765
2004,01,05,23,Dues persones de 18 a 64 anys,828
2004,01,05,23,Dues persones de 65 anys i més,633
2004,01,05,23,Dues persones o més totes majors de 18 anys,1759
2004,01,05,23,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,72
2004,01,05,23,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,235
2004,01,05,23,Dues persones: una de 18-64 anys i l'altra de 65 i més,455
2004,01,05,23,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1397
2004,01,05,23,Un home de 18 a 64 anys,578
2004,01,05,23,Un home de 65 anys i més,162
2004,01,05,23,Una dona de 18 a 64 anys,613
2004,01,05,23,Una dona de 65 anys i més,800
2004,01,05,24,Altres domicilis amb una o més persones menors de 18 anys,561
2004,01,05,24,Dues persones de 18 a 64 anys,475
2004,01,05,24,Dues persones de 65 anys i més,378
2004,01,05,24,Dues persones o més totes majors de 18 anys,1313
2004,01,05,24,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,53
2004,01,05,24,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,133
2004,01,05,24,Dues persones: una de 18-64 anys i l'altra de 65 i més,265
2004,01,05,24,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,900
2004,01,05,24,Un home de 18 a 64 anys,309
2004,01,05,24,Un home de 65 anys i més,100
2004,01,05,24,Una dona de 18 a 64 anys,304
2004,01,05,24,Una dona de 65 anys i més,380
2004,01,05,25,Altres domicilis amb una o més persones menors de 18 anys,819
2004,01,05,25,Dues persones de 18 a 64 anys,819
2004,01,05,25,Dues persones de 65 anys i més,715
2004,01,05,25,Dues persones o més totes majors de 18 anys,2024
2004,01,05,25,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,56
2004,01,05,25,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,217
2004,01,05,25,Dues persones: una de 18-64 anys i l'altra de 65 i més,484
2004,01,05,25,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1237
2004,01,05,25,Un home de 18 a 64 anys,542
2004,01,05,25,Un home de 65 anys i més,199
2004,01,05,25,Una dona de 18 a 64 anys,619
2004,01,05,25,Una dona de 65 anys i més,881
2004,01,05,26,Altres domicilis amb una o més persones menors de 18 anys,1449
2004,01,05,26,Dues persones de 18 a 64 anys,1689
2004,01,05,26,Dues persones de 65 anys i més,1512
2004,01,05,26,Dues persones o més totes majors de 18 anys,3959
2004,01,05,26,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,130
2004,01,05,26,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,451
2004,01,05,26,Dues persones: una de 18-64 anys i l'altra de 65 i més,1132
2004,01,05,26,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,2364
2004,01,05,26,Un home de 18 a 64 anys,1116
2004,01,05,26,Un home de 65 anys i més,404
2004,01,05,26,Una dona de 18 a 64 anys,1343
2004,01,05,26,Una dona de 65 anys i més,2126
2004,01,05,27,Altres domicilis amb una o més persones menors de 18 anys,818
2004,01,05,27,Dues persones de 18 a 64 anys,1342
2004,01,05,27,Dues persones de 65 anys i més,825
2004,01,05,27,Dues persones o més totes majors de 18 anys,2361
2004,01,05,27,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,84
2004,01,05,27,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,300
2004,01,05,27,Dues persones: una de 18-64 anys i l'altra de 65 i més,589
2004,01,05,27,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1557
2004,01,05,27,Un home de 18 a 64 anys,877
2004,01,05,27,Un home de 65 anys i més,250
2004,01,05,27,Una dona de 18 a 64 anys,1137
2004,01,05,27,Una dona de 65 anys i més,1180
2004,01,06,28,Altres domicilis amb una o més persones menors de 18 anys,455
2004,01,06,28,Dues persones de 18 a 64 anys,795
2004,01,06,28,Dues persones de 65 anys i més,522
2004,01,06,28,Dues persones o més totes majors de 18 anys,1332
2004,01,06,28,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,26
2004,01,06,28,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,143
2004,01,06,28,Dues persones: una de 18-64 anys i l'altra de 65 i més,343
2004,01,06,28,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,772
2004,01,06,28,Un home de 18 a 64 anys,513
2004,01,06,28,Un home de 65 anys i més,134
2004,01,06,28,Una dona de 18 a 64 anys,581
2004,01,06,28,Una dona de 65 anys i més,563
2004,01,06,29,Altres domicilis amb una o més persones menors de 18 anys,192
2004,01,06,29,Dues persones de 18 a 64 anys,439
2004,01,06,29,Dues persones de 65 anys i més,195
2004,01,06,29,Dues persones o més totes majors de 18 anys,605
2004,01,06,29,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,23
2004,01,06,29,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,76
2004,01,06,29,Dues persones: una de 18-64 anys i l'altra de 65 i més,136
2004,01,06,29,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,426
2004,01,06,29,Un home de 18 a 64 anys,226
2004,01,06,29,Un home de 65 anys i més,63
2004,01,06,29,Una dona de 18 a 64 anys,224
2004,01,06,29,Una dona de 65 anys i més,228
2004,01,06,30,Altres domicilis amb una o més persones menors de 18 anys,357
2004,01,06,30,Dues persones de 18 a 64 anys,668
2004,01,06,30,Dues persones de 65 anys i més,438
2004,01,06,30,Dues persones o més totes majors de 18 anys,1198
2004,01,06,30,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,25
2004,01,06,30,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,110
2004,01,06,30,Dues persones: una de 18-64 anys i l'altra de 65 i més,301
2004,01,06,30,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,662
2004,01,06,30,Un home de 18 a 64 anys,320
2004,01,06,30,Un home de 65 anys i més,104
2004,01,06,30,Una dona de 18 a 64 anys,400
2004,01,06,30,Una dona de 65 anys i més,509
2004,01,06,31,Altres domicilis amb una o més persones menors de 18 anys,1206
2004,01,06,31,Dues persones de 18 a 64 anys,3044
2004,01,06,31,Dues persones de 65 anys i més,1855
2004,01,06,31,Dues persones o més totes majors de 18 anys,3789
2004,01,06,31,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,82
2004,01,06,31,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,502
2004,01,06,31,Dues persones: una de 18-64 anys i l'altra de 65 i més,1216
2004,01,06,31,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,2228
2004,01,06,31,Un home de 18 a 64 anys,2096
2004,01,06,31,Un home de 65 anys i més,588
2004,01,06,31,Una dona de 18 a 64 anys,2490
2004,01,06,31,Una dona de 65 anys i més,2857
2004,01,06,32,Altres domicilis amb una o més persones menors de 18 anys,940
2004,01,06,32,Dues persones de 18 a 64 anys,1789
2004,01,06,32,Dues persones de 65 anys i més,1287
2004,01,06,32,Dues persones o més totes majors de 18 anys,3009
2004,01,06,32,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,74
2004,01,06,32,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,314
2004,01,06,32,Dues persones: una de 18-64 anys i l'altra de 65 i més,782
2004,01,06,32,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1874
2004,01,06,32,Un home de 18 a 64 anys,1007
2004,01,06,32,Un home de 65 anys i més,322
2004,01,06,32,Una dona de 18 a 64 anys,1267
2004,01,06,32,Una dona de 65 anys i més,1595
2004,01,07,33,Altres domicilis amb una o més persones menors de 18 anys,693
2004,01,07,33,Dues persones de 18 a 64 anys,1375
2004,01,07,33,Dues persones de 65 anys i més,1061
2004,01,07,33,Dues persones o més totes majors de 18 anys,2210
2004,01,07,33,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,42
2004,01,07,33,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,185
2004,01,07,33,Dues persones: una de 18-64 anys i l'altra de 65 i més,581
2004,01,07,33,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1357
2004,01,07,33,Un home de 18 a 64 anys,634
2004,01,07,33,Un home de 65 anys i més,222
2004,01,07,33,Una dona de 18 a 64 anys,747
2004,01,07,33,Una dona de 65 anys i més,1150
2004,01,07,34,Altres domicilis amb una o més persones menors de 18 anys,293
2004,01,07,34,Dues persones de 18 a 64 anys,443
2004,01,07,34,Dues persones de 65 anys i més,339
2004,01,07,34,Dues persones o més totes majors de 18 anys,785
2004,01,07,34,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,14
2004,01,07,34,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,73
2004,01,07,34,Dues persones: una de 18-64 anys i l'altra de 65 i més,189
2004,01,07,34,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,479
2004,01,07,34,Un home de 18 a 64 anys,262
2004,01,07,34,Un home de 65 anys i més,89
2004,01,07,34,Una dona de 18 a 64 anys,261
2004,01,07,34,Una dona de 65 anys i més,377
2004,01,07,35,Altres domicilis amb una o més persones menors de 18 anys,968
2004,01,07,35,Dues persones de 18 a 64 anys,1835
2004,01,07,35,Dues persones de 65 anys i més,1388
2004,01,07,35,Dues persones o més totes majors de 18 anys,3116
2004,01,07,35,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,58
2004,01,07,35,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,282
2004,01,07,35,Dues persones: una de 18-64 anys i l'altra de 65 i més,762
2004,01,07,35,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1864
2004,01,07,35,Un home de 18 a 64 anys,981
2004,01,07,35,Un home de 65 anys i més,345
2004,01,07,35,Una dona de 18 a 64 anys,1047
2004,01,07,35,Una dona de 65 anys i més,1537
2004,01,07,36,Altres domicilis amb una o més persones menors de 18 anys,271
2004,01,07,36,Dues persones de 18 a 64 anys,465
2004,01,07,36,Dues persones de 65 anys i més,307
2004,01,07,36,Dues persones o més totes majors de 18 anys,951
2004,01,07,36,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,14
2004,01,07,36,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,83
2004,01,07,36,Dues persones: una de 18-64 anys i l'altra de 65 i més,178
2004,01,07,36,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,592
2004,01,07,36,Un home de 18 a 64 anys,204
2004,01,07,36,Un home de 65 anys i més,52
2004,01,07,36,Una dona de 18 a 64 anys,204
2004,01,07,36,Una dona de 65 anys i més,209
2004,01,07,37,Altres domicilis amb una o més persones menors de 18 anys,1066
2004,01,07,37,Dues persones de 18 a 64 anys,1709
2004,01,07,37,Dues persones de 65 anys i més,1071
2004,01,07,37,Dues persones o més totes majors de 18 anys,3054
2004,01,07,37,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,36
2004,01,07,37,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,212
2004,01,07,37,Dues persones: una de 18-64 anys i l'altra de 65 i més,712
2004,01,07,37,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1860
2004,01,07,37,Un home de 18 a 64 anys,698
2004,01,07,37,Un home de 65 anys i més,212
2004,01,07,37,Una dona de 18 a 64 anys,629
2004,01,07,37,Una dona de 65 anys i més,1000
2004,01,07,38,Altres domicilis amb una o més persones menors de 18 anys,399
2004,01,07,38,Dues persones de 18 a 64 anys,653
2004,01,07,38,Dues persones de 65 anys i més,391
2004,01,07,38,Dues persones o més totes majors de 18 anys,1043
2004,01,07,38,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,14
2004,01,07,38,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,76
2004,01,07,38,Dues persones: una de 18-64 anys i l'altra de 65 i més,247
2004,01,07,38,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,701
2004,01,07,38,Un home de 18 a 64 anys,296
2004,01,07,38,Un home de 65 anys i més,95
2004,01,07,38,Una dona de 18 a 64 anys,257
2004,01,07,38,Una dona de 65 anys i més,340
2004,01,07,39,Altres domicilis amb una o més persones menors de 18 anys,196
2004,01,07,39,Dues persones de 18 a 64 anys,338
2004,01,07,39,Dues persones de 65 anys i més,338
2004,01,07,39,Dues persones o més totes majors de 18 anys,664
2004,01,07,39,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,9
2004,01,07,39,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,70
2004,01,07,39,Dues persones: una de 18-64 anys i l'altra de 65 i més,166
2004,01,07,39,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,354
2004,01,07,39,Un home de 18 a 64 anys,136
2004,01,07,39,Un home de 65 anys i més,62
2004,01,07,39,Una dona de 18 a 64 anys,162
2004,01,07,39,Una dona de 65 anys i més,251
2004,01,07,40,Altres domicilis amb una o més persones menors de 18 anys,103
2004,01,07,40,Dues persones de 18 a 64 anys,242
2004,01,07,40,Dues persones de 65 anys i més,317
2004,01,07,40,Dues persones o més totes majors de 18 anys,383
2004,01,07,40,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,8
2004,01,07,40,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,40
2004,01,07,40,Dues persones: una de 18-64 anys i l'altra de 65 i més,170
2004,01,07,40,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,270
2004,01,07,40,Un home de 18 a 64 anys,123
2004,01,07,40,Un home de 65 anys i més,64
2004,01,07,40,Una dona de 18 a 64 anys,113
2004,01,07,40,Una dona de 65 anys i més,265
2004,01,07,41,Altres domicilis amb una o més persones menors de 18 anys,161
2004,01,07,41,Dues persones de 18 a 64 anys,269
2004,01,07,41,Dues persones de 65 anys i més,131
2004,01,07,41,Dues persones o més totes majors de 18 anys,506
2004,01,07,41,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,13
2004,01,07,41,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,44
2004,01,07,41,Dues persones: una de 18-64 anys i l'altra de 65 i més,103
2004,01,07,41,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,422
2004,01,07,41,Un home de 18 a 64 anys,132
2004,01,07,41,Un home de 65 anys i més,48
2004,01,07,41,Una dona de 18 a 64 anys,117
2004,01,07,41,Una dona de 65 anys i més,148
2004,01,07,42,Altres domicilis amb una o més persones menors de 18 anys,14
2004,01,07,42,Dues persones de 18 a 64 anys,20
2004,01,07,42,Dues persones de 65 anys i més,18
2004,01,07,42,Dues persones o més totes majors de 18 anys,36
2004,01,07,42,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,5
2004,01,07,42,Dues persones: una de 18-64 anys i l'altra de 65 i més,15
2004,01,07,42,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,23
2004,01,07,42,Un home de 18 a 64 anys,11
2004,01,07,42,Un home de 65 anys i més,16
2004,01,07,42,Una dona de 18 a 64 anys,7
2004,01,07,42,Una dona de 65 anys i més,17
2004,01,07,43,Altres domicilis amb una o més persones menors de 18 anys,709
2004,01,07,43,Dues persones de 18 a 64 anys,1275
2004,01,07,43,Dues persones de 65 anys i més,1045
2004,01,07,43,Dues persones o més totes majors de 18 anys,2542
2004,01,07,43,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,26
2004,01,07,43,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,191
2004,01,07,43,Dues persones: una de 18-64 anys i l'altra de 65 i més,592
2004,01,07,43,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1502
2004,01,07,43,Un home de 18 a 64 anys,554
2004,01,07,43,Un home de 65 anys i més,225
2004,01,07,43,Una dona de 18 a 64 anys,587
2004,01,07,43,Una dona de 65 anys i més,967
2004,01,08,44,Altres domicilis amb una o més persones menors de 18 anys,737
2004,01,08,44,Dues persones de 18 a 64 anys,1282
2004,01,08,44,Dues persones de 65 anys i més,1062
2004,01,08,44,Dues persones o més totes majors de 18 anys,2289
2004,01,08,44,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,27
2004,01,08,44,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,183
2004,01,08,44,Dues persones: una de 18-64 anys i l'altra de 65 i més,582
2004,01,08,44,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1440
2004,01,08,44,Un home de 18 a 64 anys,536
2004,01,08,44,Un home de 65 anys i més,237
2004,01,08,44,Una dona de 18 a 64 anys,639
2004,01,08,44,Una dona de 65 anys i més,1017
2004,01,08,45,Altres domicilis amb una o més persones menors de 18 anys,624
2004,01,08,45,Dues persones de 18 a 64 anys,1210
2004,01,08,45,Dues persones de 65 anys i més,1116
2004,01,08,45,Dues persones o més totes majors de 18 anys,2199
2004,01,08,45,Dues persones o més: un home de 18 anys i més amb altres menors de 18 anys,26
2004,01,08,45,Dues persones o més: una dona de 18 anys i més amb altres menors de 18 anys,165
2004,01,08,45,Dues persones: una de 18-64 anys i l'altra de 65 i més,572
2004,01,08,45,Tres persones o més: dues de 18 anys i més i la resta menors de 18 anys,1204
2004,01,08,45,Un home de 18 a 64 anys,509
2004,01,08,45,Un home de 65 anys i més,218
