Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Edat,Valor
2000,01,02,10,20-29 anys,4723
2000,01,02,10,30-39 anys,5177
2000,01,02,10,40-49 anys,4651
2000,01,02,10,50-59 anys,4534
2000,01,02,10,60-69 anys,4504
2000,01,02,10,>70 anys,6924
2000,01,03,11,0-9 anys,2390
2000,01,03,11,10-19 anys,2755
2000,01,03,11,20-29 anys,4665
2000,01,03,11,30-39 anys,5231
2000,01,03,11,40-49 anys,4207
2000,01,03,11,50-59 anys,4067
2000,01,03,11,60-69 anys,4309
2000,01,03,11,>70 anys,5940
2000,01,03,12,0-9 anys,220
2000,01,03,12,10-19 anys,286
2000,01,03,12,20-29 anys,284
2000,01,03,12,30-39 anys,282
2000,01,03,12,40-49 anys,189
2000,01,03,12,50-59 anys,137
2000,01,03,12,60-69 anys,179
2000,01,03,12,>70 anys,214
2000,01,03,13,0-9 anys,2534
2000,01,03,13,10-19 anys,2865
2000,01,03,13,20-29 anys,4194
2000,01,03,13,30-39 anys,4774
2000,01,03,13,40-49 anys,3634
2000,01,03,13,50-59 anys,3151
2000,01,03,13,60-69 anys,3194
2000,01,03,13,>70 anys,2421
2000,01,03,14,0-9 anys,691
2000,01,03,14,10-19 anys,910
2000,01,03,14,20-29 anys,1334
2000,01,03,14,30-39 anys,1437
2000,01,03,14,40-49 anys,1410
2000,01,03,14,50-59 anys,1229
2000,01,03,14,60-69 anys,1025
2000,01,03,14,>70 anys,1119
2000,01,03,15,0-9 anys,927
2000,01,03,15,10-19 anys,1414
2000,01,03,15,20-29 anys,1966
2000,01,03,15,30-39 anys,1991
2000,01,03,15,40-49 anys,2251
2000,01,03,15,50-59 anys,1854
2000,01,03,15,60-69 anys,1606
2000,01,03,15,>70 anys,2322
2000,01,03,16,0-9 anys,1339
2000,01,03,16,10-19 anys,1895
2000,01,03,16,20-29 anys,2607
2000,01,03,16,30-39 anys,2732
2000,01,03,16,40-49 anys,2723
2000,01,03,16,50-59 anys,2222
2000,01,03,16,60-69 anys,1869
2000,01,03,16,>70 anys,1954
2000,01,03,17,0-9 anys,1675
2000,01,03,17,10-19 anys,2371
2000,01,03,17,20-29 anys,3409
2000,01,03,17,30-39 anys,3418
2000,01,03,17,40-49 anys,3512
2000,01,03,17,50-59 anys,3111
2000,01,03,17,60-69 anys,2567
2000,01,03,17,>70 anys,2979
2000,01,03,18,0-9 anys,2559
2000,01,03,18,10-19 anys,3146
2000,01,03,18,20-29 anys,5212
2000,01,03,18,30-39 anys,5604
2000,01,03,18,40-49 anys,5082
2000,01,03,18,50-59 anys,4717
2000,01,03,18,60-69 anys,4623
2000,01,03,18,>70 anys,6306
2000,01,04,19,0-9 anys,3648
2000,01,04,19,10-19 anys,4588
2000,01,04,19,20-29 anys,7184
2000,01,04,19,30-39 anys,6174
2000,01,04,19,40-49 anys,6879
2000,01,04,19,50-59 anys,6884
2000,01,04,19,60-69 anys,4838
2000,01,04,19,>70 anys,5406
2000,01,04,20,0-9 anys,1804
2000,01,04,20,10-19 anys,2694
2000,01,04,20,20-29 anys,3961
2000,01,04,20,30-39 anys,3151
2000,01,04,20,40-49 anys,3600
2000,01,04,20,50-59 anys,3732
2000,01,04,20,60-69 anys,2613
2000,01,04,20,>70 anys,2645
2000,01,04,21,0-9 anys,866
2000,01,04,21,10-19 anys,1244
2000,01,04,21,20-29 anys,1980
2000,01,04,21,30-39 anys,1285
2000,01,04,21,40-49 anys,1447
2000,01,04,21,50-59 anys,1667
2000,01,04,21,60-69 anys,1296
2000,01,04,21,>70 anys,1348
2000,01,05,22,0-9 anys,409
2000,01,05,22,10-19 anys,329
2000,01,05,22,20-29 anys,408
2000,01,05,22,30-39 anys,560
2000,01,05,22,40-49 anys,521
2000,01,05,22,50-59 anys,393
2000,01,05,22,60-69 anys,252
2000,01,05,22,>70 anys,200
2000,01,05,23,0-9 anys,2187
2000,01,05,23,10-19 anys,2000
2000,01,05,23,20-29 anys,3062
2000,01,05,23,30-39 anys,3145
2000,01,05,23,40-49 anys,2819
2000,01,05,23,50-59 anys,2649
2000,01,05,23,60-69 anys,2230
2000,01,05,23,>70 anys,3062
2000,01,05,24,0-9 anys,1387
2000,01,05,24,10-19 anys,1338
2000,01,05,24,20-29 anys,2296
2000,01,05,24,30-39 anys,1819
2000,01,05,24,40-49 anys,1726
2000,01,05,24,50-59 anys,1902
2000,01,05,24,60-69 anys,1522
2000,01,05,24,>70 anys,1406
2000,01,05,25,0-9 anys,2090
2000,01,05,25,10-19 anys,2089
2000,01,05,25,20-29 anys,3282
2000,01,05,25,30-39 anys,3100
2000,01,05,25,40-49 anys,2796
2000,01,05,25,50-59 anys,2851
2000,01,05,25,60-69 anys,2478
2000,01,05,25,>70 anys,3415
2000,01,05,26,0-9 anys,3958
2000,01,05,26,10-19 anys,3819
2000,01,05,26,20-29 anys,6262
2000,01,05,26,30-39 anys,6287
2000,01,05,26,40-49 anys,5345
2000,01,05,26,50-59 anys,5703
2000,01,05,26,60-69 anys,5069
2000,01,05,26,>70 anys,7201
2000,01,05,27,0-9 anys,2487
2000,01,05,27,10-19 anys,2459
2000,01,05,27,20-29 anys,3882
2000,01,05,27,30-39 anys,4046
2000,01,05,27,40-49 anys,3799
2000,01,05,27,50-59 anys,3625
2000,01,05,27,60-69 anys,2651
2000,01,05,27,>70 anys,3621
2000,01,06,28,0-9 anys,989
2000,01,06,28,10-19 anys,1213
2000,01,06,28,20-29 anys,2118
2000,01,06,28,30-39 anys,1992
2000,01,06,28,40-49 anys,1858
2000,01,06,28,50-59 anys,1981
2000,01,06,28,60-69 anys,1713
2000,01,06,28,>70 anys,1979
2000,01,06,29,0-9 anys,507
2000,01,06,29,10-19 anys,598
2000,01,06,29,20-29 anys,1070
2000,01,06,29,30-39 anys,1034
2000,01,06,29,40-49 anys,898
2000,01,06,29,50-59 anys,945
2000,01,06,29,60-69 anys,773
2000,01,06,29,>70 anys,724
2000,01,06,30,0-9 anys,867
2000,01,06,30,10-19 anys,1287
2000,01,06,30,20-29 anys,2090
2000,01,06,30,30-39 anys,1693
2000,01,06,30,40-49 anys,1841
2000,01,06,30,50-59 anys,1922
2000,01,06,30,60-69 anys,1455
2000,01,06,30,>70 anys,1555
2000,01,06,31,0-9 anys,2973
2000,01,06,31,10-19 anys,3302
2000,01,06,31,20-29 anys,6088
2000,01,06,31,30-39 anys,7247
2000,01,06,31,40-49 anys,6035
2000,01,06,31,50-59 anys,5323
2000,01,06,31,60-69 anys,5372
2000,01,06,31,>70 anys,9404
2000,01,06,32,0-9 anys,2508
2000,01,06,32,10-19 anys,2878
2000,01,06,32,20-29 anys,4712
2000,01,06,32,30-39 anys,4887
2000,01,06,32,40-49 anys,4772
2000,01,06,32,50-59 anys,4627
2000,01,06,32,60-69 anys,3663
2000,01,06,32,>70 anys,5076
2000,01,07,33,0-9 anys,1796
2000,01,07,33,10-19 anys,2054
2000,01,07,33,20-29 anys,3484
2000,01,07,33,30-39 anys,3717
2000,01,07,33,40-49 anys,3369
2000,01,07,33,50-59 anys,3192
2000,01,07,33,60-69 anys,3037
2000,01,07,33,>70 anys,3637
2000,01,07,34,0-9 anys,603
2000,01,07,34,10-19 anys,852
2000,01,07,34,20-29 anys,1350
2000,01,07,34,30-39 anys,1322
2000,01,07,34,40-49 anys,1145
2000,01,07,34,50-59 anys,1176
2000,01,07,34,60-69 anys,1048
2000,01,07,34,>70 anys,1166
2000,01,07,35,0-9 anys,2377
2000,01,07,35,10-19 anys,2878
2000,01,07,35,20-29 anys,4997
2000,01,07,35,30-39 anys,5087
2000,01,07,35,40-49 anys,4342
2000,01,07,35,50-59 anys,4608
2000,01,07,35,60-69 anys,4262
2000,01,07,35,>70 anys,4951
2000,01,07,36,0-9 anys,778
2000,01,07,36,10-19 anys,969
2000,01,07,36,20-29 anys,1757
2000,01,07,36,30-39 anys,1332
2000,01,07,36,40-49 anys,1395
2000,01,07,36,50-59 anys,1495
2000,01,07,36,60-69 anys,1002
2000,01,07,36,>70 anys,887
2000,01,07,37,0-9 anys,2402
2000,01,07,37,10-19 anys,3119
2000,01,07,37,20-29 anys,6199
2000,01,07,37,30-39 anys,4850
2000,01,07,37,40-49 anys,3799
2000,01,07,37,50-59 anys,4797
2000,01,07,37,60-69 anys,4031
2000,01,07,37,>70 anys,3078
2000,01,07,38,0-9 anys,806
2000,01,07,38,10-19 anys,1072
2000,01,07,38,20-29 anys,2045
2000,01,07,38,30-39 anys,1683
2000,01,07,38,40-49 anys,1420
2000,01,07,38,50-59 anys,1592
2000,01,07,38,60-69 anys,1404
2000,01,07,38,>70 anys,1125
2000,01,07,39,0-9 anys,479
2000,01,07,39,10-19 anys,605
2000,01,07,39,20-29 anys,1131
2000,01,07,39,30-39 anys,1019
2000,01,07,39,40-49 anys,739
2000,01,07,39,50-59 anys,911
2000,01,07,39,60-69 anys,1231
2000,01,07,39,>70 anys,813
2000,01,07,40,0-9 anys,272
2000,01,07,40,10-19 anys,157
2000,01,07,40,20-29 anys,529
2000,01,07,40,30-39 anys,893
2000,01,07,40,40-49 anys,301
2000,01,07,40,50-59 anys,485
2000,01,07,40,60-69 anys,1048
2000,01,07,40,>70 anys,1223
2000,01,07,41,0-9 anys,526
2000,01,07,41,10-19 anys,532
2000,01,07,41,20-29 anys,916
2000,01,07,41,30-39 anys,965
2000,01,07,41,40-49 anys,723
2000,01,07,41,50-59 anys,852
2000,01,07,41,60-69 anys,538
2000,01,07,41,>70 anys,347
2000,01,07,42,0-9 anys,29
2000,01,07,42,10-19 anys,6
2000,01,07,42,20-29 anys,50
2000,01,07,42,30-39 anys,55
2000,01,07,42,40-49 anys,36
2000,01,07,42,50-59 anys,30
2000,01,07,42,60-69 anys,67
2000,01,07,42,>70 anys,54
2000,01,07,43,0-9 anys,1750
2000,01,07,43,10-19 anys,2325
2000,01,07,43,20-29 anys,4277
2000,01,07,43,30-39 anys,3699
2000,01,07,43,40-49 anys,3186
2000,01,07,43,50-59 anys,3684
2000,01,07,43,60-69 anys,3424
2000,01,07,43,>70 anys,3416
2000,01,08,44,0-9 anys,1695
2000,01,08,44,10-19 anys,2202
2000,01,08,44,20-29 anys,3737
2000,01,08,44,30-39 anys,3628
2000,01,08,44,40-49 anys,3224
2000,01,08,44,50-59 anys,3289
2000,01,08,44,60-69 anys,3164
2000,01,08,44,>70 anys,3431
2000,01,08,45,0-9 anys,1496
2000,01,08,45,10-19 anys,1885
2000,01,08,45,20-29 anys,3958
2000,01,08,45,30-39 anys,3497
2000,01,08,45,40-49 anys,2566
2000,01,08,45,50-59 anys,3369
2000,01,08,45,60-69 anys,3627
2000,01,08,45,>70 anys,2863
2000,01,08,46,0-9 anys,869
2000,01,08,46,10-19 anys,950
2000,01,08,46,20-29 anys,1796
2000,01,08,46,30-39 anys,2271
2000,01,08,46,40-49 anys,1381
2000,01,08,46,50-59 anys,1145
2000,01,08,46,60-69 anys,2575
2000,01,08,46,>70 anys,3186
2000,01,08,47,0-9 anys,191
2000,01,08,47,10-19 anys,236
2000,01,08,47,20-29 anys,325
2000,01,08,47,30-39 anys,354
2000,01,08,47,40-49 anys,239
2000,01,08,47,50-59 anys,214
2000,01,08,47,60-69 anys,304
2000,01,08,47,>70 anys,321
2000,01,08,48,0-9 anys,1037
2000,01,08,48,10-19 anys,1357
2000,01,08,48,20-29 anys,2775
2000,01,08,48,30-39 anys,2344
2000,01,08,48,40-49 anys,1811
2000,01,08,48,50-59 anys,2402
2000,01,08,48,60-69 anys,2403
2000,01,08,48,>70 anys,2078
2000,01,08,49,0-9 anys,580
2000,01,08,49,10-19 anys,1100
2000,01,08,49,20-29 anys,1548
2000,01,08,49,30-39 anys,1066
2000,01,08,49,40-49 anys,1370
2000,01,08,49,50-59 anys,1157
2000,01,08,49,60-69 anys,847
2000,01,08,49,>70 anys,600
2000,01,08,50,0-9 anys,1221
2000,01,08,50,10-19 anys,1657
2000,01,08,50,20-29 anys,2760
2000,01,08,50,30-39 anys,2214
2000,01,08,50,40-49 anys,1816
2000,01,08,50,50-59 anys,2075
2000,01,08,50,60-69 anys,1634
2000,01,08,50,>70 anys,1549
2000,01,08,51,0-9 anys,861
2000,01,08,51,10-19 anys,1115
2000,01,08,51,20-29 anys,2024
2000,01,08,51,30-39 anys,1805
2000,01,08,51,40-49 anys,1388
2000,01,08,51,50-59 anys,1618
2000,01,08,51,60-69 anys,1716
2000,01,08,51,>70 anys,1724
2000,01,08,52,0-9 anys,1786
2000,01,08,52,10-19 anys,2389
2000,01,08,52,20-29 anys,4793
2000,01,08,52,30-39 anys,3881
2000,01,08,52,40-49 anys,3070
2000,01,08,52,50-59 anys,4014
2000,01,08,52,60-69 anys,3698
2000,01,08,52,>70 anys,2698
2000,01,08,53,0-9 anys,526
2000,01,08,53,10-19 anys,640
2000,01,08,53,20-29 anys,1107
2000,01,08,53,30-39 anys,1074
2000,01,08,53,40-49 anys,907
2000,01,08,53,50-59 anys,660
2000,01,08,53,60-69 anys,966
2000,01,08,53,>70 anys,1713
2000,01,08,54,0-9 anys,256
2000,01,08,54,10-19 anys,325
2000,01,08,54,20-29 anys,408
2000,01,08,54,30-39 anys,342
2000,01,08,54,40-49 anys,297
2000,01,08,54,50-59 anys,200
2000,01,08,54,60-69 anys,217
2000,01,08,54,>70 anys,168
2000,01,08,55,0-9 anys,804
2000,01,08,55,10-19 anys,948
2000,01,08,55,20-29 anys,2003
2000,01,08,55,30-39 anys,1485
2000,01,08,55,40-49 anys,1029
2000,01,08,55,50-59 anys,1463
2000,01,08,55,60-69 anys,1141
2000,01,08,55,>70 anys,695
2000,01,08,56,0-9 anys,85
2000,01,08,56,10-19 anys,113
2000,01,08,56,20-29 anys,150
2000,01,08,56,30-39 anys,122
2000,01,08,56,40-49 anys,95
2000,01,08,56,50-59 anys,72
2000,01,08,56,60-69 anys,103
2000,01,08,56,>70 anys,37
2000,01,09,57,0-9 anys,707
2000,01,09,57,10-19 anys,872
2000,01,09,57,20-29 anys,1507
2000,01,09,57,30-39 anys,1183
2000,01,09,57,40-49 anys,959
2000,01,09,57,50-59 anys,1082
2000,01,09,57,60-69 anys,848
2000,01,09,57,>70 anys,745
2000,01,09,58,0-9 anys,256
2000,01,09,58,10-19 anys,280
2000,01,09,58,20-29 anys,415
2000,01,09,58,30-39 anys,335
2000,01,09,58,40-49 anys,294
2000,01,09,58,50-59 anys,205
2000,01,09,58,60-69 anys,252
2000,01,09,58,>70 anys,295
2000,01,09,59,0-9 anys,815
2000,01,09,59,10-19 anys,924
2000,01,09,59,20-29 anys,1709
2000,01,09,59,30-39 anys,1433
2000,01,09,59,40-49 anys,1083
2000,01,09,59,50-59 anys,1293
2000,01,09,59,60-69 anys,1305
2000,01,09,59,>70 anys,1148
2000,01,09,60,0-9 anys,3935
2000,01,09,60,10-19 anys,5561
2000,01,09,60,20-29 anys,8262
2000,01,09,60,30-39 anys,7510
2000,01,09,60,40-49 anys,7959
2000,01,09,60,50-59 anys,7071
2000,01,09,60,60-69 anys,5072
2000,01,09,60,>70 anys,5538
2000,01,09,61,0-9 anys,1872
2000,01,09,61,10-19 anys,3015
2000,01,09,61,20-29 anys,4443
2000,01,09,61,30-39 anys,3794
2000,01,09,61,40-49 anys,4349
2000,01,09,61,50-59 anys,3956
2000,01,09,61,60-69 anys,3015
2000,01,09,61,>70 anys,2790
2000,01,09,62,0-9 anys,880
2000,01,09,62,10-19 anys,987
2000,01,09,62,20-29 anys,1729
2000,01,09,62,30-39 anys,2003
2000,01,09,62,40-49 anys,1519
2000,01,09,62,50-59 anys,1423
2000,01,09,62,60-69 anys,1870
2000,01,09,62,>70 anys,2902
2000,01,09,63,0-9 anys,1573
2000,01,09,63,10-19 anys,1935
2000,01,09,63,20-29 anys,3269
2000,01,09,63,30-39 anys,3198
2000,01,09,63,40-49 anys,2815
2000,01,09,63,50-59 anys,2975
2000,01,09,63,60-69 anys,2477
2000,01,09,63,>70 anys,2776
2000,01,10,64,0-9 anys,2419
2000,01,10,64,10-19 anys,3132
2000,01,10,64,20-29 anys,5589
2000,01,10,64,30-39 anys,5261
2000,01,10,64,40-49 anys,5003
2000,01,10,64,50-59 anys,5119
2000,01,10,64,60-69 anys,4008
2000,01,10,64,>70 anys,5326
2000,01,10,65,0-9 anys,2153
2000,01,10,65,10-19 anys,2574
2000,01,10,65,20-29 anys,3482
2000,01,10,65,30-39 anys,4070
2000,01,10,65,40-49 anys,3934
2000,01,10,65,50-59 anys,2917
2000,01,10,65,60-69 anys,2126
2000,01,10,65,>70 anys,2449
2000,01,10,66,0-9 anys,923
2000,01,10,66,10-19 anys,1254
2000,01,10,66,20-29 anys,1782
2000,01,10,66,30-39 anys,1831
2000,01,10,66,40-49 anys,1991
2000,01,10,66,50-59 anys,1644
2000,01,10,66,60-69 anys,1297
2000,01,10,66,>70 anys,1486
2000,01,10,67,0-9 anys,1158
2000,01,10,67,10-19 anys,652
2000,01,10,67,20-29 anys,780
2000,01,10,67,30-39 anys,1546
2000,01,10,67,40-49 anys,1421
2000,01,10,67,50-59 anys,748
2000,01,10,67,60-69 anys,301
2000,01,10,67,>70 anys,213
2000,01,10,68,0-9 anys,1864
2000,01,10,68,10-19 anys,2092
2000,01,10,68,20-29 anys,3324
2000,01,10,68,30-39 anys,3852
2000,01,10,68,40-49 anys,3051
2000,01,10,68,50-59 anys,2660
2000,01,10,68,60-69 anys,2747
2000,01,10,68,>70 anys,4017
2000,01,10,69,0-9 anys,191
2000,01,10,69,10-19 anys,255
2000,01,10,69,20-29 anys,697
2000,01,10,69,30-39 anys,533
2000,01,10,69,40-49 anys,332
2000,01,10,69,50-59 anys,603
2000,01,10,69,60-69 anys,607
2000,01,10,69,>70 anys,498
2000,01,10,70,0-9 anys,1833
2000,01,10,70,10-19 anys,2328
2000,01,10,70,20-29 anys,2837
2000,01,10,70,30-39 anys,3387
2000,01,10,70,40-49 anys,2806
2000,01,10,70,50-59 anys,1916
2000,01,10,70,60-69 anys,3019
2000,01,10,70,>70 anys,2794
2000,01,10,71,0-9 anys,1608
2000,01,10,71,10-19 anys,1747
2000,01,10,71,20-29 anys,2407
2000,01,10,71,30-39 anys,2990
2000,01,10,71,40-49 anys,2423
2000,01,10,71,50-59 anys,1778
2000,01,10,71,60-69 anys,1818
2000,01,10,71,>70 anys,1831
2000,01,10,72,0-9 anys,1745
2000,01,10,72,10-19 anys,2300
2000,01,10,72,20-29 anys,4401
2000,01,10,72,30-39 anys,3900
2000,01,10,72,40-49 anys,3240
2000,01,10,72,50-59 anys,3737
2000,01,10,72,60-69 anys,3691
2000,01,10,72,>70 anys,3701
2000,01,10,73,0-9 anys,2108
2000,01,10,73,10-19 anys,3059
2000,01,10,73,20-29 anys,5333
2000,01,10,73,30-39 anys,4337
2000,01,10,73,40-49 anys,3794
2000,01,10,73,50-59 anys,4442
2000,01,10,73,60-69 anys,3979
2000,01,10,73,>70 anys,3442
2001,01,01,01,0-9 anys,2648
2001,01,01,01,10-19 anys,2633
2001,01,01,01,20-29 anys,5914
2001,01,01,01,30-39 anys,6415
2001,01,01,01,40-49 anys,4951
2001,01,01,01,50-59 anys,3863
2001,01,01,01,60-69 anys,4258
2001,01,01,01,>70 anys,6512
2001,01,01,02,0-9 anys,978
2001,01,01,02,10-19 anys,956
2001,01,01,02,20-29 anys,2613
2001,01,01,02,30-39 anys,3143
2001,01,01,02,40-49 anys,2214
2001,01,01,02,50-59 anys,1756
2001,01,01,02,60-69 anys,1702
2001,01,01,02,>70 anys,2722
2001,01,01,03,0-9 anys,1044
2001,01,01,03,10-19 anys,1036
2001,01,01,03,20-29 anys,2250
2001,01,01,03,30-39 anys,2456
2001,01,01,03,40-49 anys,1736
2001,01,01,03,50-59 anys,1671
2001,01,01,03,60-69 anys,1819
2001,01,01,03,>70 anys,2841
2001,01,01,04,0-9 anys,1273
2001,01,01,04,10-19 anys,1378
2001,01,01,04,20-29 anys,2969
2001,01,01,04,30-39 anys,3569
2001,01,01,04,40-49 anys,2496
2001,01,01,04,50-59 anys,2152
2001,01,01,04,60-69 anys,2200
2001,01,01,04,>70 anys,3705
2001,01,02,05,0-9 anys,2154
2001,01,02,05,10-19 anys,2470
2001,01,02,05,20-29 anys,3993
2001,01,02,05,30-39 anys,4256
2001,01,02,05,40-49 anys,4049
2001,01,02,05,50-59 anys,3803
2001,01,02,05,60-69 anys,3121
2001,01,02,05,>70 anys,4378
2001,01,02,06,0-9 anys,3667
2001,01,02,06,10-19 anys,3955
2001,01,02,06,20-29 anys,6676
2001,01,02,06,30-39 anys,7695
2001,01,02,06,40-49 anys,6855
2001,01,02,06,50-59 anys,5937
2001,01,02,06,60-69 anys,5400
2001,01,02,06,>70 anys,8648
2001,01,02,07,0-9 anys,3093
2001,01,02,07,10-19 anys,2984
2001,01,02,07,20-29 anys,4806
2001,01,02,07,30-39 anys,6035
2001,01,02,07,40-49 anys,5564
2001,01,02,07,50-59 anys,4908
2001,01,02,07,60-69 anys,4158
2001,01,02,07,>70 anys,7706
2001,01,02,08,0-9 anys,2904
2001,01,02,08,10-19 anys,2775
2001,01,02,08,20-29 anys,5008
2001,01,02,08,30-39 anys,5921
2001,01,02,08,40-49 anys,5197
2001,01,02,08,50-59 anys,4699
2001,01,02,08,60-69 anys,4473
2001,01,02,08,>70 anys,7711
2001,01,02,09,0-9 anys,3956
2001,01,02,09,10-19 anys,4753
2001,01,02,09,20-29 anys,7823
2001,01,02,09,30-39 anys,7840
2001,01,02,09,40-49 anys,7984
2001,01,02,09,50-59 anys,7362
2001,01,02,09,60-69 anys,6100
2001,01,02,09,>70 anys,8684
2001,01,02,10,0-9 anys,2309
2001,01,02,10,10-19 anys,2556
2001,01,02,10,20-29 anys,4757
2001,01,02,10,30-39 anys,5302
2001,01,02,10,40-49 anys,4729
2001,01,02,10,50-59 anys,4453
2001,01,02,10,60-69 anys,4444
2001,01,02,10,>70 anys,6912
2001,01,03,11,0-9 anys,2431
2001,01,03,11,10-19 anys,2668
2001,01,03,11,20-29 anys,4899
2001,01,03,11,30-39 anys,5502
2001,01,03,11,40-49 anys,4405
2001,01,03,11,50-59 anys,3971
2001,01,03,11,60-69 anys,4184
2001,01,03,11,>70 anys,6000
2001,01,03,12,0-9 anys,207
2001,01,03,12,10-19 anys,284
2001,01,03,12,20-29 anys,272
2001,01,03,12,30-39 anys,268
2001,01,03,12,40-49 anys,195
2001,01,03,12,50-59 anys,144
2001,01,03,12,60-69 anys,159
2001,01,03,12,>70 anys,223
2001,01,03,13,0-9 anys,2571
2001,01,03,13,10-19 anys,2779
2001,01,03,13,20-29 anys,4176
2001,01,03,13,30-39 anys,4848
2001,01,03,13,40-49 anys,3860
2001,01,03,13,50-59 anys,3092
2001,01,03,13,60-69 anys,3150
2001,01,03,13,>70 anys,2579
2001,01,03,14,0-9 anys,697
2001,01,03,14,10-19 anys,860
2001,01,03,14,20-29 anys,1380
2001,01,03,14,30-39 anys,1465
2001,01,03,14,40-49 anys,1346
2001,01,03,14,50-59 anys,1254
2001,01,03,14,60-69 anys,1029
2001,01,03,14,>70 anys,1187
2001,01,03,15,0-9 anys,880
2001,01,03,15,10-19 anys,1381
2001,01,03,15,20-29 anys,2018
2001,01,03,15,30-39 anys,1995
2001,01,03,15,40-49 anys,2217
2001,01,03,15,50-59 anys,1859
2001,01,03,15,60-69 anys,1557
2001,01,03,15,>70 anys,2329
2001,01,03,16,0-9 anys,1363
2001,01,03,16,10-19 anys,1779
2001,01,03,16,20-29 anys,2692
2001,01,03,16,30-39 anys,2801
2001,01,03,16,40-49 anys,2809
2001,01,03,16,50-59 anys,2269
2001,01,03,16,60-69 anys,1879
2001,01,03,16,>70 anys,2042
2001,01,03,17,0-9 anys,1662
2001,01,03,17,10-19 anys,2219
2001,01,03,17,20-29 anys,3549
2001,01,03,17,30-39 anys,3409
2001,01,03,17,40-49 anys,3542
2001,01,03,17,50-59 anys,3109
2001,01,03,17,60-69 anys,2545
2001,01,03,17,>70 anys,3045
2001,01,03,18,0-9 anys,2636
2001,01,03,18,10-19 anys,3049
2001,01,03,18,20-29 anys,5218
2001,01,03,18,30-39 anys,5803
2001,01,03,18,40-49 anys,5201
2001,01,03,18,50-59 anys,4706
2001,01,03,18,60-69 anys,4497
2001,01,03,18,>70 anys,6376
2001,01,04,19,0-9 anys,3594
2001,01,04,19,10-19 anys,4467
2001,01,04,19,20-29 anys,7063
2001,01,04,19,30-39 anys,6239
2001,01,04,19,40-49 anys,6779
2001,01,04,19,50-59 anys,6821
2001,01,04,19,60-69 anys,4980
2001,01,04,19,>70 anys,5599
2001,01,04,20,0-9 anys,1814
2001,01,04,20,10-19 anys,2528
2001,01,04,20,20-29 anys,3955
2001,01,04,20,30-39 anys,3156
2001,01,04,20,40-49 anys,3576
2001,01,04,20,50-59 anys,3723
2001,01,04,20,60-69 anys,2654
2001,01,04,20,>70 anys,2771
2001,01,04,21,0-9 anys,889
2001,01,04,21,10-19 anys,1191
2001,01,04,21,20-29 anys,1889
2001,01,04,21,30-39 anys,1349
2001,01,04,21,40-49 anys,1422
2001,01,04,21,50-59 anys,1644
2001,01,04,21,60-69 anys,1296
2001,01,04,21,>70 anys,1446
2001,01,05,22,0-9 anys,421
2001,01,05,22,10-19 anys,333
2001,01,05,22,20-29 anys,393
2001,01,05,22,30-39 anys,562
2001,01,05,22,40-49 anys,552
2001,01,05,22,50-59 anys,391
2001,01,05,22,60-69 anys,264
2001,01,05,22,>70 anys,219
2001,01,05,23,0-9 anys,2294
2001,01,05,23,10-19 anys,1943
2001,01,05,23,20-29 anys,2964
2001,01,05,23,30-39 anys,3156
2001,01,05,23,40-49 anys,2869
2001,01,05,23,50-59 anys,2617
2001,01,05,23,60-69 anys,2238
2001,01,05,23,>70 anys,3168
2001,01,05,24,0-9 anys,1510
2001,01,05,24,10-19 anys,1355
2001,01,05,24,20-29 anys,2217
2001,01,05,24,30-39 anys,1934
2001,01,05,24,40-49 anys,1781
2001,01,05,24,50-59 anys,1907
2001,01,05,24,60-69 anys,1567
2001,01,05,24,>70 anys,1462
2001,01,05,25,0-9 anys,2136
2001,01,05,25,10-19 anys,2104
2001,01,05,25,20-29 anys,3222
2001,01,05,25,30-39 anys,3138
2001,01,05,25,40-49 anys,2866
2001,01,05,25,50-59 anys,2851
2001,01,05,25,60-69 anys,2470
2001,01,05,25,>70 anys,3454
2001,01,05,26,0-9 anys,4151
2001,01,05,26,10-19 anys,3837
2001,01,05,26,20-29 anys,5971
2001,01,05,26,30-39 anys,6454
2001,01,05,26,40-49 anys,5514
2001,01,05,26,50-59 anys,5541
2001,01,05,26,60-69 anys,5060
2001,01,05,26,>70 anys,7342
2001,01,05,27,0-9 anys,2526
2001,01,05,27,10-19 anys,2402
2001,01,05,27,20-29 anys,3806
2001,01,05,27,30-39 anys,4156
2001,01,05,27,40-49 anys,3727
2001,01,05,27,50-59 anys,3633
2001,01,05,27,60-69 anys,2699
2001,01,05,27,>70 anys,3678
2001,01,06,28,0-9 anys,1021
2001,01,06,28,10-19 anys,1195
2001,01,06,28,20-29 anys,2187
2001,01,06,28,30-39 anys,2068
2001,01,06,28,40-49 anys,1870
2001,01,06,28,50-59 anys,1995
2001,01,06,28,60-69 anys,1714
2001,01,06,28,>70 anys,2032
2001,01,06,29,0-9 anys,511
2001,01,06,29,10-19 anys,585
2001,01,06,29,20-29 anys,1077
2001,01,06,29,30-39 anys,1025
2001,01,06,29,40-49 anys,893
2001,01,06,29,50-59 anys,946
2001,01,06,29,60-69 anys,793
2001,01,06,29,>70 anys,733
2001,01,06,30,0-9 anys,849
2001,01,06,30,10-19 anys,1239
2001,01,06,30,20-29 anys,2057
2001,01,06,30,30-39 anys,1718
2001,01,06,30,40-49 anys,1811
