Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Edat,Valor
2018,01,10,69,30-39 anys,2280
2018,01,10,69,40-49 anys,2905
2018,01,10,69,50-59 anys,1741
2018,01,10,69,60-69 anys,1032
2018,01,10,69,>70 anys,1361
2018,01,10,70,0-9 anys,2292
2018,01,10,70,10-19 anys,2290
2018,01,10,70,20-29 anys,2909
2018,01,10,70,30-39 anys,3727
2018,01,10,70,40-49 anys,3623
2018,01,10,70,50-59 anys,3261
2018,01,10,70,60-69 anys,2369
2018,01,10,70,>70 anys,2987
2018,01,10,71,0-9 anys,1976
2018,01,10,71,10-19 anys,1717
2018,01,10,71,20-29 anys,2252
2018,01,10,71,30-39 anys,3198
2018,01,10,71,40-49 anys,3476
2018,01,10,71,50-59 anys,3156
2018,01,10,71,60-69 anys,2103
2018,01,10,71,>70 anys,2421
2018,01,10,72,0-9 anys,2025
2018,01,10,72,10-19 anys,2142
2018,01,10,72,20-29 anys,2534
2018,01,10,72,30-39 anys,3403
2018,01,10,72,40-49 anys,4153
2018,01,10,72,50-59 anys,3620
2018,01,10,72,60-69 anys,2896
2018,01,10,72,>70 anys,4965
2018,01,10,73,0-9 anys,2268
2018,01,10,73,10-19 anys,2370
2018,01,10,73,20-29 anys,2910
2018,01,10,73,30-39 anys,3593
2018,01,10,73,40-49 anys,4327
2018,01,10,73,50-59 anys,3985
2018,01,10,73,60-69 anys,3430
2018,01,10,73,>70 anys,5499
2019,01,01,01,0-9 anys,4198
2019,01,01,01,10-19 anys,3811
2019,01,01,01,20-29 anys,8675
2019,01,01,01,30-39 anys,10402
2019,01,01,01,40-49 anys,8289
2019,01,01,01,50-59 anys,5458
2019,01,01,01,60-69 anys,3369
2019,01,01,01,>70 anys,3551
2019,01,01,02,0-9 anys,957
2019,01,01,02,10-19 anys,911
2019,01,01,02,20-29 anys,4425
2019,01,01,02,30-39 anys,4655
2019,01,01,02,40-49 anys,3055
2019,01,01,02,50-59 anys,2129
2019,01,01,02,60-69 anys,1372
2019,01,01,02,>70 anys,1325
2019,01,01,03,0-9 anys,714
2019,01,01,03,10-19 anys,711
2019,01,01,03,20-29 anys,2809
2019,01,01,03,30-39 anys,3373
2019,01,01,03,40-49 anys,2302
2019,01,01,03,50-59 anys,1785
2019,01,01,03,60-69 anys,1237
2019,01,01,03,>70 anys,1814
2019,01,01,04,0-9 anys,1426
2019,01,01,04,10-19 anys,1705
2019,01,01,04,20-29 anys,4126
2019,01,01,04,30-39 anys,5350
2019,01,01,04,40-49 anys,3794
2019,01,01,04,50-59 anys,2586
2019,01,01,04,60-69 anys,1716
2019,01,01,04,>70 anys,2112
2019,01,02,05,0-9 anys,2460
2019,01,02,05,10-19 anys,2422
2019,01,02,05,20-29 anys,4373
2019,01,02,05,30-39 anys,5462
2019,01,02,05,40-49 anys,4953
2019,01,02,05,50-59 anys,4146
2019,01,02,05,60-69 anys,3650
2019,01,02,05,>70 anys,4863
2019,01,02,06,0-9 anys,3562
2019,01,02,06,10-19 anys,3507
2019,01,02,06,20-29 anys,6747
2019,01,02,06,30-39 anys,8790
2019,01,02,06,40-49 anys,7455
2019,01,02,06,50-59 anys,6975
2019,01,02,06,60-69 anys,5997
2019,01,02,06,>70 anys,8205
2019,01,02,07,0-9 anys,3408
2019,01,02,07,10-19 anys,3385
2019,01,02,07,20-29 anys,5946
2019,01,02,07,30-39 anys,7052
2019,01,02,07,40-49 anys,6626
2019,01,02,07,50-59 anys,5739
2019,01,02,07,60-69 anys,4856
2019,01,02,07,>70 anys,6540
2019,01,02,08,0-9 anys,3023
2019,01,02,08,10-19 anys,3030
2019,01,02,08,20-29 anys,6239
2019,01,02,08,30-39 anys,7363
2019,01,02,08,40-49 anys,6339
2019,01,02,08,50-59 anys,5542
2019,01,02,08,60-69 anys,4535
2019,01,02,08,>70 anys,6479
2019,01,02,09,0-9 anys,4095
2019,01,02,09,10-19 anys,3916
2019,01,02,09,20-29 anys,7759
2019,01,02,09,30-39 anys,9643
2019,01,02,09,40-49 anys,8362
2019,01,02,09,50-59 anys,7410
2019,01,02,09,60-69 anys,7187
2019,01,02,09,>70 anys,9352
2019,01,02,10,0-9 anys,2732
2019,01,02,10,10-19 anys,2512
2019,01,02,10,20-29 anys,4853
2019,01,02,10,30-39 anys,6708
2019,01,02,10,40-49 anys,5939
2019,01,02,10,50-59 anys,5074
2019,01,02,10,60-69 anys,4076
2019,01,02,10,>70 anys,6220
2019,01,03,11,0-9 anys,3059
2019,01,03,11,10-19 anys,3015
2019,01,03,11,20-29 anys,5364
2019,01,03,11,30-39 anys,8139
2019,01,03,11,40-49 anys,6924
2019,01,03,11,50-59 anys,5171
2019,01,03,11,60-69 anys,3628
2019,01,03,11,>70 anys,4620
2019,01,03,12,0-9 anys,114
2019,01,03,12,10-19 anys,89
2019,01,03,12,20-29 anys,144
2019,01,03,12,30-39 anys,206
2019,01,03,12,40-49 anys,171
2019,01,03,12,50-59 anys,180
2019,01,03,12,60-69 anys,129
2019,01,03,12,>70 anys,144
2019,01,03,13,0-9 anys,2551
2019,01,03,13,10-19 anys,3134
2019,01,03,13,20-29 anys,3652
2019,01,03,13,30-39 anys,3865
2019,01,03,13,40-49 anys,4998
2019,01,03,13,50-59 anys,4817
2019,01,03,13,60-69 anys,3296
2019,01,03,13,>70 anys,4438
2019,01,03,14,0-9 anys,655
2019,01,03,14,10-19 anys,754
2019,01,03,14,20-29 anys,1305
2019,01,03,14,30-39 anys,1692
2019,01,03,14,40-49 anys,1505
2019,01,03,14,50-59 anys,1443
2019,01,03,14,60-69 anys,1226
2019,01,03,14,>70 anys,1643
2019,01,03,15,0-9 anys,1223
2019,01,03,15,10-19 anys,1083
2019,01,03,15,20-29 anys,2154
2019,01,03,15,30-39 anys,3042
2019,01,03,15,40-49 anys,2536
2019,01,03,15,50-59 anys,1991
2019,01,03,15,60-69 anys,1831
2019,01,03,15,>70 anys,2067
2019,01,03,16,0-9 anys,1488
2019,01,03,16,10-19 anys,1487
2019,01,03,16,20-29 anys,2139
2019,01,03,16,30-39 anys,3013
2019,01,03,16,40-49 anys,2863
2019,01,03,16,50-59 anys,2749
2019,01,03,16,60-69 anys,2452
2019,01,03,16,>70 anys,2996
2019,01,03,17,0-9 anys,1800
2019,01,03,17,10-19 anys,1790
2019,01,03,17,20-29 anys,2924
2019,01,03,17,30-39 anys,3975
2019,01,03,17,40-49 anys,3581
2019,01,03,17,50-59 anys,3312
2019,01,03,17,60-69 anys,3113
2019,01,03,17,>70 anys,3705
2019,01,03,18,0-9 anys,3245
2019,01,03,18,10-19 anys,3068
2019,01,03,18,20-29 anys,5213
2019,01,03,18,30-39 anys,7332
2019,01,03,18,40-49 anys,6538
2019,01,03,18,50-59 anys,5542
2019,01,03,18,60-69 anys,4579
2019,01,03,18,>70 anys,6128
2019,01,04,19,0-9 anys,3764
2019,01,04,19,10-19 anys,3538
2019,01,04,19,20-29 anys,5117
2019,01,04,19,30-39 anys,6426
2019,01,04,19,40-49 anys,6373
2019,01,04,19,50-59 anys,5981
2019,01,04,19,60-69 anys,6200
2019,01,04,19,>70 anys,8453
2019,01,04,20,0-9 anys,1964
2019,01,04,20,10-19 anys,1840
2019,01,04,20,20-29 anys,2686
2019,01,04,20,30-39 anys,3314
2019,01,04,20,40-49 anys,3315
2019,01,04,20,50-59 anys,2946
2019,01,04,20,60-69 anys,3181
2019,01,04,20,>70 anys,4497
2019,01,04,21,0-9 anys,1105
2019,01,04,21,10-19 anys,1504
2019,01,04,21,20-29 anys,1308
2019,01,04,21,30-39 anys,1211
2019,01,04,21,40-49 anys,1758
2019,01,04,21,50-59 anys,1499
2019,01,04,21,60-69 anys,1340
2019,01,04,21,>70 anys,2152
2019,01,05,22,0-9 anys,545
2019,01,05,22,10-19 anys,597
2019,01,05,22,20-29 anys,468
2019,01,05,22,30-39 anys,518
2019,01,05,22,40-49 anys,837
2019,01,05,22,50-59 anys,748
2019,01,05,22,60-69 anys,521
2019,01,05,22,>70 anys,418
2019,01,05,23,0-9 anys,2809
2019,01,05,23,10-19 anys,3118
2019,01,05,23,20-29 anys,2658
2019,01,05,23,30-39 anys,2721
2019,01,05,23,40-49 anys,3867
2019,01,05,23,50-59 anys,3286
2019,01,05,23,60-69 anys,2518
2019,01,05,23,>70 anys,3882
2019,01,05,24,0-9 anys,1776
2019,01,05,24,10-19 anys,2140
2019,01,05,24,20-29 anys,1952
2019,01,05,24,30-39 anys,1681
2019,01,05,24,40-49 anys,2378
2019,01,05,24,50-59 anys,2329
2019,01,05,24,60-69 anys,1691
2019,01,05,24,>70 anys,2561
2019,01,05,25,0-9 anys,2495
2019,01,05,25,10-19 anys,3136
2019,01,05,25,20-29 anys,3136
2019,01,05,25,30-39 anys,2871
2019,01,05,25,40-49 anys,3799
2019,01,05,25,50-59 anys,3390
2019,01,05,25,60-69 anys,2762
2019,01,05,25,>70 anys,4149
2019,01,05,26,0-9 anys,4345
2019,01,05,26,10-19 anys,5368
2019,01,05,26,20-29 anys,5723
2019,01,05,26,30-39 anys,5630
2019,01,05,26,40-49 anys,6706
2019,01,05,26,50-59 anys,6869
2019,01,05,26,60-69 anys,5052
2019,01,05,26,>70 anys,7737
2019,01,05,27,0-9 anys,2737
2019,01,05,27,10-19 anys,2908
2019,01,05,27,20-29 anys,3561
2019,01,05,27,30-39 anys,4230
2019,01,05,27,40-49 anys,4379
2019,01,05,27,50-59 anys,3991
2019,01,05,27,60-69 anys,3274
2019,01,05,27,>70 anys,4374
2019,01,06,28,0-9 anys,1383
2019,01,06,28,10-19 anys,1485
2019,01,06,28,20-29 anys,1682
2019,01,06,28,30-39 anys,2302
2019,01,06,28,40-49 anys,2610
2019,01,06,28,50-59 anys,2069
2019,01,06,28,60-69 anys,1752
2019,01,06,28,>70 anys,2614
2019,01,06,29,0-9 anys,625
2019,01,06,29,10-19 anys,666
2019,01,06,29,20-29 anys,877
2019,01,06,29,30-39 anys,1065
2019,01,06,29,40-49 anys,1289
2019,01,06,29,50-59 anys,1055
2019,01,06,29,60-69 anys,790
2019,01,06,29,>70 anys,1044
2019,01,06,30,0-9 anys,1110
2019,01,06,30,10-19 anys,1133
2019,01,06,30,20-29 anys,1425
2019,01,06,30,30-39 anys,2076
2019,01,06,30,40-49 anys,1995
2019,01,06,30,50-59 anys,1542
2019,01,06,30,60-69 anys,1602
2019,01,06,30,>70 anys,2350
2019,01,06,31,0-9 anys,4118
2019,01,06,31,10-19 anys,3374
2019,01,06,31,20-29 anys,6433
2019,01,06,31,30-39 anys,10128
2019,01,06,31,40-49 anys,8366
2019,01,06,31,50-59 anys,6073
2019,01,06,31,60-69 anys,4801
2019,01,06,31,>70 anys,6646
2019,01,06,32,0-9 anys,2679
2019,01,06,32,10-19 anys,2522
2019,01,06,32,20-29 anys,4091
2019,01,06,32,30-39 anys,5749
2019,01,06,32,40-49 anys,5149
2019,01,06,32,50-59 anys,4482
2019,01,06,32,60-69 anys,4242
2019,01,06,32,>70 anys,5690
2019,01,07,33,0-9 anys,1838
2019,01,07,33,10-19 anys,1899
2019,01,07,33,20-29 anys,2852
2019,01,07,33,30-39 anys,3909
2019,01,07,33,40-49 anys,3840
2019,01,07,33,50-59 anys,3477
2019,01,07,33,60-69 anys,3018
2019,01,07,33,>70 anys,4765
2019,01,07,34,0-9 anys,707
2019,01,07,34,10-19 anys,765
2019,01,07,34,20-29 anys,1042
2019,01,07,34,30-39 anys,1457
2019,01,07,34,40-49 anys,1389
2019,01,07,34,50-59 anys,1282
2019,01,07,34,60-69 anys,1024
2019,01,07,34,>70 anys,1435
2019,01,07,35,0-9 anys,3074
2019,01,07,35,10-19 anys,2983
2019,01,07,35,20-29 anys,4067
2019,01,07,35,30-39 anys,5605
2019,01,07,35,40-49 anys,6046
2019,01,07,35,50-59 anys,5062
2019,01,07,35,60-69 anys,4023
2019,01,07,35,>70 anys,5938
2019,01,07,36,0-9 anys,802
2019,01,07,36,10-19 anys,995
2019,01,07,36,20-29 anys,879
2019,01,07,36,30-39 anys,1062
2019,01,07,36,40-49 anys,1532
2019,01,07,36,50-59 anys,1363
2019,01,07,36,60-69 anys,1189
2019,01,07,36,>70 anys,1547
2019,01,07,37,0-9 anys,2678
2019,01,07,37,10-19 anys,2822
2019,01,07,37,20-29 anys,3535
2019,01,07,37,30-39 anys,4675
2019,01,07,37,40-49 anys,5318
2019,01,07,37,50-59 anys,4299
2019,01,07,37,60-69 anys,3275
2019,01,07,37,>70 anys,5173
2019,01,07,38,0-9 anys,924
2019,01,07,38,10-19 anys,1044
2019,01,07,38,20-29 anys,1350
2019,01,07,38,30-39 anys,1648
2019,01,07,38,40-49 anys,2018
2019,01,07,38,50-59 anys,1650
2019,01,07,38,60-69 anys,1255
2019,01,07,38,>70 anys,1772
2019,01,07,39,0-9 anys,544
2019,01,07,39,10-19 anys,728
2019,01,07,39,20-29 anys,782
2019,01,07,39,30-39 anys,977
2019,01,07,39,40-49 anys,1054
2019,01,07,39,50-59 anys,963
2019,01,07,39,60-69 anys,696
2019,01,07,39,>70 anys,1438
2019,01,07,40,0-9 anys,356
2019,01,07,40,10-19 anys,401
2019,01,07,40,20-29 anys,549
2019,01,07,40,30-39 anys,647
2019,01,07,40,40-49 anys,715
2019,01,07,40,50-59 anys,791
2019,01,07,40,60-69 anys,362
2019,01,07,40,>70 anys,1182
2019,01,07,41,0-9 anys,443
2019,01,07,41,10-19 anys,483
2019,01,07,41,20-29 anys,553
2019,01,07,41,30-39 anys,688
2019,01,07,41,40-49 anys,842
2019,01,07,41,50-59 anys,858
2019,01,07,41,60-69 anys,659
2019,01,07,41,>70 anys,1183
2019,01,07,42,0-9 anys,84
2019,01,07,42,10-19 anys,28
2019,01,07,42,20-29 anys,61
2019,01,07,42,30-39 anys,162
2019,01,07,42,40-49 anys,122
2019,01,07,42,50-59 anys,92
2019,01,07,42,60-69 anys,12
2019,01,07,42,>70 anys,32
2019,01,07,43,0-9 anys,2160
2019,01,07,43,10-19 anys,2462
2019,01,07,43,20-29 anys,2823
2019,01,07,43,30-39 anys,3564
2019,01,07,43,40-49 anys,4211
2019,01,07,43,50-59 anys,3904
2019,01,07,43,60-69 anys,2949
2019,01,07,43,>70 anys,4995
2019,01,08,44,0-9 anys,1958
2019,01,08,44,10-19 anys,2202
2019,01,08,44,20-29 anys,2686
2019,01,08,44,30-39 anys,3359
2019,01,08,44,40-49 anys,4009
2019,01,08,44,50-59 anys,3632
2019,01,08,44,60-69 anys,3070
2019,01,08,44,>70 anys,4624
2019,01,08,45,0-9 anys,2166
2019,01,08,45,10-19 anys,2147
2019,01,08,45,20-29 anys,2843
2019,01,08,45,30-39 anys,3760
2019,01,08,45,40-49 anys,4501
2019,01,08,45,50-59 anys,3529
2019,01,08,45,60-69 anys,2517
2019,01,08,45,>70 anys,4784
2019,01,08,46,0-9 anys,1451
2019,01,08,46,10-19 anys,1445
2019,01,08,46,20-29 anys,1826
2019,01,08,46,30-39 anys,2262
2019,01,08,46,40-49 anys,2348
2019,01,08,46,50-59 anys,2336
2019,01,08,46,60-69 anys,1334
2019,01,08,46,>70 anys,2594
2019,01,08,47,0-9 anys,195
2019,01,08,47,10-19 anys,231
2019,01,08,47,20-29 anys,255
2019,01,08,47,30-39 anys,278
2019,01,08,47,40-49 anys,321
2019,01,08,47,50-59 anys,362
2019,01,08,47,60-69 anys,231
2019,01,08,47,>70 anys,371
2019,01,08,48,0-9 anys,1181
2019,01,08,48,10-19 anys,1341
2019,01,08,48,20-29 anys,1426
2019,01,08,48,30-39 anys,1713
2019,01,08,48,40-49 anys,2407
2019,01,08,48,50-59 anys,2104
2019,01,08,48,60-69 anys,1690
2019,01,08,48,>70 anys,3318
2019,01,08,49,0-9 anys,489
2019,01,08,49,10-19 anys,575
2019,01,08,49,20-29 anys,611
2019,01,08,49,30-39 anys,745
2019,01,08,49,40-49 anys,991
2019,01,08,49,50-59 anys,936
2019,01,08,49,60-69 anys,1134
2019,01,08,49,>70 anys,1310
2019,01,08,50,0-9 anys,1596
2019,01,08,50,10-19 anys,1676
2019,01,08,50,20-29 anys,2040
2019,01,08,50,30-39 anys,2526
2019,01,08,50,40-49 anys,2596
2019,01,08,50,50-59 anys,2068
2019,01,08,50,60-69 anys,1529
2019,01,08,50,>70 anys,2039
2019,01,08,51,0-9 anys,1123
2019,01,08,51,10-19 anys,1083
2019,01,08,51,20-29 anys,1446
2019,01,08,51,30-39 anys,1854
2019,01,08,51,40-49 anys,2031
2019,01,08,51,50-59 anys,1697
2019,01,08,51,60-69 anys,1177
2019,01,08,51,>70 anys,2052
2019,01,08,52,0-9 anys,2153
2019,01,08,52,10-19 anys,2397
2019,01,08,52,20-29 anys,2862
2019,01,08,52,30-39 anys,3612
2019,01,08,52,40-49 anys,4231
2019,01,08,52,50-59 anys,3517
2019,01,08,52,60-69 anys,2683
2019,01,08,52,>70 anys,5063
2019,01,08,53,0-9 anys,720
2019,01,08,53,10-19 anys,782
2019,01,08,53,20-29 anys,931
2019,01,08,53,30-39 anys,1091
2019,01,08,53,40-49 anys,1227
2019,01,08,53,50-59 anys,1057
2019,01,08,53,60-69 anys,794
2019,01,08,53,>70 anys,934
2019,01,08,54,0-9 anys,318
2019,01,08,54,10-19 anys,400
2019,01,08,54,20-29 anys,350
2019,01,08,54,30-39 anys,413
2019,01,08,54,40-49 anys,516
2019,01,08,54,50-59 anys,407
2019,01,08,54,60-69 anys,257
2019,01,08,54,>70 anys,205
2019,01,08,55,0-9 anys,1217
2019,01,08,55,10-19 anys,1188
2019,01,08,55,20-29 anys,1473
2019,01,08,55,30-39 anys,1589
2019,01,08,55,40-49 anys,1744
2019,01,08,55,50-59 anys,1337
2019,01,08,55,60-69 anys,856
2019,01,08,55,>70 anys,1368
2019,01,08,56,0-9 anys,153
2019,01,08,56,10-19 anys,172
2019,01,08,56,20-29 anys,129
2019,01,08,56,30-39 anys,189
2019,01,08,56,40-49 anys,274
2019,01,08,56,50-59 anys,176
2019,01,08,56,60-69 anys,118
2019,01,08,56,>70 anys,168
2019,01,09,57,0-9 anys,1198
2019,01,09,57,10-19 anys,1085
2019,01,09,57,20-29 anys,1381
2019,01,09,57,30-39 anys,1519
2019,01,09,57,40-49 anys,1822
2019,01,09,57,50-59 anys,1328
2019,01,09,57,60-69 anys,852
2019,01,09,57,>70 anys,1046
2019,01,09,58,0-9 anys,276
2019,01,09,58,10-19 anys,291
2019,01,09,58,20-29 anys,303
2019,01,09,58,30-39 anys,367
2019,01,09,58,40-49 anys,415
2019,01,09,58,50-59 anys,371
2019,01,09,58,60-69 anys,270
2019,01,09,58,>70 anys,260
2019,01,09,59,0-9 anys,1445
2019,01,09,59,10-19 anys,1508
2019,01,09,59,20-29 anys,1396
2019,01,09,59,30-39 anys,1674
2019,01,09,59,40-49 anys,2527
2019,01,09,59,50-59 anys,1739
2019,01,09,59,60-69 anys,1076
2019,01,09,59,>70 anys,1626
2019,01,09,60,0-9 anys,5081
2019,01,09,60,10-19 anys,5090
2019,01,09,60,20-29 anys,5380
2019,01,09,60,30-39 anys,7820
2019,01,09,60,40-49 anys,9822
2019,01,09,60,50-59 anys,7999
2019,01,09,60,60-69 anys,7330
2019,01,09,60,>70 anys,8667
2019,01,09,61,0-9 anys,2384
2019,01,09,61,10-19 anys,2234
2019,01,09,61,20-29 anys,3089
2019,01,09,61,30-39 anys,4245
2019,01,09,61,40-49 anys,4465
2019,01,09,61,50-59 anys,3858
2019,01,09,61,60-69 anys,3997
2019,01,09,61,>70 anys,4770
2019,01,09,62,0-9 anys,1230
2019,01,09,62,10-19 anys,1193
2019,01,09,62,20-29 anys,1582
2019,01,09,62,30-39 anys,2053
2019,01,09,62,40-49 anys,2345
2019,01,09,62,50-59 anys,2157
2019,01,09,62,60-69 anys,1422
2019,01,09,62,>70 anys,2444
2019,01,09,63,0-9 anys,1660
2019,01,09,63,10-19 anys,1816
2019,01,09,63,20-29 anys,2424
2019,01,09,63,30-39 anys,3117
2019,01,09,63,40-49 anys,3384
2019,01,09,63,50-59 anys,3186
2019,01,09,63,60-69 anys,2570
2019,01,09,63,>70 anys,3913
2019,01,10,64,0-9 anys,2860
2019,01,10,64,10-19 anys,2692
2019,01,10,64,20-29 anys,4483
2019,01,10,64,30-39 anys,6534
2019,01,10,64,40-49 anys,5975
2019,01,10,64,50-59 anys,5047
2019,01,10,64,60-69 anys,4570
2019,01,10,64,>70 anys,6301
2019,01,10,65,0-9 anys,2128
2019,01,10,65,10-19 anys,2387
2019,01,10,65,20-29 anys,3105
2019,01,10,65,30-39 anys,4008
2019,01,10,65,40-49 anys,4240
2019,01,10,65,50-59 anys,3955
2019,01,10,65,60-69 anys,3426
2019,01,10,65,>70 anys,3507
2019,01,10,66,0-9 anys,1381
2019,01,10,66,10-19 anys,1139
2019,01,10,66,20-29 anys,1925
2019,01,10,66,30-39 anys,2751
2019,01,10,66,40-49 anys,2520
2019,01,10,66,50-59 anys,1940
2019,01,10,66,60-69 anys,1803
2019,01,10,66,>70 anys,2083
2019,01,10,67,0-9 anys,894
2019,01,10,67,10-19 anys,1073
2019,01,10,67,20-29 anys,1145
2019,01,10,67,30-39 anys,1043
2019,01,10,67,40-49 anys,1444
2019,01,10,67,50-59 anys,1662
2019,01,10,67,60-69 anys,1221
2019,01,10,67,>70 anys,740
2019,01,10,68,0-9 anys,3447
2019,01,10,68,10-19 anys,3331
2019,01,10,68,20-29 anys,3181
2019,01,10,68,30-39 anys,5460
2019,01,10,68,40-49 anys,6790
2019,01,10,68,50-59 anys,4676
2019,01,10,68,60-69 anys,3061
2019,01,10,68,>70 anys,3774
2019,01,10,69,0-9 anys,1706
2019,01,10,69,10-19 anys,1470
2019,01,10,69,20-29 anys,923
2019,01,10,69,30-39 anys,2192
2019,01,10,69,40-49 anys,2868
2019,01,10,69,50-59 anys,1833
2019,01,10,69,60-69 anys,1056
2019,01,10,69,>70 anys,1385
2019,01,10,70,0-9 anys,2394
2019,01,10,70,10-19 anys,2399
2019,01,10,70,20-29 anys,3203
2019,01,10,70,30-39 anys,3991
2019,01,10,70,40-49 anys,3776
2019,01,10,70,50-59 anys,3382
2019,01,10,70,60-69 anys,2470
2019,01,10,70,>70 anys,2987
2019,01,10,71,0-9 anys,2029
2019,01,10,71,10-19 anys,1829
2019,01,10,71,20-29 anys,2253
2019,01,10,71,30-39 anys,3252
2019,01,10,71,40-49 anys,3598
2019,01,10,71,50-59 anys,3176
2019,01,10,71,60-69 anys,2172
2019,01,10,71,>70 anys,2531
2019,01,10,72,0-9 anys,1950
2019,01,10,72,10-19 anys,2199
2019,01,10,72,20-29 anys,2590
2019,01,10,72,30-39 anys,3332
2019,01,10,72,40-49 anys,4143
2019,01,10,72,50-59 anys,3701
2019,01,10,72,60-69 anys,2889
2019,01,10,72,>70 anys,5029
2019,01,10,73,0-9 anys,2178
2019,01,10,73,10-19 anys,2478
2019,01,10,73,20-29 anys,2952
2019,01,10,73,30-39 anys,3560
2019,01,10,73,40-49 anys,4327
2019,01,10,73,50-59 anys,4016
2019,01,10,73,60-69 anys,3368
2019,01,10,73,>70 anys,5574
2020,01,01,01,0-9 anys,4206
2020,01,01,01,10-19 anys,3971
2020,01,01,01,20-29 anys,8718
2020,01,01,01,30-39 anys,10289
2020,01,01,01,40-49 anys,8109
2020,01,01,01,50-59 anys,5514
2020,01,01,01,60-69 anys,3429
2020,01,01,01,>70 anys,3471
2020,01,01,02,0-9 anys,995
2020,01,01,02,10-19 anys,989
2020,01,01,02,20-29 anys,5338
2020,01,01,02,30-39 anys,5603
2020,01,01,02,40-49 anys,3378
2020,01,01,02,50-59 anys,2284
2020,01,01,02,60-69 anys,1463
2020,01,01,02,>70 anys,1326
2020,01,01,03,0-9 anys,687
2020,01,01,03,10-19 anys,700
2020,01,01,03,20-29 anys,2939
2020,01,01,03,30-39 anys,3317
2020,01,01,03,40-49 anys,2278
2020,01,01,03,50-59 anys,1765
2020,01,01,03,60-69 anys,1262
2020,01,01,03,>70 anys,1723
2020,01,01,04,0-9 anys,1391
2020,01,01,04,10-19 anys,1662
2020,01,01,04,20-29 anys,4282
2020,01,01,04,30-39 anys,5347
2020,01,01,04,40-49 anys,3757
2020,01,01,04,50-59 anys,2609
2020,01,01,04,60-69 anys,1711
2020,01,01,04,>70 anys,2099
2020,01,02,05,0-9 anys,2464
2020,01,02,05,10-19 anys,2428
2020,01,02,05,20-29 anys,4661
2020,01,02,05,30-39 anys,5670
2020,01,02,05,40-49 anys,5122
2020,01,02,05,50-59 anys,4133
2020,01,02,05,60-69 anys,3669
2020,01,02,05,>70 anys,4919
2020,01,02,06,0-9 anys,3501
2020,01,02,06,10-19 anys,3506
2020,01,02,06,20-29 anys,7074
2020,01,02,06,30-39 anys,8824
2020,01,02,06,40-49 anys,7492
2020,01,02,06,50-59 anys,6882
2020,01,02,06,60-69 anys,6019
2020,01,02,06,>70 anys,8242
2020,01,02,07,0-9 anys,3251
2020,01,02,07,10-19 anys,3420
2020,01,02,07,20-29 anys,6298
2020,01,02,07,30-39 anys,7033
2020,01,02,07,40-49 anys,6550
2020,01,02,07,50-59 anys,5687
2020,01,02,07,60-69 anys,4823
2020,01,02,07,>70 anys,6604
2020,01,02,08,0-9 anys,2861
2020,01,02,08,10-19 anys,3012
2020,01,02,08,20-29 anys,6536
2020,01,02,08,30-39 anys,7466
2020,01,02,08,40-49 anys,6278
2020,01,02,08,50-59 anys,5421
2020,01,02,08,60-69 anys,4607
2020,01,02,08,>70 anys,6380
2020,01,02,09,0-9 anys,3975
2020,01,02,09,10-19 anys,3917
2020,01,02,09,20-29 anys,7790
2020,01,02,09,30-39 anys,9795
2020,01,02,09,40-49 anys,8320
2020,01,02,09,50-59 anys,7252
2020,01,02,09,60-69 anys,7109
2020,01,02,09,>70 anys,9534
2020,01,02,10,0-9 anys,2667
2020,01,02,10,10-19 anys,2551
2020,01,02,10,20-29 anys,5159
2020,01,02,10,30-39 anys,6711
2020,01,02,10,40-49 anys,5931
2020,01,02,10,50-59 anys,5102
2020,01,02,10,60-69 anys,4100
2020,01,02,10,>70 anys,6212
2020,01,03,11,0-9 anys,2917
2020,01,03,11,10-19 anys,3039
2020,01,03,11,20-29 anys,5502
2020,01,03,11,30-39 anys,7865
2020,01,03,11,40-49 anys,6895
2020,01,03,11,50-59 anys,5213
2020,01,03,11,60-69 anys,3685
2020,01,03,11,>70 anys,4577
2020,01,03,12,0-9 anys,114
2020,01,03,12,10-19 anys,82
2020,01,03,12,20-29 anys,150
2020,01,03,12,30-39 anys,207
2020,01,03,12,40-49 anys,170
2020,01,03,12,50-59 anys,198
2020,01,03,12,60-69 anys,147
2020,01,03,12,>70 anys,128
2020,01,03,13,0-9 anys,2508
2020,01,03,13,10-19 anys,3172
2020,01,03,13,20-29 anys,3717
2020,01,03,13,30-39 anys,3969
2020,01,03,13,40-49 anys,4866
2020,01,03,13,50-59 anys,4838
2020,01,03,13,60-69 anys,3443
2020,01,03,13,>70 anys,4518
2020,01,03,14,0-9 anys,629
2020,01,03,14,10-19 anys,716
2020,01,03,14,20-29 anys,1388
2020,01,03,14,30-39 anys,1667
2020,01,03,14,40-49 anys,1463
2020,01,03,14,50-59 anys,1437
2020,01,03,14,60-69 anys,1237
2020,01,03,14,>70 anys,1684
2020,01,03,15,0-9 anys,1232
2020,01,03,15,10-19 anys,1063
2020,01,03,15,20-29 anys,2244
2020,01,03,15,30-39 anys,3023
2020,01,03,15,40-49 anys,2536
2020,01,03,15,50-59 anys,1958
2020,01,03,15,60-69 anys,1857
2020,01,03,15,>70 anys,2024
2020,01,03,16,0-9 anys,1522
2020,01,03,16,10-19 anys,1479
2020,01,03,16,20-29 anys,2101
2020,01,03,16,30-39 anys,3071
