Data_Referencia,Codi_Ciutat,Codi_Districte,Codi_Barri,Educacio,Valor
2000,01,05,23,"Estudis primaris, certificat d'escolaritat, EGB",2423
2000,01,05,23,"Estudis universitaris, CFGS grau superior",6694
2000,01,05,23,No consta,892
2000,01,05,23,Sense estudis,1055
2000,01,05,24,"Batxillerat elemental, graduat escolar, ESO, FPI",1195
2000,01,05,24,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3388
2000,01,05,24,"Estudis primaris, certificat d'escolaritat, EGB",1169
2000,01,05,24,"Estudis universitaris, CFGS grau superior",4912
2000,01,05,24,No consta,551
2000,01,05,24,Sense estudis,377
2000,01,05,25,"Batxillerat elemental, graduat escolar, ESO, FPI",2184
2000,01,05,25,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",5657
2000,01,05,25,"Estudis primaris, certificat d'escolaritat, EGB",2207
2000,01,05,25,"Estudis universitaris, CFGS grau superior",7341
2000,01,05,25,No consta,930
2000,01,05,25,Sense estudis,886
2000,01,05,26,"Batxillerat elemental, graduat escolar, ESO, FPI",4325
2000,01,05,26,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",11343
2000,01,05,26,"Estudis primaris, certificat d'escolaritat, EGB",4518
2000,01,05,26,"Estudis universitaris, CFGS grau superior",14593
2000,01,05,26,No consta,1684
2000,01,05,26,Sense estudis,1644
2000,01,05,27,"Batxillerat elemental, graduat escolar, ESO, FPI",3205
2000,01,05,27,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",6608
2000,01,05,27,"Estudis primaris, certificat d'escolaritat, EGB",2974
2000,01,05,27,"Estudis universitaris, CFGS grau superior",8113
2000,01,05,27,No consta,1155
2000,01,05,27,Sense estudis,1101
2000,01,06,28,"Batxillerat elemental, graduat escolar, ESO, FPI",2023
2000,01,06,28,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3128
2000,01,06,28,"Estudis primaris, certificat d'escolaritat, EGB",2541
2000,01,06,28,"Estudis universitaris, CFGS grau superior",3026
2000,01,06,28,No consta,620
2000,01,06,28,Sense estudis,1127
2000,01,06,29,"Batxillerat elemental, graduat escolar, ESO, FPI",1174
2000,01,06,29,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1266
2000,01,06,29,"Estudis primaris, certificat d'escolaritat, EGB",1439
2000,01,06,29,"Estudis universitaris, CFGS grau superior",872
2000,01,06,29,No consta,303
2000,01,06,29,Sense estudis,789
2000,01,06,30,"Batxillerat elemental, graduat escolar, ESO, FPI",1933
2000,01,06,30,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3030
2000,01,06,30,"Estudis primaris, certificat d'escolaritat, EGB",2082
2000,01,06,30,"Estudis universitaris, CFGS grau superior",2868
2000,01,06,30,No consta,649
2000,01,06,30,Sense estudis,892
2000,01,06,31,"Batxillerat elemental, graduat escolar, ESO, FPI",6901
2000,01,06,31,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",9456
2000,01,06,31,"Estudis primaris, certificat d'escolaritat, EGB",10480
2000,01,06,31,"Estudis universitaris, CFGS grau superior",8520
2000,01,06,31,No consta,1593
2000,01,06,31,Sense estudis,4717
2000,01,06,32,"Batxillerat elemental, graduat escolar, ESO, FPI",5271
2000,01,06,32,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",7488
2000,01,06,32,"Estudis primaris, certificat d'escolaritat, EGB",6221
2000,01,06,32,"Estudis universitaris, CFGS grau superior",6671
2000,01,06,32,No consta,1383
2000,01,06,32,Sense estudis,2577
2000,01,07,33,"Batxillerat elemental, graduat escolar, ESO, FPI",4051
2000,01,07,33,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",5144
2000,01,07,33,"Estudis primaris, certificat d'escolaritat, EGB",5159
2000,01,07,33,"Estudis universitaris, CFGS grau superior",3831
2000,01,07,33,No consta,976
2000,01,07,33,Sense estudis,2628
2000,01,07,34,"Batxillerat elemental, graduat escolar, ESO, FPI",1518
2000,01,07,34,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1500
2000,01,07,34,"Estudis primaris, certificat d'escolaritat, EGB",2179
2000,01,07,34,"Estudis universitaris, CFGS grau superior",925
2000,01,07,34,No consta,408
2000,01,07,34,Sense estudis,1251
2000,01,07,35,"Batxillerat elemental, graduat escolar, ESO, FPI",5499
2000,01,07,35,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",6963
2000,01,07,35,"Estudis primaris, certificat d'escolaritat, EGB",7672
2000,01,07,35,"Estudis universitaris, CFGS grau superior",4889
2000,01,07,35,No consta,1350
2000,01,07,35,Sense estudis,3680
2000,01,07,36,"Batxillerat elemental, graduat escolar, ESO, FPI",1695
2000,01,07,36,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2019
2000,01,07,36,"Estudis primaris, certificat d'escolaritat, EGB",1957
2000,01,07,36,"Estudis universitaris, CFGS grau superior",1534
2000,01,07,36,No consta,512
2000,01,07,36,Sense estudis,772
2000,01,07,37,"Batxillerat elemental, graduat escolar, ESO, FPI",6333
2000,01,07,37,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4068
2000,01,07,37,"Estudis primaris, certificat d'escolaritat, EGB",8686
2000,01,07,37,"Estudis universitaris, CFGS grau superior",1328
2000,01,07,37,No consta,1612
2000,01,07,37,Sense estudis,6763
2000,01,07,38,"Batxillerat elemental, graduat escolar, ESO, FPI",2098
2000,01,07,38,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1607
2000,01,07,38,"Estudis primaris, certificat d'escolaritat, EGB",3014
2000,01,07,38,"Estudis universitaris, CFGS grau superior",617
2000,01,07,38,No consta,534
2000,01,07,38,Sense estudis,2121
2000,01,07,39,"Batxillerat elemental, graduat escolar, ESO, FPI",1182
2000,01,07,39,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1123
2000,01,07,39,"Estudis primaris, certificat d'escolaritat, EGB",1797
2000,01,07,39,"Estudis universitaris, CFGS grau superior",687
2000,01,07,39,No consta,297
2000,01,07,39,Sense estudis,1163
2000,01,07,40,"Batxillerat elemental, graduat escolar, ESO, FPI",797
2000,01,07,40,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",862
2000,01,07,40,"Estudis primaris, certificat d'escolaritat, EGB",1369
2000,01,07,40,"Estudis universitaris, CFGS grau superior",606
2000,01,07,40,No consta,110
2000,01,07,40,Sense estudis,941
2000,01,07,41,"Batxillerat elemental, graduat escolar, ESO, FPI",923
2000,01,07,41,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1164
2000,01,07,41,"Estudis primaris, certificat d'escolaritat, EGB",1048
2000,01,07,41,"Estudis universitaris, CFGS grau superior",914
2000,01,07,41,No consta,224
2000,01,07,41,Sense estudis,423
2000,01,07,42,"Batxillerat elemental, graduat escolar, ESO, FPI",71
2000,01,07,42,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",34
2000,01,07,42,"Estudis primaris, certificat d'escolaritat, EGB",119
2000,01,07,42,"Estudis universitaris, CFGS grau superior",72
2000,01,07,42,No consta,21
2000,01,07,42,Sense estudis,85
2000,01,07,43,"Batxillerat elemental, graduat escolar, ESO, FPI",4390
2000,01,07,43,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4641
2000,01,07,43,"Estudis primaris, certificat d'escolaritat, EGB",6432
2000,01,07,43,"Estudis universitaris, CFGS grau superior",2684
2000,01,07,43,No consta,1111
2000,01,07,43,Sense estudis,3977
2000,01,08,44,"Batxillerat elemental, graduat escolar, ESO, FPI",4245
2000,01,08,44,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4600
2000,01,08,44,"Estudis primaris, certificat d'escolaritat, EGB",6075
2000,01,08,44,"Estudis universitaris, CFGS grau superior",2611
2000,01,08,44,No consta,1091
2000,01,08,44,Sense estudis,3270
2000,01,08,45,"Batxillerat elemental, graduat escolar, ESO, FPI",4395
2000,01,08,45,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3831
2000,01,08,45,"Estudis primaris, certificat d'escolaritat, EGB",6297
2000,01,08,45,"Estudis universitaris, CFGS grau superior",1690
2000,01,08,45,No consta,918
2000,01,08,45,Sense estudis,4051
2000,01,08,46,"Batxillerat elemental, graduat escolar, ESO, FPI",2345
2000,01,08,46,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2104
2000,01,08,46,"Estudis primaris, certificat d'escolaritat, EGB",4328
2000,01,08,46,"Estudis universitaris, CFGS grau superior",922
2000,01,08,46,No consta,407
2000,01,08,46,Sense estudis,2905
2000,01,08,47,"Batxillerat elemental, graduat escolar, ESO, FPI",434
2000,01,08,47,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",224
2000,01,08,47,"Estudis primaris, certificat d'escolaritat, EGB",701
2000,01,08,47,"Estudis universitaris, CFGS grau superior",60
2000,01,08,47,No consta,103
2000,01,08,47,Sense estudis,394
2000,01,08,48,"Batxillerat elemental, graduat escolar, ESO, FPI",3063
2000,01,08,48,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2813
2000,01,08,48,"Estudis primaris, certificat d'escolaritat, EGB",4424
2000,01,08,48,"Estudis universitaris, CFGS grau superior",1410
2000,01,08,48,No consta,701
2000,01,08,48,Sense estudis,2327
2000,01,08,49,"Batxillerat elemental, graduat escolar, ESO, FPI",1767
2000,01,08,49,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",997
2000,01,08,49,"Estudis primaris, certificat d'escolaritat, EGB",2363
2000,01,08,49,"Estudis universitaris, CFGS grau superior",399
2000,01,08,49,No consta,563
2000,01,08,49,Sense estudis,1209
2000,01,08,50,"Batxillerat elemental, graduat escolar, ESO, FPI",2779
2000,01,08,50,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1440
2000,01,08,50,"Estudis primaris, certificat d'escolaritat, EGB",4075
2000,01,08,50,"Estudis universitaris, CFGS grau superior",352
2000,01,08,50,No consta,780
2000,01,08,50,Sense estudis,3617
2000,01,08,51,"Batxillerat elemental, graduat escolar, ESO, FPI",2285
2000,01,08,51,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1376
2000,01,08,51,"Estudis primaris, certificat d'escolaritat, EGB",3531
2000,01,08,51,"Estudis universitaris, CFGS grau superior",454
2000,01,08,51,No consta,539
2000,01,08,51,Sense estudis,2777
2000,01,08,52,"Batxillerat elemental, graduat escolar, ESO, FPI",5223
2000,01,08,52,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3520
2000,01,08,52,"Estudis primaris, certificat d'escolaritat, EGB",6948
2000,01,08,52,"Estudis universitaris, CFGS grau superior",1176
2000,01,08,52,No consta,1274
2000,01,08,52,Sense estudis,5675
2000,01,08,53,"Batxillerat elemental, graduat escolar, ESO, FPI",1366
2000,01,08,53,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",576
2000,01,08,53,"Estudis primaris, certificat d'escolaritat, EGB",2357
2000,01,08,53,"Estudis universitaris, CFGS grau superior",178
2000,01,08,53,No consta,291
2000,01,08,53,Sense estudis,2020
2000,01,08,54,"Batxillerat elemental, graduat escolar, ESO, FPI",334
2000,01,08,54,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",113
2000,01,08,54,"Estudis primaris, certificat d'escolaritat, EGB",660
2000,01,08,54,"Estudis universitaris, CFGS grau superior",38
2000,01,08,54,No consta,169
2000,01,08,54,Sense estudis,509
2000,01,08,55,"Batxillerat elemental, graduat escolar, ESO, FPI",1831
2000,01,08,55,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1076
2000,01,08,55,"Estudis primaris, certificat d'escolaritat, EGB",2895
2000,01,08,55,"Estudis universitaris, CFGS grau superior",266
2000,01,08,55,No consta,448
2000,01,08,55,Sense estudis,1881
2000,01,08,56,"Batxillerat elemental, graduat escolar, ESO, FPI",115
2000,01,08,56,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",38
2000,01,08,56,"Estudis primaris, certificat d'escolaritat, EGB",276
2000,01,08,56,"Estudis universitaris, CFGS grau superior",5
2000,01,08,56,No consta,58
2000,01,08,56,Sense estudis,180
2000,01,09,57,"Batxillerat elemental, graduat escolar, ESO, FPI",1510
2000,01,09,57,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",763
2000,01,09,57,"Estudis primaris, certificat d'escolaritat, EGB",2377
2000,01,09,57,"Estudis universitaris, CFGS grau superior",215
2000,01,09,57,No consta,393
2000,01,09,57,Sense estudis,1614
2000,01,09,58,"Batxillerat elemental, graduat escolar, ESO, FPI",356
2000,01,09,58,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",152
2000,01,09,58,"Estudis primaris, certificat d'escolaritat, EGB",838
2000,01,09,58,"Estudis universitaris, CFGS grau superior",18
2000,01,09,58,No consta,110
2000,01,09,58,Sense estudis,485
2000,01,09,59,"Batxillerat elemental, graduat escolar, ESO, FPI",1942
2000,01,09,59,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",964
2000,01,09,59,"Estudis primaris, certificat d'escolaritat, EGB",3106
2000,01,09,59,"Estudis universitaris, CFGS grau superior",248
2000,01,09,59,No consta,449
2000,01,09,59,Sense estudis,1849
2000,01,09,60,"Batxillerat elemental, graduat escolar, ESO, FPI",9441
2000,01,09,60,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",9811
2000,01,09,60,"Estudis primaris, certificat d'escolaritat, EGB",12491
2000,01,09,60,"Estudis universitaris, CFGS grau superior",5213
2000,01,09,60,No consta,2586
2000,01,09,60,Sense estudis,5388
2000,01,09,61,"Batxillerat elemental, graduat escolar, ESO, FPI",5252
2000,01,09,61,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",5305
2000,01,09,61,"Estudis primaris, certificat d'escolaritat, EGB",6728
2000,01,09,61,"Estudis universitaris, CFGS grau superior",2841
2000,01,09,61,No consta,1477
2000,01,09,61,Sense estudis,2717
2000,01,09,62,"Batxillerat elemental, graduat escolar, ESO, FPI",2288
2000,01,09,62,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2603
2000,01,09,62,"Estudis primaris, certificat d'escolaritat, EGB",3360
2000,01,09,62,"Estudis universitaris, CFGS grau superior",1583
2000,01,09,62,No consta,467
2000,01,09,62,Sense estudis,1769
2000,01,09,63,"Batxillerat elemental, graduat escolar, ESO, FPI",3838
2000,01,09,63,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4428
2000,01,09,63,"Estudis primaris, certificat d'escolaritat, EGB",4776
2000,01,09,63,"Estudis universitaris, CFGS grau superior",2726
2000,01,09,63,No consta,870
2000,01,09,63,Sense estudis,2012
2000,01,10,64,"Batxillerat elemental, graduat escolar, ESO, FPI",6441
2000,01,10,64,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",7359
2000,01,10,64,"Estudis primaris, certificat d'escolaritat, EGB",8443
2000,01,10,64,"Estudis universitaris, CFGS grau superior",4707
2000,01,10,64,No consta,1478
2000,01,10,64,Sense estudis,3834
2000,01,10,65,"Batxillerat elemental, graduat escolar, ESO, FPI",4498
2000,01,10,65,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4652
2000,01,10,65,"Estudis primaris, certificat d'escolaritat, EGB",5357
2000,01,10,65,"Estudis universitaris, CFGS grau superior",2673
2000,01,10,65,No consta,1156
2000,01,10,65,Sense estudis,2276
2000,01,10,66,"Batxillerat elemental, graduat escolar, ESO, FPI",2214
2000,01,10,66,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2346
2000,01,10,66,"Estudis primaris, certificat d'escolaritat, EGB",2787
2000,01,10,66,"Estudis universitaris, CFGS grau superior",1633
2000,01,10,66,No consta,571
2000,01,10,66,Sense estudis,1243
2000,01,10,67,"Batxillerat elemental, graduat escolar, ESO, FPI",688
2000,01,10,67,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1303
2000,01,10,67,"Estudis primaris, certificat d'escolaritat, EGB",638
2000,01,10,67,"Estudis universitaris, CFGS grau superior",2359
2000,01,10,67,No consta,270
2000,01,10,67,Sense estudis,228
2000,01,10,68,"Batxillerat elemental, graduat escolar, ESO, FPI",4235
2000,01,10,68,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3920
2000,01,10,68,"Estudis primaris, certificat d'escolaritat, EGB",6666
2000,01,10,68,"Estudis universitaris, CFGS grau superior",1876
2000,01,10,68,No consta,907
2000,01,10,68,Sense estudis,3447
2000,01,10,69,"Batxillerat elemental, graduat escolar, ESO, FPI",818
2000,01,10,69,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",642
2000,01,10,69,"Estudis primaris, certificat d'escolaritat, EGB",1164
2000,01,10,69,"Estudis universitaris, CFGS grau superior",238
2000,01,10,69,No consta,139
2000,01,10,69,Sense estudis,823
2000,01,10,70,"Batxillerat elemental, graduat escolar, ESO, FPI",4085
2000,01,10,70,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2343
2000,01,10,70,"Estudis primaris, certificat d'escolaritat, EGB",5539
2000,01,10,70,"Estudis universitaris, CFGS grau superior",696
2000,01,10,70,No consta,1058
2000,01,10,70,Sense estudis,4374
2000,01,10,71,"Batxillerat elemental, graduat escolar, ESO, FPI",3265
2000,01,10,71,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2824
2000,01,10,71,"Estudis primaris, certificat d'escolaritat, EGB",4277
2000,01,10,71,"Estudis universitaris, CFGS grau superior",1116
2000,01,10,71,No consta,802
2000,01,10,71,Sense estudis,2136
2000,01,10,72,"Batxillerat elemental, graduat escolar, ESO, FPI",5240
2000,01,10,72,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4765
2000,01,10,72,"Estudis primaris, certificat d'escolaritat, EGB",7266
2000,01,10,72,"Estudis universitaris, CFGS grau superior",2189
2000,01,10,72,No consta,1099
2000,01,10,72,Sense estudis,3636
2000,01,10,73,"Batxillerat elemental, graduat escolar, ESO, FPI",6222
2000,01,10,73,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4614
2000,01,10,73,"Estudis primaris, certificat d'escolaritat, EGB",8124
2000,01,10,73,"Estudis universitaris, CFGS grau superior",1731
2000,01,10,73,No consta,1507
2000,01,10,73,Sense estudis,5175
2001,01,01,01,"Batxillerat elemental, graduat escolar, ESO, FPI",4916
2001,01,01,01,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4952
2001,01,01,01,"Estudis primaris, certificat d'escolaritat, EGB",12204
2001,01,01,01,"Estudis universitaris, CFGS grau superior",3184
2001,01,01,01,No consta,1314
2001,01,01,01,Sense estudis,6868
2001,01,01,02,"Batxillerat elemental, graduat escolar, ESO, FPI",2186
2001,01,01,02,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2929
2001,01,01,02,"Estudis primaris, certificat d'escolaritat, EGB",4556
2001,01,01,02,"Estudis universitaris, CFGS grau superior",2493
2001,01,01,02,No consta,523
2001,01,01,02,Sense estudis,2081
2001,01,01,03,"Batxillerat elemental, graduat escolar, ESO, FPI",2531
2001,01,01,03,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1831
2001,01,01,03,"Estudis primaris, certificat d'escolaritat, EGB",4678
2001,01,01,03,"Estudis universitaris, CFGS grau superior",793
2001,01,01,03,No consta,543
2001,01,01,03,Sense estudis,3070
2001,01,01,04,"Batxillerat elemental, graduat escolar, ESO, FPI",2800
2001,01,01,04,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3348
2001,01,01,04,"Estudis primaris, certificat d'escolaritat, EGB",5342
2001,01,01,04,"Estudis universitaris, CFGS grau superior",2662
2001,01,01,04,No consta,765
2001,01,01,04,Sense estudis,3033
2001,01,02,05,"Batxillerat elemental, graduat escolar, ESO, FPI",4383
2001,01,02,05,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",6365
2001,01,02,05,"Estudis primaris, certificat d'escolaritat, EGB",5272
2001,01,02,05,"Estudis universitaris, CFGS grau superior",5743
2001,01,02,05,No consta,1330
2001,01,02,05,Sense estudis,2067
2001,01,02,06,"Batxillerat elemental, graduat escolar, ESO, FPI",7914
2001,01,02,06,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",10308
2001,01,02,06,"Estudis primaris, certificat d'escolaritat, EGB",10316
2001,01,02,06,"Estudis universitaris, CFGS grau superior",8623
2001,01,02,06,No consta,2124
2001,01,02,06,Sense estudis,4406
2001,01,02,07,"Batxillerat elemental, graduat escolar, ESO, FPI",4795
2001,01,02,07,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",9048
2001,01,02,07,"Estudis primaris, certificat d'escolaritat, EGB",5674
2001,01,02,07,"Estudis universitaris, CFGS grau superior",11810
2001,01,02,07,No consta,1585
2001,01,02,07,Sense estudis,2073
2001,01,02,08,"Batxillerat elemental, graduat escolar, ESO, FPI",5076
2001,01,02,08,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",9101
2001,01,02,08,"Estudis primaris, certificat d'escolaritat, EGB",6392
2001,01,02,08,"Estudis universitaris, CFGS grau superior",10006
2001,01,02,08,No consta,1545
2001,01,02,08,Sense estudis,2572
2001,01,02,09,"Batxillerat elemental, graduat escolar, ESO, FPI",7950
2001,01,02,09,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",12423
2001,01,02,09,"Estudis primaris, certificat d'escolaritat, EGB",9621
2001,01,02,09,"Estudis universitaris, CFGS grau superior",12202
2001,01,02,09,No consta,2646
2001,01,02,09,Sense estudis,3952
2001,01,02,10,"Batxillerat elemental, graduat escolar, ESO, FPI",5900
2001,01,02,10,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",7729
2001,01,02,10,"Estudis primaris, certificat d'escolaritat, EGB",7784
2001,01,02,10,"Estudis universitaris, CFGS grau superior",5967
2001,01,02,10,No consta,1463
2001,01,02,10,Sense estudis,3396
2001,01,03,11,"Batxillerat elemental, graduat escolar, ESO, FPI",5966
2001,01,03,11,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",5497
2001,01,03,11,"Estudis primaris, certificat d'escolaritat, EGB",9717
2001,01,03,11,"Estudis universitaris, CFGS grau superior",2900
2001,01,03,11,No consta,1423
2001,01,03,11,Sense estudis,5065
2001,01,03,12,"Batxillerat elemental, graduat escolar, ESO, FPI",243
2001,01,03,12,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",73
2001,01,03,12,"Estudis primaris, certificat d'escolaritat, EGB",485
2001,01,03,12,"Estudis universitaris, CFGS grau superior",12
2001,01,03,12,No consta,138
2001,01,03,12,Sense estudis,442
2001,01,03,13,"Batxillerat elemental, graduat escolar, ESO, FPI",4937
2001,01,03,13,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4434
2001,01,03,13,"Estudis primaris, certificat d'escolaritat, EGB",7448
2001,01,03,13,"Estudis universitaris, CFGS grau superior",1669
2001,01,03,13,No consta,1469
2001,01,03,13,Sense estudis,3450
2001,01,03,14,"Batxillerat elemental, graduat escolar, ESO, FPI",1686
2001,01,03,14,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",1820
2001,01,03,14,"Estudis primaris, certificat d'escolaritat, EGB",2028
2001,01,03,14,"Estudis universitaris, CFGS grau superior",1278
2001,01,03,14,No consta,479
2001,01,03,14,Sense estudis,951
2001,01,03,15,"Batxillerat elemental, graduat escolar, ESO, FPI",2354
2001,01,03,15,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2597
2001,01,03,15,"Estudis primaris, certificat d'escolaritat, EGB",3417
2001,01,03,15,"Estudis universitaris, CFGS grau superior",1738
2001,01,03,15,No consta,737
2001,01,03,15,Sense estudis,1957
2001,01,03,16,"Batxillerat elemental, graduat escolar, ESO, FPI",3257
2001,01,03,16,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3323
2001,01,03,16,"Estudis primaris, certificat d'escolaritat, EGB",4440
2001,01,03,16,"Estudis universitaris, CFGS grau superior",1685
2001,01,03,16,No consta,1024
2001,01,03,16,Sense estudis,1891
2001,01,03,17,"Batxillerat elemental, graduat escolar, ESO, FPI",4012
2001,01,03,17,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4115
2001,01,03,17,"Estudis primaris, certificat d'escolaritat, EGB",5754
2001,01,03,17,"Estudis universitaris, CFGS grau superior",2502
2001,01,03,17,No consta,1255
2001,01,03,17,Sense estudis,3001
2001,01,03,18,"Batxillerat elemental, graduat escolar, ESO, FPI",6319
2001,01,03,18,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",7195
2001,01,03,18,"Estudis primaris, certificat d'escolaritat, EGB",8763
2001,01,03,18,"Estudis universitaris, CFGS grau superior",5357
2001,01,03,18,No consta,1637
2001,01,03,18,Sense estudis,4470
2001,01,04,19,"Batxillerat elemental, graduat escolar, ESO, FPI",6172
2001,01,04,19,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",10443
2001,01,04,19,"Estudis primaris, certificat d'escolaritat, EGB",7232
2001,01,04,19,"Estudis universitaris, CFGS grau superior",11117
2001,01,04,19,No consta,2406
2001,01,04,19,Sense estudis,2897
2001,01,04,20,"Batxillerat elemental, graduat escolar, ESO, FPI",3223
2001,01,04,20,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",5286
2001,01,04,20,"Estudis primaris, certificat d'escolaritat, EGB",4500
2001,01,04,20,"Estudis universitaris, CFGS grau superior",5057
2001,01,04,20,No consta,1448
2001,01,04,20,Sense estudis,1838
2001,01,04,21,"Batxillerat elemental, graduat escolar, ESO, FPI",1092
2001,01,04,21,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",2759
2001,01,04,21,"Estudis primaris, certificat d'escolaritat, EGB",1050
2001,01,04,21,"Estudis universitaris, CFGS grau superior",3879
2001,01,04,21,No consta,613
2001,01,04,21,Sense estudis,338
2001,01,05,22,"Batxillerat elemental, graduat escolar, ESO, FPI",381
2001,01,05,22,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",680
2001,01,05,22,"Estudis primaris, certificat d'escolaritat, EGB",453
2001,01,05,22,"Estudis universitaris, CFGS grau superior",749
2001,01,05,22,No consta,163
2001,01,05,22,Sense estudis,199
2001,01,05,23,"Batxillerat elemental, graduat escolar, ESO, FPI",2336
2001,01,05,23,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",4729
2001,01,05,23,"Estudis primaris, certificat d'escolaritat, EGB",2372
2001,01,05,23,"Estudis universitaris, CFGS grau superior",6781
2001,01,05,23,No consta,1000
2001,01,05,23,Sense estudis,988
2001,01,05,24,"Batxillerat elemental, graduat escolar, ESO, FPI",1189
2001,01,05,24,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",3388
2001,01,05,24,"Estudis primaris, certificat d'escolaritat, EGB",1148
2001,01,05,24,"Estudis universitaris, CFGS grau superior",5047
2001,01,05,24,No consta,634
2001,01,05,24,Sense estudis,344
2001,01,05,25,"Batxillerat elemental, graduat escolar, ESO, FPI",2167
2001,01,05,25,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",5592
2001,01,05,25,"Estudis primaris, certificat d'escolaritat, EGB",2115
2001,01,05,25,"Estudis universitaris, CFGS grau superior",7458
2001,01,05,25,No consta,1093
2001,01,05,25,Sense estudis,844
2001,01,05,26,"Batxillerat elemental, graduat escolar, ESO, FPI",4267
2001,01,05,26,"Batxillerat superior, BUP, COU, FPII, CFGM grau mitjà",11289
2001,01,05,26,"Estudis primaris, certificat d'escolaritat, EGB",4400
2001,01,05,26,"Estudis universitaris, CFGS grau superior",14697
2001,01,05,26,No consta,1928
