Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_REGIO,SEXE
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,2,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,2,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,3,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,37,3,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,5,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,25,6,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,13,6,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,7,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,7,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,20,8,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,26,8,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,9,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,9,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,11,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,11,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,16,12,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,54,12,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,14,13,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,13,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,14,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,14,14,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,15,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,15,15,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,16,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,16,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,431,17,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,505,17,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,7,18,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,18,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,23,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,23,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,2,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,12,3,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,25,3,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,5,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,6,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,6,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,7,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,7,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,99,8,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,110,8,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,9,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,11,11,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,10,11,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,33,12,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,275,12,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,45,13,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,13,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,14,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,14,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,15,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,15,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,16,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,16,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,504,17,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,425,17,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,18,1
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,12,18,2
2003-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,23,2
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,1,1
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,79,3,1
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,138,3,2
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,5,1
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,5,2
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,23,6,1
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,12,6,2
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,7,7,1
2003-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,7,2
