Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_REGIO,SEXE
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,1,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,19,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,47,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,39,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,7,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,9,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,89,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,93,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,15,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,12,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,9,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,15,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,16,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,353,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,386,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,23,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,27,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,24,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,46,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,43,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,30,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,10,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,15,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,71,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,118,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,20,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,16,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,14,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,24,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,25,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,18,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,15,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,308,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,311,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,30,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,35,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,2,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,48,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,118,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,31,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,30,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,8,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,19,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,17,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,14,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,104,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,88,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,37,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,28,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,239,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,369,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,45,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,40,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,27,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,22,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,19,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,16,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,948,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,1068,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,28,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,28,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,23,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,..,23,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,55,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,61,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,4,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,5,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,8,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,20,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,13,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,92,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,101,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,10,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,12,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,22,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,18,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,156,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,280,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,65,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,55,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,11,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,12,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,42,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,31,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,17,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,30,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,790,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,865,17,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,40,18,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,56,18,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,19,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,19,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,..,23,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,2,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,47,3,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,54,3,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,5,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,5,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,6,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,5,6,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,12,7,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,11,7,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,75,8,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,83,8,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,8,9,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,8,9,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,10,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,6,11,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,..,11,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,83,12,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,228,12,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,32,13,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,23,13,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,12,14,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,16,14,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,44,15,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,22,15,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,36,16,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,34,16,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,673,17,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,664,17,2
