Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_REGIO,SEXE
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,1,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,22,3,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,28,3,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,5,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,6,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,9,6,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,7,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,7,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,23,8,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,35,8,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,9,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,9,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,11,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,12,11,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,89,12,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,200,12,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,20,13,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,19,13,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,14,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,14,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,15,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,7,15,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,16,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,17,16,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,374,17,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,424,17,2
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,16,18,1
2011-01-01,1,Ciutat Vella,1,el Raval,1,1001,18,18,2
