Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,NACIONALITAT_REGIO,SEXE
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,20,3,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,36,3,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,5,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,6,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,6,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,9,7,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,8,7,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,25,8,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,21,8,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,9,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,6,9,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,11,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,13,11,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,74,12,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,201,12,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,22,13,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,21,13,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,14,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,14,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,10,15,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,9,15,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,11,16,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,13,16,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,364,17,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,414,17,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,24,18,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,21,18,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,19,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1001,..,19,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,2,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,3,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,17,3,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,5,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,6,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,6,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,7,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,7,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,53,8,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,59,8,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,9,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,9,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,11,11,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,11,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,84,12,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,263,12,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,44,13,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,37,13,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,15,14,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,33,14,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,15,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,13,15,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,19,16,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,16,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,412,17,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,382,17,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,27,18,1
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,20,18,2
2013-01-01,1,Ciutat Vella,1,el Raval,1,1002,..,19,2
