Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,TIPUS_DOMICILI
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,25,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,58,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,58,3
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,20,4
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,65,5
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,39,6
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,34,7
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,93,8
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,2,9
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,3,10
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,37,11
1999-01-01,1,Ciutat Vella,1,el Raval,1,1001,47,12
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,33,1
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,52,2
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,89,3
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,21,4
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,41,5
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,48,6
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,49,7
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,74,8
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,6,9
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,3,10
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,38,11
1999-01-01,1,Ciutat Vella,1,el Raval,1,1002,52,12
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,65,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,82,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,93,3
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,29,4
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,99,5
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,75,6
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,77,7
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,175,8
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,12,9
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,4,10
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,90,11
1999-01-01,1,Ciutat Vella,1,el Raval,2,1003,88,12
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,74,1
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,104,2
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,114,3
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,35,4
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,99,5
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,59,6
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,59,7
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,118,8
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,21,9
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,4,10
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,103,11
1999-01-01,1,Ciutat Vella,1,el Raval,2,1004,97,12
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,59,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,121,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,135,3
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,43,4
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,83,5
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,79,6
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,90,7
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,154,8
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,13,9
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,3,10
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,54,11
1999-01-01,1,Ciutat Vella,1,el Raval,3,1005,73,12
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,40,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,80,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,78,3
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,27,4
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,66,5
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,53,6
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,53,7
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,118,8
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,15,9
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,5,10
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,41,11
1999-01-01,1,Ciutat Vella,1,el Raval,3,1006,55,12
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,54,1
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,95,2
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,109,3
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,43,4
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,70,5
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,70,6
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,58,7
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,140,8
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,23,9
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,3,10
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,66,11
1999-01-01,1,Ciutat Vella,1,el Raval,3,1007,89,12
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,49,1
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,78,2
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,129,3
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,39,4
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,87,5
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,67,6
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,55,7
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,134,8
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,19,9
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,5,10
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,76,11
1999-01-01,1,Ciutat Vella,1,el Raval,4,1008,87,12
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,48,1
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,76,2
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,91,3
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,32,4
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,81,5
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,73,6
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,60,7
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,111,8
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,11,9
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,1,10
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,61,11
1999-01-01,1,Ciutat Vella,1,el Raval,4,1009,54,12
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,43,1
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,73,2
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,98,3
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,33,4
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,81,5
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,50,6
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,37,7
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,125,8
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,10,9
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,2,10
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,64,11
1999-01-01,1,Ciutat Vella,1,el Raval,4,1010,65,12
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,82,1
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,117,2
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,158,3
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,37,4
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,107,5
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,88,6
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,69,7
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,129,8
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,21,9
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,3,10
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,67,11
1999-01-01,1,Ciutat Vella,1,el Raval,5,1011,61,12
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,55,1
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,78,2
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,115,3
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,35,4
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,63,5
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,60,6
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,47,7
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,108,8
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,15,9
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,2,10
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,55,11
1999-01-01,1,Ciutat Vella,1,el Raval,5,1012,47,12
