Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,TIPUS_DOMICILI
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,30,1
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,64,2
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,53,3
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,24,4
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,71,5
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,38,6
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,33,7
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,87,8
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,2,9
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,4,10
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,37,11
2000-01-01,1,Ciutat Vella,1,el Raval,1,1001,42,12
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,39,1
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,50,2
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,84,3
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,24,4
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,44,5
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,48,6
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,42,7
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,69,8
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,5,9
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,4,10
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,37,11
2000-01-01,1,Ciutat Vella,1,el Raval,1,1002,49,12
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,62,1
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,91,2
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,97,3
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,37,4
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,100,5
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,75,6
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,74,7
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,175,8
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,14,9
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,2,10
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,96,11
2000-01-01,1,Ciutat Vella,1,el Raval,2,1003,90,12
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,71,1
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,107,2
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,106,3
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,34,4
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,86,5
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,58,6
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,61,7
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,129,8
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,20,9
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,7,10
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,90,11
2000-01-01,1,Ciutat Vella,1,el Raval,2,1004,105,12
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,64,1
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,112,2
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,138,3
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,42,4
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,95,5
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,71,6
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,75,7
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,159,8
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,18,9
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,1,10
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,60,11
2000-01-01,1,Ciutat Vella,1,el Raval,3,1005,63,12
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,42,1
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,70,2
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,75,3
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,29,4
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,77,5
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,43,6
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,45,7
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,121,8
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,15,9
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,2,10
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,43,11
2000-01-01,1,Ciutat Vella,1,el Raval,3,1006,50,12
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,47,1
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,95,2
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,92,3
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,41,4
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,67,5
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,50,6
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,45,7
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,123,8
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,16,9
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,2,10
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,55,11
2000-01-01,1,Ciutat Vella,1,el Raval,3,1007,73,12
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,54,1
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,83,2
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,123,3
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,44,4
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,98,5
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,64,6
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,57,7
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,135,8
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,14,9
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,3,10
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,74,11
2000-01-01,1,Ciutat Vella,1,el Raval,4,1008,99,12
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,55,1
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,80,2
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,90,3
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,34,4
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,76,5
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,65,6
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,52,7
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,115,8
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,10,9
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,2,10
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,67,11
2000-01-01,1,Ciutat Vella,1,el Raval,4,1009,51,12
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,50,1
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,76,2
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,91,3
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,34,4
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,76,5
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,48,6
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,34,7
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,122,8
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,12,9
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,2,10
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,58,11
2000-01-01,1,Ciutat Vella,1,el Raval,4,1010,69,12
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,82,1
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,145,2
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,161,3
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,36,4
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,107,5
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,92,6
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,79,7
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,130,8
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,22,9
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,3,10
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,71,11
2000-01-01,1,Ciutat Vella,1,el Raval,5,1011,63,12
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,52,1
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,79,2
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,111,3
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,34,4
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,68,5
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,52,6
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,45,7
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,110,8
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,17,9
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,4,10
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,52,11
2000-01-01,1,Ciutat Vella,1,el Raval,5,1012,45,12
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,27,1
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,33,2
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,74,3
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,17,4
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,48,5
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,56,6
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,42,7
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,99,8
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,5,9
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,1,10
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,50,11
2000-01-01,1,Ciutat Vella,1,el Raval,5,1013,34,12
2000-01-01,1,Ciutat Vella,1,el Raval,6,1014,37,1
2000-01-01,1,Ciutat Vella,1,el Raval,6,1014,40,2
2000-01-01,1,Ciutat Vella,1,el Raval,6,1014,78,3
