Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,TIPUS_DOMICILI
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,31,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,50,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,56,3
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,17,4
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,63,5
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,43,6
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,31,7
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,89,8
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,3,9
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,3,10
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,40,11
1998-01-01,1,Ciutat Vella,1,el Raval,1,1001,44,12
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,31,1
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,57,2
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,89,3
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,16,4
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,41,5
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,49,6
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,47,7
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,78,8
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,8,9
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,4,10
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,41,11
1998-01-01,1,Ciutat Vella,1,el Raval,1,1002,46,12
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,53,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,68,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,93,3
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,26,4
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,93,5
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,75,6
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,71,7
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,182,8
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,18,9
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,3,10
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,89,11
1998-01-01,1,Ciutat Vella,1,el Raval,2,1003,90,12
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,54,1
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,115,2
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,113,3
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,38,4
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,91,5
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,57,6
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,65,7
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,122,8
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,17,9
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,4,10
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,111,11
1998-01-01,1,Ciutat Vella,1,el Raval,2,1004,89,12
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,54,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,103,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,123,3
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,38,4
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,87,5
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,85,6
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,98,7
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,150,8
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,10,9
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,3,10
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,57,11
1998-01-01,1,Ciutat Vella,1,el Raval,3,1005,67,12
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,40,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,77,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,89,3
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,32,4
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,70,5
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,57,6
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,51,7
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,118,8
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,17,9
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,2,10
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,49,11
1998-01-01,1,Ciutat Vella,1,el Raval,3,1006,55,12
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,51,1
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,102,2
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,123,3
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,45,4
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,81,5
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,69,6
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,56,7
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,155,8
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,22,9
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,2,10
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,74,11
1998-01-01,1,Ciutat Vella,1,el Raval,3,1007,90,12
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,49,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,67,2
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,133,3
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,38,4
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,91,5
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,73,6
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,58,7
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,143,8
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,17,9
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,4,10
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,82,11
1998-01-01,1,Ciutat Vella,1,el Raval,4,1008,75,12
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,43,1
1998-01-01,1,Ciutat Vella,1,el Raval,4,1009,79,2
