Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,TIPUS_DOMICILI
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,46,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,67,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,38,3
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,25,4
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,76,5
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,25,6
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,23,7
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,100,8
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,5,9
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,37,11
2016-01-01,1,Ciutat Vella,1,el Raval,1,1001,52,12
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,54,1
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,80,2
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,53,3
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,28,4
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,75,5
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,20,6
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,23,7
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,105,8
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,4,9
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,4,10
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,40,11
2016-01-01,1,Ciutat Vella,1,el Raval,1,1002,64,12
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,96,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,112,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,77,3
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,44,4
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,117,5
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,46,6
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,46,7
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,217,8
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,11,9
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,3,10
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,110,11
2016-01-01,1,Ciutat Vella,1,el Raval,2,1003,157,12
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,106,1
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,156,2
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,64,3
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,30,4
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,158,5
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,34,6
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,51,7
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,176,8
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,24,9
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,7,10
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,111,11
2016-01-01,1,Ciutat Vella,1,el Raval,2,1004,116,12
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,95,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,104,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,70,3
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,50,4
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,138,5
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,43,6
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,55,7
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,177,8
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,29,9
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,2,10
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,60,11
2016-01-01,1,Ciutat Vella,1,el Raval,3,1005,95,12
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,58,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,92,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,40,3
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,30,4
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,103,5
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,17,6
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,22,7
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,121,8
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,10,9
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,1,10
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,39,11
2016-01-01,1,Ciutat Vella,1,el Raval,3,1006,54,12
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,70,1
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,116,2
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,20,3
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,10,4
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,91,5
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,15,6
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,24,7
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,152,8
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,13,9
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,2,10
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,63,11
2016-01-01,1,Ciutat Vella,1,el Raval,3,1007,85,12
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,51,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,117,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,93,3
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,43,4
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,118,5
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,30,6
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,37,7
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,198,8
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,20,9
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,1,10
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,97,11
2016-01-01,1,Ciutat Vella,1,el Raval,4,1008,186,12
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,87,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,114,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,62,3
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,33,4
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,116,5
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,40,6
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,39,7
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,122,8
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,12,9
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,3,10
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,65,11
2016-01-01,1,Ciutat Vella,1,el Raval,4,1009,108,12
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,55,1
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,107,2
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,43,3
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,22,4
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,129,5
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,22,6
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,22,7
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,148,8
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,11,9
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,5,10
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,71,11
2016-01-01,1,Ciutat Vella,1,el Raval,4,1010,141,12
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,114,1
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,189,2
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,55,3
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,34,4
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,152,5
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,31,6
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,33,7
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,204,8
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,26,9
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,3,10
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,91,11
2016-01-01,1,Ciutat Vella,1,el Raval,5,1011,180,12
2016-01-01,1,Ciutat Vella,1,el Raval,5,1012,70,1
2016-01-01,1,Ciutat Vella,1,el Raval,5,1012,117,2
2016-01-01,1,Ciutat Vella,1,el Raval,5,1012,56,3
2016-01-01,1,Ciutat Vella,1,el Raval,5,1012,29,4
2016-01-01,1,Ciutat Vella,1,el Raval,5,1012,104,5
2016-01-01,1,Ciutat Vella,1,el Raval,5,1012,28,6
2016-01-01,1,Ciutat Vella,1,el Raval,5,1012,27,7
