Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,TIPUS_DOMICILI
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,40,1
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,72,2
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,41,3
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,18,4
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,77,5
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,39,6
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,34,7
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,92,8
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,7,9
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,2,10
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,32,11
2007-01-01,1,Ciutat Vella,1,el Raval,1,1001,52,12
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,53,1
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,67,2
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,70,3
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,27,4
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,67,5
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,35,6
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,36,7
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,114,8
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,10,9
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,2,10
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,34,11
2007-01-01,1,Ciutat Vella,1,el Raval,1,1002,51,12
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,76,1
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,132,2
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,85,3
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,26,4
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,129,5
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,74,6
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,69,7
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,210,8
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,25,9
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,3,10
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,102,11
2007-01-01,1,Ciutat Vella,1,el Raval,2,1003,138,12
2007-01-01,1,Ciutat Vella,1,el Raval,2,1004,129,1
2007-01-01,1,Ciutat Vella,1,el Raval,2,1004,177,2
2007-01-01,1,Ciutat Vella,1,el Raval,2,1004,89,3
2007-01-01,1,Ciutat Vella,1,el Raval,2,1004,40,4
2007-01-01,1,Ciutat Vella,1,el Raval,2,1004,168,5
2007-01-01,1,Ciutat Vella,1,el Raval,2,1004,40,6
2007-01-01,1,Ciutat Vella,1,el Raval,2,1004,70,7
