Data_Referencia,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,AEB,Seccio_Censal,Valor,TIPUS_DOMICILI
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,58,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,87,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,39,3
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,23,4
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,77,5
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,16,6
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,33,7
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,86,8
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,9,9
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,45,11
2023-01-01,1,Ciutat Vella,1,el Raval,1,1001,44,12
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,47,1
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,89,2
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,32,3
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,27,4
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,94,5
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,18,6
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,17,7
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,92,8
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,7,9
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,1,10
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,41,11
2023-01-01,1,Ciutat Vella,1,el Raval,1,1002,31,12
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,107,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,148,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,67,3
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,48,4
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,126,5
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,40,6
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,39,7
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,229,8
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,21,9
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,4,10
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,112,11
2023-01-01,1,Ciutat Vella,1,el Raval,2,1003,123,12
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,137,1
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,183,2
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,67,3
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,38,4
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,198,5
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,26,6
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,41,7
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,190,8
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,24,9
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,4,10
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,109,11
2023-01-01,1,Ciutat Vella,1,el Raval,2,1004,109,12
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,126,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,169,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,61,3
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,43,4
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,161,5
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,29,6
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,46,7
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,138,8
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,32,9
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,82,11
2023-01-01,1,Ciutat Vella,1,el Raval,3,1005,73,12
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,73,1
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,102,2
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,37,3
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,27,4
2023-01-01,1,Ciutat Vella,1,el Raval,3,1006,107,5
